record_id,content_original,focus_model,category,parameter,sentiment,confidence,is_wow_factor,review_flag,is_substantial,content_english,translation_status,translation_source
93b40179-2460-492d-a173-9d47413f007d,plan on getting this as my daily to work where its mostly (about 90%) highway driving. Will I reach 18 or more km/L with,Honda BRV,Powertrain / Performance,Energy Consumption,Neutral,0.9,False,OK,True,plan on getting this as my daily to work where its mostly (about 90%) highway driving. Will I reach 18 or more km/L with that?,ok,auto
a812c1a3-0876-4a3d-9058-7c75f10cd8a0,Ask ko lang na experience nyo po ba nag alarm yung sa speed? How to off it po?,Honda BRV,Safety & ADAS,Speed Alarm,Neutral,0.9,False,OK,True,I'm just asking if it's your experience that the speed alarm went off? How to turn it off?,ok,auto
4c8c10de-1fec-4412-9cbf-b189c0661e2d,"@tutuy-mm2be  i think fuel efficiency will largely depend on your driving as well but just to give perspective, my broth",Honda BRV,Powertrain / Performance; Comfort & Space,Energy Consumption; Cabin Space,Positive,0.85,False,OK,True,"@tutuy-mm2be  i think fuel efficiency will largely depend on your driving as well but just to give perspective, my brother says our gas consumption for our brv is similar as the previous sedan we owned (2018 hyundai accent) so it's like having a larger and higher clearance car but gas spending like a sedan.",ok,auto
728f2f36-51c9-4a5b-a99b-a1e99428e145,"@colorfulbase  no po, nagaalarm lang if example nakalimutan magseatbelt and umabot na sa 20 yung speed... other than tha",Honda BRV,Safety & ADAS,Parking Sensor,Neutral,0.9,False,OK,True,"@colorfulbase  no, it only gets an alarm if for example you forget to fasten your seatbelt and the speed reaches 20... other than that, nothing",ok,auto
9f25ae4a-dcb2-410e-9664-35d9f6f2d6f8,"@rinnegan04  no major issues and we still love it as much as when we got it. Maybe if I were to nitpick, the aircon on t",Honda BRV,Other; Comfort & Space,Ownership Experience; Air Conditioning,Neutral,0.85,False,MIXED_SENTIMENT,True,"@rinnegan04  no major issues and we still love it as much as when we got it. Maybe if I were to nitpick, the aircon on the second row takes a bit longer to cool on very hot days..",ok,auto
535672c5-eb55-4e45-8675-f4ca6b013cc2,"While some are complaining about the back, the car looks better than the previous model.",Honda BRV,Styling / Design,Exterior Design,Positive,0.9,False,OK,True,"While some are complaining about the back, the car looks better than the previous model.",ok,auto
05ccc103-b555-4525-9756-a85f798c208e,I’d have to go with jack regarding the rear end. It just feels like there is something missing back there. Comparing it ,Honda BRV,Styling / Design; Styling / Design,Rear End Design; Competitor Comparison,Negative,0.875,False,OK,True,"I’d have to go with jack regarding the rear end. It just feels like there is something missing back there. Comparing it to its brother the WR-V, that one actually looks better imo.",ok,auto
bef9c8fb-cab2-4e29-959c-919bf783e06c,Gusto ko talaga yung back ng brv. A small mpv for 7. I prefer this because of the size. Not too big just right for me lo,Honda BRV,Styling / Design; Comfort & Space,Exterior Design; Cabin Space,Positive,0.9,False,OK,True,Gusto ko talaga yung back ng brv. A small mpv for 7. I prefer this because of the size. Not too big just right for me lol.,ok,auto
ed6f8db8-0979-44c4-aa55-d17ec90d56b0,"I just owned a Honda BRV. Though i got the S Variant, im more than happy with it. Im currently doing 13km per liter. Bet",Honda BRV,Value Perception; Powertrain / Performance; New Tech,Value for Money; Energy Consumption; Remote Start,Positive,0.917,False,OK,True,"I just owned a Honda BRV. Though i got the S Variant, im more than happy with it. Im currently doing 13km per liter. Better than my previous car 🤣 a Nissan Sentra i love the remote start feature",ok,auto
8f87c3ff-5dfa-4803-a7a9-90426b90a508,"Bought the VX last year, no regrets. Can do uphill climbs of close to 35 degree incline confidently even when loaded wit",Honda BRV,Powertrain / Performance; Powertrain / Performance; Powertrain / Performance; Comfort & Space; New Tech; Styling / Design,Hill Climbing; Acceleration; Engine Power; Cup Holders; Charging Port; Spoiler,Negative,0.833,False,MIXED_SENTIMENT,True,"Bought the VX last year, no regrets. Can do uphill climbs of close to 35 degree incline confidently even when loaded with 7 heavy adults and a stop in the middle due to a passing dog. Can even give me the need for speed easily, just dont expect power to rival todays turbo diesel SUVs. 

Wish it has more cup holders and the built in charging port in the second and third row, oh and a spoiler too would be nice",ok,auto
7a02b50b-0e77-4924-ad55-78b3adb1257a,I'm waiting for the HRV-S review to see if it really holds up to its fuel efficiency claims,Honda BRV,Powertrain / Performance,Energy Consumption,Neutral,0.9,False,OK,True,I'm waiting for the HRV-S review to see if it really holds up to its fuel efficiency claims,ok,auto
6cdbc031-175b-4ff1-ab81-07ab066b76be,"How i wish, the outgoing 1.6L iDTEC diesel engine of CR-V should be an option for the BR-V. Even if it's spec out as a 2",Honda BRV,Powertrain / Performance; Value Perception,Engine Power; Price,Positive,0.875,False,OK,True,"How i wish, the outgoing 1.6L iDTEC diesel engine of CR-V should be an option for the BR-V. Even if it's spec out as a 2WD variant and with a price tag of 1.5million.. That is a VERY SENSIBLE OPTION, Sir Caco💪😎",ok,auto
d9804952-bb78-43cb-ace4-81c9e7298c29,Caco has been complaining being in the driver seat of the new brv since that media drive to baguio. Something to take no,Honda BRV,Comfort & Space; Value Perception; Brand Perception,Driver Seat Comfort; Price; Brand Trust,Negative,0.85,False,OK,True,"Caco has been complaining about being in the driver's seat of the new brv since that media drive to Baguio. Something to take note of. Caco was very kind in the review even though his impression was disappointing for that price. Honda is just a Honda, maybe the brv's defense is that which is often the answer of the owners when asked why they choose the brv over others in the same class.",ok,auto
941ed4df-fbb7-45a0-bf20-7dee0aeb80bc,"You are right Caco. I also like the simplicity of the back, the front, the side, the overall body shape is  simple and c",Honda BRV,Styling / Design; Comfort & Space; Other,Exterior Design; Visibility; General Impression,Positive,0.85,False,OK,True,"You are right Caco. I also like the simplicity of the back, the front, the side, the overall body shape is  simple and classic.  I like the big window glasses  for better visibility. It resembles my 2014 Subaru Forester.",ok,auto
4ccb7d03-882f-4c1d-9a1e-3d0b8be30a27,"""Perfectly in the middle"". 😊👍🏽 Mismo!
Not over garnished. The back is just perfect. Just like the way I love the hatch p",Honda BRV,Styling / Design; Styling / Design; Other,Exterior Design; Rear Design; General Impression,Positive,0.9,False,OK,True,"""Perfectly in the middle"". 😊👍🏽 Mismo!
Not over garnished. The back is just perfect. Just like the way I love the hatch part of my Jazz GE. 😊",ok,auto
31756093-898d-43f7-b9f3-36df17a53917,The back has similarities to the Volkswagen Tiguan which is simple and elegant,Honda BRV,Styling / Design,Exterior Design,Positive,0.8,False,OK,True,The back has similarities to the Volkswagen Tiguan which is simple and elegant,ok,auto
d124faac-f2b8-4f8a-a5e2-6d9cdc8273bc,Caco gawa naman kayo compilation ng most comfortable and quietest vehicles :D heheh :trophy-yellow-smiling::trophy-yello,Honda BRV,Comfort & Space; Comfort & Space,NVH; Ride Quality,Positive,0.7,False,OK,True,You made a compilation of the most comfortable and quietest vehicles :D heheh :trophy-yellow-smiling::trophy-yellow-smiling::face-red-heart-shape:,ok,auto
51716c79-e078-4367-9d07-7e6e700632ab,It's a great deal for the class over all the other MPVs and SUVs reviewed,Honda BRV,Value Perception,Competitor Comparison,Positive,0.9,False,OK,True,It's a great deal for the class over all the other MPVs and SUVs reviewed,ok,auto
330cc69f-8444-4c07-9921-17564007c5dd,Bought the S then had the leather seats and rear parking sensors installed elsewhere. Didn't cost me 150k definitely.,Honda BRV,Value Perception; Comfort & Space; Safety & ADAS,Price; Seat Comfort; Parking Sensor,Positive,0.833,False,OK,True,Bought the S then had the leather seats and rear parking sensors installed elsewhere. Didn't cost me 150k definitely.,ok,auto
fd4ac178-f6cc-4eba-97ff-2dc8fbdc3a8d,sir hindi void warranty pag nagpakabit ng parking sensor? and saan po kayo nagpakabit?,Honda BRV,Safety & ADAS; Value Perception; Other,Parking Sensor; Warranty; Accessories,Neutral,0.867,False,OK,True,"Sir, does the warranty not void when a parking sensor is installed? and where did you hook up?",ok,auto
7ac12c03-92a0-4750-90d6-ce2437b4c28a,@hops8377  San po kayo nag painstall ng leather seats and how much po at any feedback po sa seats?,Honda BRV,Other; Comfort & Space,Accessories; Seat Comfort,Neutral,0.85,False,OK,True,@hops8377  Where did you install the leather seats and how much and any feedback on the seats?,ok,auto
