record_id,content_original,focus_model,category,parameter,sentiment,confidence,is_wow_factor,review_flag,is_substantial,content_english,translation_status,translation_source,like_count,reply_count,engagement_raw,engagement_score,sentiment_weight,wow_factor_score,wow_score_tier
31756093-898d-43f7-b9f3-36df17a53917,The back has similarities to the Volkswagen Tiguan which is simple and elegant,Honda BRV,Styling / Design,Exterior Design,Positive,0.8,False,OK,True,The back has similarities to the Volkswagen Tiguan which is simple and elegant,ok,auto,5,0.0,1.791759469228055,13.64,0.8,46.82,MEDIUM
51716c79-e078-4367-9d07-7e6e700632ab,It's a great deal for the class over all the other MPVs and SUVs reviewed,Honda BRV,Value Perception,Competitor Comparison,Positive,0.9,False,OK,True,It's a great deal for the class over all the other MPVs and SUVs reviewed,ok,auto,0,0.0,0.0,0.0,0.9,45.0,MEDIUM
ef3d6ab8-a744-4367-9926-ce22e52e8a83,Caco is putting in some muscles now. 💪💪💪🔥,Honda BRV,Styling / Design,Exterior Design,Positive,0.9,True,OK,True,Caco is putting in some muscles now. 💪💪💪🔥,ok,auto,0,0.0,0.0,0.0,0.9,45.0,MEDIUM
4c8c10de-1fec-4412-9cbf-b189c0661e2d,"@tutuy-mm2be  i think fuel efficiency will largely depend on your driving as well but just to give perspective, my broth",Honda BRV,Powertrain / Performance; Comfort & Space,Energy Consumption; Cabin Space,Positive,0.85,False,OK,True,"@tutuy-mm2be  i think fuel efficiency will largely depend on your driving as well but just to give perspective, my brother says our gas consumption for our brv is similar as the previous sedan we owned (2018 hyundai accent) so it's like having a larger and higher clearance car but gas spending like a sedan.",ok,auto,0,0.0,0.0,0.0,0.85,42.5,MEDIUM
941ed4df-fbb7-45a0-bf20-7dee0aeb80bc,"You are right Caco. I also like the simplicity of the back, the front, the side, the overall body shape is  simple and c",Honda BRV,Styling / Design; Comfort & Space; Other,Exterior Design; Visibility; General Impression,Positive,0.85,False,OK,True,"You are right Caco. I also like the simplicity of the back, the front, the side, the overall body shape is  simple and classic.  I like the big window glasses  for better visibility. It resembles my 2014 Subaru Forester.",ok,auto,0,0.0,0.0,0.0,0.85,42.5,MEDIUM
d124faac-f2b8-4f8a-a5e2-6d9cdc8273bc,Caco gawa naman kayo compilation ng most comfortable and quietest vehicles :D heheh :trophy-yellow-smiling::trophy-yello,Honda BRV,Comfort & Space; Comfort & Space,NVH; Ride Quality,Positive,0.7,False,OK,True,You made a compilation of the most comfortable and quietest vehicles :D heheh :trophy-yellow-smiling::trophy-yellow-smiling::face-red-heart-shape:,ok,auto,2,0.0,0.6931471805599453,5.28,0.7,37.64,LOW
96c39e8a-5015-41bf-af89-3af4669fb1ad,The car looks absolutely nice. I just really hate how the rear air vents look. They look like the same as our old early ,Honda BRV,Styling / Design; Styling / Design,Exterior Design; Interior Design,Neutral,0.925,False,MIXED_SENTIMENT,True,The car looks absolutely nice. I just really hate how the rear air vents look. They look like the same as our old early 2000s toyota Revo.,ok,auto,8,0.0,1.6094379124341003,12.25,0.2775,20.0,LOW
93b40179-2460-492d-a173-9d47413f007d,plan on getting this as my daily to work where its mostly (about 90%) highway driving. Will I reach 18 or more km/L with,Honda BRV,Powertrain / Performance,Energy Consumption,Neutral,0.9,False,OK,True,plan on getting this as my daily to work where its mostly (about 90%) highway driving. Will I reach 18 or more km/L with that?,ok,auto,2,0.0,1.0986122886681098,8.36,0.27,17.68,LOW
7a02b50b-0e77-4924-ad55-78b3adb1257a,I'm waiting for the HRV-S review to see if it really holds up to its fuel efficiency claims,Honda BRV,Powertrain / Performance,Energy Consumption,Neutral,0.9,False,OK,True,I'm waiting for the HRV-S review to see if it really holds up to its fuel efficiency claims,ok,auto,1,0.0,0.6931471805599453,5.28,0.27,16.14,LOW
a812c1a3-0876-4a3d-9058-7c75f10cd8a0,Ask ko lang na experience nyo po ba nag alarm yung sa speed? How to off it po?,Honda BRV,Safety & ADAS,Speed Alarm,Neutral,0.9,False,OK,True,I'm just asking if it's your experience that the speed alarm went off? How to turn it off?,ok,auto,1,0.0,0.6931471805599453,5.28,0.27,16.14,LOW
9fa005dc-634e-4385-9fbd-e6738490772d,Matipid ba sa gas?,Honda BRV,Powertrain / Performance,Energy Consumption,Neutral,0.9,False,OK,True,Is it economical on gas?,ok,auto,1,0.0,0.6931471805599453,5.28,0.27,16.14,LOW
9f25ae4a-dcb2-410e-9664-35d9f6f2d6f8,"@rinnegan04  no major issues and we still love it as much as when we got it. Maybe if I were to nitpick, the aircon on t",Honda BRV,Other; Comfort & Space,Ownership Experience; Air Conditioning,Neutral,0.85,False,MIXED_SENTIMENT,True,"@rinnegan04  no major issues and we still love it as much as when we got it. Maybe if I were to nitpick, the aircon on the second row takes a bit longer to cool on very hot days..",ok,auto,1,0.0,0.4054651081081644,3.09,0.255,14.29,LOW
728f2f36-51c9-4a5b-a99b-a1e99428e145,"@colorfulbase  no po, nagaalarm lang if example nakalimutan magseatbelt and umabot na sa 20 yung speed... other than tha",Honda BRV,Safety & ADAS,Parking Sensor,Neutral,0.9,False,OK,True,"@colorfulbase  no, it only gets an alarm if for example you forget to fasten your seatbelt and the speed reaches 20... other than that, nothing",ok,auto,0,0.0,0.0,0.0,0.27,13.5,LOW
fd4ac178-f6cc-4eba-97ff-2dc8fbdc3a8d,sir hindi void warranty pag nagpakabit ng parking sensor? and saan po kayo nagpakabit?,Honda BRV,Safety & ADAS; Value Perception; Other,Parking Sensor; Warranty; Accessories,Neutral,0.867,False,OK,True,"Sir, does the warranty not void when a parking sensor is installed? and where did you hook up?",ok,auto,0,0.0,0.0,0.0,0.2601,13.0,LOW
7ac12c03-92a0-4750-90d6-ce2437b4c28a,@hops8377  San po kayo nag painstall ng leather seats and how much po at any feedback po sa seats?,Honda BRV,Other; Comfort & Space,Accessories; Seat Comfort,Neutral,0.85,False,OK,True,@hops8377  Where did you install the leather seats and how much and any feedback on the seats?,ok,auto,0,0.0,0.0,0.0,0.255,12.75,LOW
6182e3b1-9f0e-4980-a16e-152401553ccf,Sir di ba kayo nasayangan sa VX variant na onte nalang dagdag? Or you think negligible naman yung Honda Sensing?,Honda BRV,Value Perception; Safety & ADAS,Price; ADAS Features,Neutral,0.75,False,OK,True,"Sir, didn't you miss the VX variant that only added a little? Or do you think Honda Sensing is negligible?",ok,auto,0,0.0,0.0,0.0,0.225,11.25,LOW
05ccc103-b555-4525-9756-a85f798c208e,I’d have to go with jack regarding the rear end. It just feels like there is something missing back there. Comparing it ,Honda BRV,Styling / Design; Styling / Design,Rear End Design; Competitor Comparison,Negative,0.875,False,OK,True,"I’d have to go with jack regarding the rear end. It just feels like there is something missing back there. Comparing it to its brother the WR-V, that one actually looks better imo.",ok,auto,15,0.0,2.1400661634962708,16.29,0.0,8.14,LOW
d9804952-bb78-43cb-ace4-81c9e7298c29,Caco has been complaining being in the driver seat of the new brv since that media drive to baguio. Something to take no,Honda BRV,Comfort & Space; Value Perception; Brand Perception,Driver Seat Comfort; Price; Brand Trust,Negative,0.85,False,OK,True,"Caco has been complaining about being in the driver's seat of the new brv since that media drive to Baguio. Something to take note of. Caco was very kind in the review even though his impression was disappointing for that price. Honda is just a Honda, maybe the brv's defense is that which is often the answer of the owners when asked why they choose the brv over others in the same class.",ok,auto,7,0.0,1.2039728043259361,9.16,0.0,4.58,LOW
8f87c3ff-5dfa-4803-a7a9-90426b90a508,"Bought the VX last year, no regrets. Can do uphill climbs of close to 35 degree incline confidently even when loaded wit",Honda BRV,Powertrain / Performance; Powertrain / Performance; Powertrain / Performance; Comfort & Space; New Tech; Styling / Design,Hill Climbing; Acceleration; Engine Power; Cup Holders; Charging Port; Spoiler,Negative,0.833,False,MIXED_SENTIMENT,True,"Bought the VX last year, no regrets. Can do uphill climbs of close to 35 degree incline confidently even when loaded with 7 heavy adults and a stop in the middle due to a passing dog. Can even give me the need for speed easily, just dont expect power to rival todays turbo diesel SUVs. 

Wish it has more cup holders and the built in charging port in the second and third row, oh and a spoiler too would be nice",ok,auto,1,0.0,0.15415067982725827,1.17,0.0,0.58,LOW
