record_id,content_original,focus_model,category,parameter,sentiment,confidence,is_wow_factor,review_flag,is_substantial,content_english,translation_status,translation_source
d2bedd91-875a-42c3-826d-d126f435b0aa,Co b?n may d?u k nhi,Tucson,Powertrain / Performance,Engine Option,Neutral,0.9,False,OK,True,"You don't have any friends, do you?",ok,auto
8bc1295a-d95d-4bba-9ea3-d2da412a1271,2 ba?c na?y cho?n crv m??i chuâ?n nhe?.,Tucson,Value Perception,Competitor Comparison,Negative,0.7,False,OK,True,"So these two choose the new CRV, right?",ok,auto
57795e38-3a69-4404-a805-ef0c34891e1e,"Ngh? sao v?y
Ch?a k? xe tàu so v?i xe hàn",Tucson,Brand Perception,Country of Origin Image,Positive,0.6,False,LOW_CONFIDENCE,True,Huh? What do you mean? Not to mention Chinese cars compared to Korean cars.,ok,auto
0dec850e-d915-4fae-94dc-4b2119578f27,Tuc 2022 v? thì thaco ph?i mang kia v?,Tucson,Value Perception,Competitor Comparison,Negative,0.9,False,OK,True,Tucson 2022 version? Then THACO has to bring Kia?,ok,auto
68a0deef-fa39-4aa9-a078-f8a0412c2ee4,xe này mà v? t?m giá 800 thì cx 5 ko bán ???c,Mazda CX 5,Value Perception,Competitor Comparison,Negative,0.9,False,OK,True,"If this car comes in at around 800, then the CX-5 won't sell.",ok,auto
0303f9ee-6936-41ca-a370-ab27506b7901,@kwonkyuno3119  k? mà gi? l?i vô l?ng b?n hi?n t?i thì ok quá,Tucson,Styling / Design,Steering Wheel Design,Positive,0.9,False,OK,True,"@kwonkyuno3119 No, but what? The current steering wheel is very good.",ok,auto
205c17e8-7552-427b-8f51-295644290078,"Có ai nh? tôi không, th?c s? cái logo KIA l?ch ph?i trên vô l?ng trông c?c k? khó ch?u :))))",Tucson,Styling / Design,Steering Wheel Logo Alignment,Positive,0.9,False,OK,True,"Anyone else? Seriously, the KIA logo shifted to the right on the steering wheel looks extremely annoying :))))",ok,auto
d2777e4f-eec7-4ddf-bae3-1d0fea378020,2 xe k l?p camera hành trình luôn,Tucson,Safety & ADAS,Dashcam,Negative,0.7,False,OK,True,Both cars don't have dashcams at all.,ok,auto
6df28043-87fa-486f-8c9e-4025a427437f,Quan tr?ng có v? VN k? Ch?a bàn ??n giá,Tucson,Value Perception,Price,Neutral,0.4,False,LOW_CONFIDENCE,True,"It seems important for Vietnam, huh? Haven't gotten to the price yet.",ok,auto
ee340f7e-af02-4807-bdeb-118f1c7ba4ed,"@phamdaibach  sale báo giá này ?c 2 tu?n r?i, mà màu tr?ng c?ng ??t h?n bác ak",Tucson,Value Perception; Styling / Design,Price; Color Options,Negative,0.65,False,LOW_CONFIDENCE,True,"@phamdaibach, the salesperson quoted this price? It's been 2 weeks already, and the white color is also more expensive, sir.",ok,auto
23ea2b9b-9759-4b11-8b4c-fe3aa08ab0fc,Ra ti?m g?t v?t cái Logo ?i dính cái decal vào là xong b?n,Tucson,Brand Perception,Brand Image,Negative,0.7,False,OK,True,"Go to the shop to peel off the logo, stick a decal on, and it's done, buddy.",ok,auto
a5106dee-7027-48d1-9b3e-4097fa87cf25,hybrid thì khó có giá ?ó r?i. ph?i t?i,Tucson,Value Perception,Price,Negative,0.6,False,LOW_CONFIDENCE,True,Hybrid is already hard to get that price. It has to be.,ok,auto
8d4d4477-162b-4ace-b64f-c46929f5579b,"B?n nissan nó ko phát tri?n m?nh ? VN nh?, th?y Xtrail ? Myz nhìn ??p h?n b?n này nhìu",Tucson,Styling / Design,Exterior Design,Negative,0.95,False,OK,True,"The Nissan version isn't very developed in Vietnam, huh? I see the X-Trail in the US looks much better than this one.",ok,auto
5dfb3a68-fc4e-4661-b10a-caa56e6693ad,Ddoans gias thif hoir nhaf nk nhes!,Tucson,Value Perception,Price,Negative,0.6,False,LOW_CONFIDENCE,True,"Guess the price, then ask the dealer, okay?",ok,auto
922cc345-bfa8-4524-8b79-d302d4a4a246,ban mau trang 1.6 turbo ben toi lac tong la 1250 a,Tucson,Styling / Design; Powertrain / Performance; Value Perception,Color Options; Engine Power; Price,Positive,0.867,False,OK,True,"White version 1.6 turbo at my place, total price is 1250.",ok,auto
3fe235d5-8650-4b82-9abc-65101249ac61,?nh b?o kho?ng 800. Em ngh? con anh ?ang lái khó d??i 1 t?i l?n bánh,Tucson,Value Perception,Price,Positive,0.7,False,OK,True,You said about 800. I think your car is struggling under 1 ton when rolling.,ok,auto
b58239e1-cdd1-444a-94f9-10055aacf9ee,"Tucson 1.6 turbo sale ?ang báo 1050, th?p h?n kia sportage 50tr trong khi 2 xe gi?ng nhau nh? ?úc ch? khác ngo?i th?t",Tucson,Value Perception; Styling / Design,Price; Exterior Design,Positive,0.825,False,OK,True,"Tucson 1.6 turbo sale is currently priced at 1,050, lower than the Kia Sportage by 50 million, even though the two cars are exactly the same, only differing in exterior.",ok,auto
991af49a-e1d6-408a-b081-8cb52e1c6338,? @ThienLam3474 ý mình là cái khuôn ?èn . Ch? tk kia a lúc nào c?ng h?n,Tucson,Styling / Design,Headlight Design,Negative,0.7,False,OK,True,I mean the lamp mold. But that guy is always better.,ok,auto
71854828-fcd8-4f8f-91ba-0e14a0b4870b,500 tr thì còn ??t v?i mùa này ?. Ngh? t?t vui v? ?i các b?n,Tucson,Value Perception,Price,Negative,0.7,False,OK,True,"500 million is still expensive for this season? Happy Tet holiday, everyone.",ok,auto
f1938812-1358-491e-b7f9-6d486b247c4e,"b?n th?p nh?t ch?c ko ??n 800, thì d? c?nh tranh tuc h?n",Tucson,Value Perception,Competitor Comparison,Negative,0.9,False,OK,True,"The lowest trim probably won't reach 800, so it'll be easier to compete and more intense.",ok,auto
b07f6f09-f633-4dd0-85da-f95bbb8b197a,N?u nh? v?y thì b?t bu?c cx5 ph?i nâng c?p lên m?i c?nh tranh l?i,Mazda CX 5,Value Perception,Competitor Comparison,Negative,0.9,False,OK,True,"If that's the case, the CX5 is forced to upgrade in order to compete again.",ok,auto
671d1ba4-7ea2-497d-bac2-48565d933038,V? ??n vn thì thaco c?t bao nhiêu % trang b??,Tucson,Value Perception,Features Reduction,Negative,0.9,False,OK,True,"Regarding the issue, how much percentage of equipment does Thaco cut?",ok,auto
da646c24-d2dd-448d-b7c9-57f5d7c8adfd,?i vf7 thì ti?n t?t h?t t?t h?t adasmà,Tucson,Safety & ADAS,ADAS Features,Negative,0.75,False,OK,True,"Go VF7 then the cost? ""All good, all ADAS"" though.",ok,auto
2514f7ae-5de5-47a6-b234-fde6933d8422,"Em hi?u ?úng nó r?i ?ó. H? tr?, ko thay th?. Chúc m?ng em giác ng?",Tucson,Brand Perception,Brand Trust,Positive,0.5,False,LOW_CONFIDENCE,True,"You understood it correctly. Support, not replacement. Congratulations on your enlightenment.",ok,auto
fd1d475d-196f-4985-bcf0-3f1ccad5eb10,"Giá này mà nhân lên thì sát sorento, santafe quá. Ai mua",Tucson,Value Perception,Price,Negative,0.95,False,OK,True,"If you add more to this price, it's too close to the Sorento and Santa Fe. Who would buy?",ok,auto
a7a8e6ab-b8e5-4908-af93-76fa628c7c29,Mua con CRV ngon h?n 2 con này,Tucson,Value Perception,Competitor Comparison,Negative,0.95,False,OK,True,"Buy the CRV, it's better than these two.",ok,auto
6a2af0e3-dcf8-44b7-bd08-28abe0b8f672,"Tùy m?t m?i ng??i b?n ?i, n?u mà khó ch?u quá thì ra ti?m b?c da l?i r?i dán logo vô gi?a là ??p",Tucson,Comfort & Space,Seat Comfort,Negative,0.8,False,OK,True,"It depends on each person, my friend. If it's too uncomfortable, just go to a leather reupholstery shop, put a logo in the middle, and it'll look nice.",ok,auto
b686d202-9808-4a24-8ee2-e0554bc5fe2e,tôi ?ã ch?y c? 2 xe t?i hàn..c?m nh?n c?a tôi là con kia sportage b?n máy d?u kho? và b?c h?n con tucson và ???c lên nhi,Tucson,Powertrain / Performance; Comfort & Space,Engine Power; Interior Features,Negative,0.925,False,OK,True,"I have driven both cars in Korea. My impression is that the Kia Sportage diesel version is powerful and more impressive than the Tucson, and it comes with many better features. I sincerely advise you guys if you're still hesitating between the two, choose the Sportage. The selling price in Korea now is about 650 million VND, but in Vietnam it's over 1.2 billion. Truly scary.",ok,auto
5d4db38c-256e-4cef-9b6c-e4332476295a,"@zaanchannel  C? Tuc2022 mà qu?t bác ?! Ford Teri gi? c?y c?a T?u,Spt thì d??i Tuc 1 b?c vì th??ng hi?u và ch?t l??ng ho",Tucson,Brand Perception; Brand Perception,Brand Image; Build Quality,Positive,0.9,False,OK,True,"@zaanchannel Yes? Tucson 2022 can beat you?! Ford Territory is a fake Chinese car, the Sport trim is a step below Tucson because of brand and build quality!",ok,auto
8d29a6b8-68c6-4c5d-9a76-101630afa366,"Thaco ko mang v?, vì mang v? thì cx5 l?i khó",Mazda CX 5,Value Perception,Version Availability,Negative,0.6,False,LOW_CONFIDENCE,True,Thaco doesn't bring the V? Because bringing the V would make the CX-5 difficult.,ok,auto
fa8da9ca-7333-4351-bc77-097ca72040f1,Giá này thì c? thêm tí mua sorento thôi,Tucson,Value Perception,Competitor Comparison,Negative,0.95,False,OK,True,"At this price, just add a bit more and buy a Sorento.",ok,auto
5f246547-2bae-4f81-9964-8d43b5c7587e,Con này v? t?m giá cx30 thôi,Tucson,Value Perception,Competitor Comparison,Negative,0.6,False,LOW_CONFIDENCE,True,This car is around the price of a CX-30.,ok,auto
8a035fa2-7e66-44af-ba4b-b9e1b7c2fae4,"@quaduong6090  giá bác báo ch?c c?a m?y tháng trc r?i, tucson ?n l?c 50tr là cao r?i ?y",Tucson,Value Perception,Incentives,Positive,0.9,False,OK,True,"@quaduong6090 the price you quoted a few months ago, the Tucson making a profit of 50 million is already high.",ok,auto
243ea549-77be-42f8-95ca-67216e1dd2c5,Dm n?i th?t sportage chê x?u thì ch?u. Ch?c nhìn b?n thi?u à.,Tucson,Styling / Design,Interior Design,Negative,0.9,False,OK,True,"Damn, if you criticize the Sportage's interior as ugly, then I give up. You're probably looking at the base model, huh?",ok,auto
fcc18e78-e5db-4b34-b5cf-4e8a383dc789,"Sportage ??u xe d?ng bomerang th?y ??p h?n, phong cách khác bi?t. Ch? gi? ??u xe m?y con kia c? na ná gi?ng nhau. Ki?u r",Sportage,Styling / Design,Headlight Design,Positive,0.9,False,OK,True,"The Sportage's front end has a boomerang shape, looks nicer, different style. The front ends of those other cars are all similar. It's like going out on the street and seeing everyone wearing the same clothes as you. Don't like it.",ok,auto
8cc9d845-ced1-4914-89c0-488de560661e,"Con này nó ch? khác cái v? thôi, m?ii thu khung g?m ??ng c? nh? nhau c?, ch? là thay ??i tý ?? bán ki?m ti?n thôi, ông n",Tucson,Powertrain / Performance; Styling / Design,Platform and Powertrain Carryover; Exterior Design Uniqueness,Negative,0.9,False,OK,True,"This one is just different in the body, everything else like frame, chassis, engine are all the same, just a little tweak to make money from sales. Anyone who knows Korean, check out how they review it over there.",ok,auto
c656914f-4e0d-4097-8500-465c04652572,"Mình không thích cái ki?u ?èn ??nh v? ban ngày ngo?t ra 2 bên . Th? 2 là dài quá thì tr?c c? s? c?ng dài , khi quay ??u ",Tucson,Styling / Design; Comfort & Space; Value Perception,Headlight Design; Wheelbase; Price,Negative,0.783,False,LOW_CONFIDENCE,True,"I don't like the style of daytime running lights that protrude to both sides. Second, if it's too long, the wheelbase is also long, making it difficult when turning the car around. I predict the price is from 750 to 950 million.",ok,auto
a7a8e6ab-b8e5-4908-af93-76fa628c7c29,Mua con CRV ngon h?n 2 con này,Honda CRV,Value Perception,Competitor Comparison,Positive,0.95,False,OK,True,"Buy the CRV, it's better than these two.",ok,auto
629ea098-12ce-425f-b97b-3d7a2cad04e2,Moa chán m?y con trên moa mua xe ??c,Tucson,Value Perception,Competitor Comparison,Positive,0.7,False,OK,True,I'm tired of the cars I can buy.,ok,auto
e965d501-a176-4ba4-a01c-6a1289744d71,"em ?i con sportage vì quá t? tin vào c?nh báo va ch?m phía tr??c nên ?âm ph?i trâu qua ???ng ngay lúc ?ang ?i ??ng ki?m,",Tucson,Safety & ADAS,Collision Avoidance,Positive,0.9,False,OK,True,"Hmm, I crashed my Sportage because I trusted the forward collision warning too much, ended up hitting a buffalo crossing the road right while I was driving home, took out one side of the headlight, luckily I was going slow so the chassis wasn't affected... Got the car dented right after picking up the plates, hadn't even put them on yet :)). The forward collision warning in my experience after about 2 weeks started acting unstable, it's just a support feature, folks with the same car don't be like me...",ok,auto
1f32dc12-f747-46be-a2e0-d3dc8b025a96,b? ?ui v? th?m m? à?,Tucson,Styling / Design,Exterior Design,Negative,0.8,False,OK,True,Are you into aesthetics?,ok,auto
16088ff1-4521-4071-bb3f-19b86b35c104,B?n x?ng full 1t?059 b?n hev c?ng thêm kho?ng 100tr g?n 1t?2 ??,Tucson,Value Perception,Price,Neutral,0.9,False,OK,True,"Gasoline version full option 1.059 billion, the HEV version adds about 100 million, nearly 1.2 billion?",ok,auto
243ea549-77be-42f8-95ca-67216e1dd2c5,Dm n?i th?t sportage chê x?u thì ch?u. Ch?c nhìn b?n thi?u à.,Sportage,Styling / Design,Interior Design,Positive,0.95,True,OK,True,"Damn, if you say the Sportage interior is ugly, then fine. You must be looking at it wrong, huh?",ok,auto
5e19221e-8477-49ef-9633-d051c385ea25,"@Ninhduclap  thì các thành ph?n linh ki?n c?t lõi thì nh? nhau, nh?ng m?c ?? hoàn thi?n thì không, nh? soi g?m th?y r?i ",Sportage,Comfort & Space; Styling / Design; Brand Perception,NVH; Exterior Design; Assembly Quality,Negative,0.85,False,MIXED_SENTIMENT,True,"@Ninhduclap The core components are the same, but the level of finishing is not. Just look at the sound insulation and you'll see. Kia assembled by Thaco has fewer sound-deadening parts compared to Hyundai assembled by TC Motor—at least that's what's visible. And in Vietnam, Kia cars are generally rated as having poorer sound insulation than Hyundai: the Sorento is noisier than the Santa Fe, the Sportage is noisier than the Tucson... If they were in Korea, I think they'd be exactly the same, only differing in design.

As for taste, I still prefer Kia's design—it looks more mature, bold, and modern. Hyundai feels a bit too rugged somehow. But the assembly quality in Vietnam really disappoints me. I was considering getting a Sorento, but then I thought again—for the same budget, I could choose a Thai-imported car. In the end, I decided to go for the full-option 4WD Pajero Sport, hehe.",ok,auto
8d29a6b8-68c6-4c5d-9a76-101630afa366,"Thaco ko mang v?, vì mang v? thì cx5 l?i khó",Tucson,Value Perception,Competitor Comparison,Positive,0.3,False,LOW_CONFIDENCE,True,"Thaco isn't bringing it in? Because if they do, the CX5 becomes difficult again.",ok,auto
6e030c9f-0cfd-40e8-9f4f-e313e73e397c,T?i th?i ?i?m này tucson 1.6 turbo l?c ch? 20tr giá là 1040 m?c c? còn th?p h?n b?n nhé. V?a ch?t con tuc x?ng ?b,Tucson,Value Perception,Price,Positive,0.8,False,OK,True,"At this moment, the Tucson 1.6 turbo, when closed at 20 million, the price is 1040 at the base level, which is even lower than yours. Just sealed the deal on the gasoline Tucson.",ok,auto
6d072124-a2e5-4926-9681-94fd85cd321d,"Sau khi lái Carnival HEV ?i xa, ??c bi?t ?i ?à L?t tôi th? Không Bao Gi? mua HEV c?a KIA. Nó hú h?n con bò r?ng khi x?ng",Tucson,Powertrain / Performance; Comfort & Space,Acceleration; NVH,Positive,0.95,False,OK,True,"After driving the Carnival HEV on a long trip, especially to Da Lat, I realized I will never buy a KIA HEV. It howls louder than a bull when the engine kicks in, extremely irritating, and the engine revs terribly.",ok,auto
8ff38fc5-dbf5-4208-8640-aae83d35c603,750k thì ngon,Tucson,Value Perception,Price,Positive,0.7,False,OK,True,750k is a good deal.,ok,auto
506e3823-8bc3-459d-aa29-1737a0f684ac,M? nó dùng ??ng c? khác b?n ah...,Tucson,Powertrain / Performance,Engine Type,Neutral,0.6,False,LOW_CONFIDENCE,True,"Its engine uses a different version, right?",ok,auto
92037720-51f9-427f-a915-8b172f2866e5,"xe không dành cho tài lái OCD, nhìn cái logo KIA nó n?m l?ch l?ch khó ch?u ghê ta",Tucson,Styling / Design,Logo Placement,Positive,0.9,False,OK,True,This car is not for OCD drivers—looking at the KIA logo sitting slightly crooked is so annoying.,ok,auto
25b52a67-0901-40c2-a232-7441e0c73e41,"@ucthanhduong2137  e ?ang ch?y ?ây bác, cách âm khá ok nhé, e ?ã lái cross CX5 vs CRV. Tuc 22 nói chung là ngon, ?i?m tr",Tucson,Comfort & Space; Other; Styling / Design,NVH; General Impression; Headlight Design,Positive,0.867,False,MIXED_SENTIMENT,True,"I'm driving it here, sir. The soundproofing is quite okay. I've driven the CX-5 and CRV crossovers. The Tucson 2022 is generally good. The downside is the dim headlights that I've already replaced with LEDs.",ok,auto
6dac30c2-1e7d-4e05-a796-ca65c2fb20bb,Giá ??y l?i ?ánh nhau v?i sorento r?i,Tucson,Value Perception,Competitor Comparison,Positive,0.85,False,OK,True,The price is already competing with the Sorento.,ok,auto
d6b1608c-508a-48b7-9d14-c3af5c42640f,"Kia Sportage 2022 giá hàn
1.6T 2WD là 24,42 tri?u ??n 36,5 tri?u (480 tri?u ??n 717 tri?u)
1.6T 4WD là 26,38 tri?u ??n 3",Sportage,Value Perception,Price,Neutral,0.9,False,OK,True,"Kia Sportage 2022 Korean price:
1.6T 2WD from 24.42 million to 36.5 million (480 million to 717 million)
1.6T 4WD from 26.38 million to 38.46 million (518 million to 756 million)
1.6D 2WD from 26.33 million to 38.7 million (517 million to 760 million)
1.6D 4WD from 28.54 million to 40.91 million (561 million to 804 million)
1.6T Hybrid 2WD from 31.09 million to 40.59 million (611 million to 797 million)
For Thaco price, multiply by 150% here",ok,auto
730f8d8e-ab18-4f67-a14f-15620193e488,"Cá nhân th?y 2 con ngo?i th?t ??p, n?i th?t ? th?i ?i?m hi?n t?i là x?u so v?i t?m ti?n b? ra",Tucson,Styling / Design; Styling / Design; Value Perception,Exterior Design; Interior Design; Value for Money,Negative,0.9,False,MIXED_SENTIMENT,True,"Personally, I think the exterior of the two cars is beautiful, but the interior at this point is poor compared to the money spent.",ok,auto
a8e0f0f5-753e-412e-9f56-d2019047f774,con nào c?ng ngon h?t nh?ng quan tr?ng nhà máy l?p ráp có ngon không. c?m giác Tr??ng H?i l?p ráp xe không b?ng Thành Cô,Tucson,Brand Perception,Assembly Quality,Positive,0.9,False,OK,True,"All models are good, but the important thing is whether the assembly plant is good. I feel that Truong Hai's cars aren't as well-assembled as Thanh Cong's.",ok,auto
bbce01e7-888b-4660-992e-6b3512fef738,Stargazer mà gi?ng  con xe v?a x?u v?a ? c?a Hyundai. Nói v? thi?t k? Hyundai xách dép cho Kia ?àn em,Stargazer,Styling / Design; Brand Perception,Exterior Design; Brand Image,Negative,0.85,False,OK,True,"The Stargazer looks like that Hyundai car that's both ugly and mediocre. When it comes to design, Hyundai can't even hold a candle to its little brother Kia.",ok,auto
2e391fac-bac9-4643-8ca8-36b5173f172b,Xe này giá bán bao nhiêu nh?,Tucson,Value Perception,Price,Neutral,0.95,False,OK,True,How much does this car cost?,ok,auto
0c7c6012-026c-4821-8ed6-7234034b581b,"@dominhduc1987  Kia Sorento  2022 giá hàn
2.5T 4WD full là 46,32 tri?u (906 tri?u)
2.2D 4WD full là 47,31 tri?u (925 tri",Tucson,Value Perception,Price,Neutral,0.9,False,OK,True,"@dominhduc1987 Kia Sorento 2022 Korean price: 2.5T 4WD full is 46.32 million (906 million), 2.2D 4WD full is 47.31 million (925 million), 1.6T Hybrid 4WD is 50.03 million (979 million).",ok,auto
f8004034-97b0-425b-90b1-51f76603011e,Chu?n  t ocd nên nhìn ng?a m?t vãi,Tucson,Styling / Design,Exterior Design,Negative,0.6,False,LOW_CONFIDENCE,True,The speed accuracy looks really irritating.,ok,auto
1841ebcc-942c-4b3a-8157-0ce338c8656e,@gravitareborn  tucson bên m? bán ch?y l?m thanh niên,Tucson,Brand Perception,Market Popularity,Positive,0.95,False,OK,True,"@gravitareborn The Tucson on your side sells really well, man.",ok,auto
b58239e1-cdd1-444a-94f9-10055aacf9ee,"Tucson 1.6 turbo sale ?ang báo 1050, th?p h?n kia sportage 50tr trong khi 2 xe gi?ng nhau nh? ?úc ch? khác ngo?i th?t",Sportage,Value Perception; Value Perception; Styling / Design,Price; Competitor Comparison; Exterior Design,Negative,0.8,False,OK,True,"Tucson 1.6 turbo sale is quoted at 1050, 50 million lower than the Kia Sportage, while both cars are exactly the same except for the exterior.",ok,auto
3936c7b2-d058-48c7-a823-84b061c2d71f,"Th?y x?u là bth vì thi?t k? quá r?i m?t, ??u xe vì vuông v?c ?uôi xe thì m?m m?i không h?p nh?t",Tucson,Styling / Design,Exterior Design,Negative,0.95,False,OK,True,"Seeing it as ugly is normal because the design is too messy: the front is square and the rear is soft, not cohesive.",ok,auto
765db5f5-0405-4ad4-8de0-bf9a9084eeaa,Giá bên hàn có 33 tri?u uôn thôi b?n cao c?p,Tucson,Value Perception,Price,Positive,0.6,False,LOW_CONFIDENCE,True,Price in Korea is only 33 million for the premium version?,ok,auto
