record_id,scraped_at,country,platform,platform_type,source_url,thread_id,post_id,parent_post_id,author_id,author_username,post_date,post_date_normalized,content_original,Initial_Translation,car_brand,car_model,car_segment,Initial_parameter,Initial_sentiment,has_media,media_urls,like_count,reply_count,share_count,view_count,is_thread_opener,star_rating,star_rating_max,star_rating_available,scraper_version,raw_html_hash,enriched_content,has_context,is_semantic_duplicate,duplicate_of_id,similarity_score,content_quality_flag,wow_signal_hits,category,parameter,sentiment,confidence,is_wow_factor,review_flag,focus_model,content_english,translation_status,translation_source,is_substantial,engagement_raw,engagement_score,sentiment_weight,wow_factor_score,wow_score_tier
3d148097-deec-4c8c-9640-c35f65edb74b,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2178587619590939/?comment_id=2178801366236231&__cft__[0]=AZbFo-Q6t68KlbKDa-hcIG8nUW7sGgogvvlGZNwpWI_5kEdj-b-jka-HrpkzYn1iW-a85y1El-0jtaSE1uFn-n2xou4nu2LMsz1uj2CfLkSVXz7uE4bNOsYNuW5ktDfZY_9EjhMxCYiOEXw-33KYsr7fX0JgIVTZpKTG9CtUq3N8mn0OYSu7hJaw3lO2kqOfQ1yONCZabUOtceyO6AaibMTB&__tn__=R-R,2.17859E+15,2178587619590939_C3,2178590000000000.0,https://www.facebook.com/861357649899911/photos/p.861357679899908/861357679899908/,,1hari,18/06/2026,Penyebab oli netes ada disini,,Toyota,Toyota Avanza,B-MPV,Powertrain / Performance,Neutral,False,,1,0.0,0,0,False,,,False,fb_scraper_v1,,Penyebab oli netes ada disini,False,False,,,LOW_SIGNAL,,,,,,,,,,,,,,,,,
4174d1ea-fbad-44f2-b4df-91c531702812,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2178587619590939/?comment_id=2178801366236231&__cft__[0]=AZbFo-Q6t68KlbKDa-hcIG8nUW7sGgogvvlGZNwpWI_5kEdj-b-jka-HrpkzYn1iW-a85y1El-0jtaSE1uFn-n2xou4nu2LMsz1uj2CfLkSVXz7uE4bNOsYNuW5ktDfZY_9EjhMxCYiOEXw-33KYsr7fX0JgIVTZpKTG9CtUq3N8mn0OYSu7hJaw3lO2kqOfQ1yONCZabUOtceyO6AaibMTB&__tn__=R-R,2.17859E+15,2178587619590939_C4,2178590000000000.0,https://www.facebook.com/groups/1042223519894027/user/100055879256683/,Adam Satrio,1hari,18/06/2026,Seal krukas belakang atau bisa juga seal input,,Toyota,Toyota Avanza,B-MPV,Styling / Design,Neutral,False,,2,0.0,0,0,False,,,False,fb_scraper_v1,,Seal krukas belakang atau bisa juga seal input,False,False,,,KEEP,,Other,Seal,Neutral,0.9,False,OK,Toyota Avanza,,skipped_not_substantial,,False,,,,,
06cfb527-350a-40b6-a5ec-f9cfc2b39076,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2178587619590939/?comment_id=2178801366236231&__cft__[0]=AZbFo-Q6t68KlbKDa-hcIG8nUW7sGgogvvlGZNwpWI_5kEdj-b-jka-HrpkzYn1iW-a85y1El-0jtaSE1uFn-n2xou4nu2LMsz1uj2CfLkSVXz7uE4bNOsYNuW5ktDfZY_9EjhMxCYiOEXw-33KYsr7fX0JgIVTZpKTG9CtUq3N8mn0OYSu7hJaw3lO2kqOfQ1yONCZabUOtceyO6AaibMTB&__tn__=R-R,2.17859E+15,2178587619590939_C5,2178590000000000.0,https://www.facebook.com/groups/1042223519894027/user/1742731357042359/,kaivanaldric,1hari,18/06/2026,KM berapa om? Punya saya Q CVT 2022 belum ada rembes/netes oli KM 240rb. Service rutin di BeRes,,Toyota,Toyota Avanza,B-MPV,Safety,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,KM berapa om? Punya saya Q CVT 2022 belum ada rembes/netes oli KM 240rb. Service rutin di BeRes,False,False,,,KEEP,,Powertrain / Performance; Value Perception,Durability; Maintenance Cost,Positive,0.85,False,OK,Toyota Avanza,"How many km? I have a 2022 Q CVT, no oil seeps/drops at KM 240 thousand. Routine service at BeRes",ok,auto,True,0.0,0.0,0.85,42.5,MEDIUM
cdceb348-9705-426c-954b-33dea66ccbb6,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2178587619590939/?comment_id=2178801366236231&__cft__[0]=AZbFo-Q6t68KlbKDa-hcIG8nUW7sGgogvvlGZNwpWI_5kEdj-b-jka-HrpkzYn1iW-a85y1El-0jtaSE1uFn-n2xou4nu2LMsz1uj2CfLkSVXz7uE4bNOsYNuW5ktDfZY_9EjhMxCYiOEXw-33KYsr7fX0JgIVTZpKTG9CtUq3N8mn0OYSu7hJaw3lO2kqOfQ1yONCZabUOtceyO6AaibMTB&__tn__=R-R,2.17859E+15,2178587619590939_C6,2178590000000000.0,https://www.facebook.com/groups/1042223519894027/user/61551785649306/,Guna Adhie,1hari,18/06/2026,Seal Kruk as blkg dh minta ganti,,Toyota,Toyota Avanza,B-MPV,Safety,Neutral,False,,1,0.0,0,0,False,,,False,fb_scraper_v1,,Seal Kruk as blkg dh minta ganti,False,False,,,KEEP,mantap(72.7%),Other,General Impression,Negative,0.7,False,OK,Toyota Avanza,,skipped_not_substantial,,False,,,,,
f05a736a-a115-4fa6-b11c-6ba6f9abacc2,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2178587619590939/?comment_id=2178801366236231&__cft__[0]=AZbFo-Q6t68KlbKDa-hcIG8nUW7sGgogvvlGZNwpWI_5kEdj-b-jka-HrpkzYn1iW-a85y1El-0jtaSE1uFn-n2xou4nu2LMsz1uj2CfLkSVXz7uE4bNOsYNuW5ktDfZY_9EjhMxCYiOEXw-33KYsr7fX0JgIVTZpKTG9CtUq3N8mn0OYSu7hJaw3lO2kqOfQ1yONCZabUOtceyO6AaibMTB&__tn__=R-R,2.17859E+15,2178587619590939_C9,2178590000000000.0,https://www.facebook.com/groups/1042223519894027/user/100078468218869/,Satrizal Sikumbang,1hari,18/06/2026,Tu penyakit avanza veloz,,Toyota,Toyota Avanza,B-MPV,New Tech,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,Tu penyakit avanza veloz,False,False,,,LOW_SIGNAL,,,,,,,,,,,,,,,,,
30dcf955-b1ab-41be-8286-93c6bd276ec9,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2178587619590939/?comment_id=2178801366236231&__cft__[0]=AZbFo-Q6t68KlbKDa-hcIG8nUW7sGgogvvlGZNwpWI_5kEdj-b-jka-HrpkzYn1iW-a85y1El-0jtaSE1uFn-n2xou4nu2LMsz1uj2CfLkSVXz7uE4bNOsYNuW5ktDfZY_9EjhMxCYiOEXw-33KYsr7fX0JgIVTZpKTG9CtUq3N8mn0OYSu7hJaw3lO2kqOfQ1yONCZabUOtceyO6AaibMTB&__tn__=R-R,2.17859E+15,2178587619590939_C10,2178590000000000.0,https://www.facebook.com/groups/1042223519894027/user/100002068132773/,Rahmad Mardiansyah,1hari,18/06/2026,"Seal kruk as biasanya,kalo yg bocor oli mesin, sealnya sekitar 150-200 yg bagus, jasanya yg lumayan,soalnya turun maticnya sekitar 700-1.5 tergantung bengkel dan daerah",,Toyota,Toyota Avanza,B-MPV,Powertrain / Performance,Positive,False,,2,0.0,0,0,False,,,False,fb_scraper_v1,,"Seal kruk as biasanya,kalo yg bocor oli mesin, sealnya sekitar 150-200 yg bagus, jasanya yg lumayan,soalnya turun maticnya sekitar 700-1.5 tergantung bengkel dan daerah",False,False,,,KEEP,parah(72.7%),Value Perception,Maintenance Cost,Negative,0.9,False,OK,Toyota Avanza,"Usually the crankshaft seal, if it's leaking engine oil, the seal is around 150-200 which is good, the service is decent, the problem is that the automatic drop is around 700-1.5 depending on the workshop and area",ok,auto,True,1.0986122886681098,8.36,0.0,4.18,LOW
30dcf955-b1ab-41be-8286-93c6bd276ec9,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2178587619590939/?comment_id=2178801366236231&__cft__[0]=AZbFo-Q6t68KlbKDa-hcIG8nUW7sGgogvvlGZNwpWI_5kEdj-b-jka-HrpkzYn1iW-a85y1El-0jtaSE1uFn-n2xou4nu2LMsz1uj2CfLkSVXz7uE4bNOsYNuW5ktDfZY_9EjhMxCYiOEXw-33KYsr7fX0JgIVTZpKTG9CtUq3N8mn0OYSu7hJaw3lO2kqOfQ1yONCZabUOtceyO6AaibMTB&__tn__=R-R,2.17859E+15,2178587619590939_C10,2178590000000000.0,https://www.facebook.com/groups/1042223519894027/user/100002068132773/,Rahmad Mardiansyah,1hari,18/06/2026,"Seal kruk as biasanya,kalo yg bocor oli mesin, sealnya sekitar 150-200 yg bagus, jasanya yg lumayan,soalnya turun maticnya sekitar 700-1.5 tergantung bengkel dan daerah",,Toyota,Toyota Avanza,B-MPV,Powertrain / Performance,Positive,False,,2,0.0,0,0,False,,,False,fb_scraper_v1,,"Seal kruk as biasanya,kalo yg bocor oli mesin, sealnya sekitar 150-200 yg bagus, jasanya yg lumayan,soalnya turun maticnya sekitar 700-1.5 tergantung bengkel dan daerah",False,False,,,KEEP,parah(72.7%),Other,General Impression,Neutral,0.9,False,OK,Geely EX5,,skipped_not_substantial,,False,,,,,
e06a70c1-2246-40ea-9353-674fae3c734f,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2178587619590939/?comment_id=2178801366236231&__cft__[0]=AZbFo-Q6t68KlbKDa-hcIG8nUW7sGgogvvlGZNwpWI_5kEdj-b-jka-HrpkzYn1iW-a85y1El-0jtaSE1uFn-n2xou4nu2LMsz1uj2CfLkSVXz7uE4bNOsYNuW5ktDfZY_9EjhMxCYiOEXw-33KYsr7fX0JgIVTZpKTG9CtUq3N8mn0OYSu7hJaw3lO2kqOfQ1yONCZabUOtceyO6AaibMTB&__tn__=R-R,2.17859E+15,2178587619590939_C12,2178590000000000.0,https://www.facebook.com/groups/1042223519894027/user/100011701813379/,Alex Baco,1hari,18/06/2026,Selain oli seal crankshaft yang ada dibalik roda gila sebaiknya periksa dulu dudukan saringan oli berangkali O oringnya sudah oblak atau kalah.,,Toyota,Toyota Avanza,B-MPV,Value Perception,Neutral,False,,7,0.0,0,0,False,,,False,fb_scraper_v1,,Selain oli seal crankshaft yang ada dibalik roda gila sebaiknya periksa dulu dudukan saringan oli berangkali O oringnya sudah oblak atau kalah.,False,True,7492e522-d37d-46fc-a149-b993acfb4c79,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
5133be2e-6cfc-48b5-aeba-d55d5ae83f69,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2178587619590939/?comment_id=2178801366236231&__cft__[0]=AZbFo-Q6t68KlbKDa-hcIG8nUW7sGgogvvlGZNwpWI_5kEdj-b-jka-HrpkzYn1iW-a85y1El-0jtaSE1uFn-n2xou4nu2LMsz1uj2CfLkSVXz7uE4bNOsYNuW5ktDfZY_9EjhMxCYiOEXw-33KYsr7fX0JgIVTZpKTG9CtUq3N8mn0OYSu7hJaw3lO2kqOfQ1yONCZabUOtceyO6AaibMTB&__tn__=R-R,2.17859E+15,2178587619590939_C13,2178590000000000.0,https://www.facebook.com/groups/1042223519894027/user/100057261859775/,Casper Uhuy,1hari,18/06/2026,"Mau di paksa tutup itu lubang, nanti oli ny kmana mana menyebabkan komponen yang seharusnya tidak boleh kena oli.",,Toyota,Toyota Avanza,B-MPV,Value Perception,Neutral,False,,8,0.0,0,0,False,,,False,fb_scraper_v1,,"Mau di paksa tutup itu lubang, nanti oli ny kmana mana menyebabkan komponen yang seharusnya tidak boleh kena oli.",False,True,f032c179-67fb-4b2f-8ae6-795e540c5817,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
ad551eeb-6016-452c-9a82-7aa60e60239f,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2178587619590939/?comment_id=2178801366236231&__cft__[0]=AZbFo-Q6t68KlbKDa-hcIG8nUW7sGgogvvlGZNwpWI_5kEdj-b-jka-HrpkzYn1iW-a85y1El-0jtaSE1uFn-n2xou4nu2LMsz1uj2CfLkSVXz7uE4bNOsYNuW5ktDfZY_9EjhMxCYiOEXw-33KYsr7fX0JgIVTZpKTG9CtUq3N8mn0OYSu7hJaw3lO2kqOfQ1yONCZabUOtceyO6AaibMTB&__tn__=R-R,2.17859E+15,2178587619590939_C14,2178590000000000.0,https://www.facebook.com/861357649899911/photos/p.861357679899908/861357679899908/,,1hari,18/06/2026,Penyebab oli netes ada disini,,Toyota,Toyota Avanza,B-MPV,New Tech,Neutral,False,,1,0.0,0,0,False,,,False,fb_scraper_v1,,Penyebab oli netes ada disini,False,True,3d148097-deec-4c8c-9640-c35f65edb74b,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
a0529fda-5d33-4105-af4c-32066fb2ad7a,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2178587619590939/?comment_id=2178801366236231&__cft__[0]=AZbFo-Q6t68KlbKDa-hcIG8nUW7sGgogvvlGZNwpWI_5kEdj-b-jka-HrpkzYn1iW-a85y1El-0jtaSE1uFn-n2xou4nu2LMsz1uj2CfLkSVXz7uE4bNOsYNuW5ktDfZY_9EjhMxCYiOEXw-33KYsr7fX0JgIVTZpKTG9CtUq3N8mn0OYSu7hJaw3lO2kqOfQ1yONCZabUOtceyO6AaibMTB&__tn__=R-R,2.17859E+15,2178587619590939_C15,2178590000000000.0,https://www.facebook.com/groups/1042223519894027/user/100055879256683/,Adam Satrio,1hari,18/06/2026,Seal krukas belakang atau bisa juga seal input,,Toyota,Toyota Avanza,B-MPV,Styling / Design,Neutral,False,,2,0.0,0,0,False,,,False,fb_scraper_v1,,Seal krukas belakang atau bisa juga seal input,False,True,4174d1ea-fbad-44f2-b4df-91c531702812,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
922e39a5-61ad-4c8d-b14d-5de3ec5466a1,46192.62802,Indonesia,Facebook,group_comment,https://www.facebook.com/groups/1042223519894027/posts/2178587619590939/?comment_id=2178801366236231&__cft__[0]=AZbFo-Q6t68KlbKDa-hcIG8nUW7sGgogvvlGZNwpWI_5kEdj-b-jka-HrpkzYn1iW-a85y1El-0jtaSE1uFn-n2xou4nu2LMsz1uj2CfLkSVXz7uE4bNOsYNuW5ktDfZY_9EjhMxCYiOEXw-33KYsr7fX0JgIVTZpKTG9CtUq3N8mn0OYSu7hJaw3lO2kqOfQ1yONCZabUOtceyO6AaibMTB&__tn__=R-R,2.17859E+15,2178587619590939_C16,2178590000000000.0,https://www.facebook.com/groups/1042223519894027/user/1742731357042359/,kaivanaldric,1hari,18/06/2026,KM berapa om? Punya saya Q CVT 2022 belum ada rembes/netes oli KM 240rb. Service rutin di BeRes,,Toyota,Toyota Avanza,B-MPV,Safety,Neutral,False,,0,0.0,0,0,False,,,False,fb_scraper_v1,,KM berapa om? Punya saya Q CVT 2022 belum ada rembes/netes oli KM 240rb. Service rutin di BeRes,False,True,06cfb527-350a-40b6-a5ec-f9cfc2b39076,1.0,LOW_SIGNAL,,,,,,,,,,,,,,,,,
