record_id,aspect_index,category,parameter,sentiment,confidence,phrase_original,phrase_english,focus_model,is_wow_factor,review_flag
8c5dd6d9-ce33-4ff2-83b0-a1e9598adfc5,0,New Tech,Tech Features,Negative,0.95,nhi?u options công ngh? thì CX5 v?i Ford Tàu làm gì có,"many tech options, CX5 and Ford Territory don't have",Mazda CX 5,False,OK
c8b0c2ce-85b6-4cf2-8015-2c59636c7ef0,0,Value Perception,Competitor Comparison,Neutral,1.0,Con này v?i hrv thì con nào c?m giác tót h?n h? anh?,"This one and HRV, which one feels better, brother?",Creta,False,OK
d6281a3f-14fd-4cc2-88cb-fc982549df02,0,Other,General,Neutral,0.0,,,Creta,False,OK
31f4f2fb-a48b-4b97-ada7-2a4f2a8a5ae7,0,Other,General,Neutral,0.0,,,Toyota Yaris Cross,False,OK
7480fac1-c909-4f88-981c-59d9c36d878d,0,Styling / Design,Exterior Design,Negative,0.95,không thích ki?u thi?t k? ngo?i th?t l?m,I don't like the exterior design very much,Creta,False,OK
d0311a45-e9db-453e-bd61-f9d9a611085e,0,Styling / Design,Rear Design,Positive,0.8,"Mình l?i thích ?uôi, nhìn l? m?t","I like the rear, looks unique",Creta,False,OK
3b73dcc3-7359-437a-9d58-4308a59ef90b,0,Value Perception,Price,Negative,0.9,Ngáo giá,Crazy price,Creta,False,OK
3b73dcc3-7359-437a-9d58-4308a59ef90b,1,Value Perception,Competitor Comparison,Negative,0.85,Giá Nline thì Nên mua xe h?nh C là CX5 và ford teri,"At Nline price, should buy C-segment cars like CX5 and Ford Territory",Creta,False,OK
82e35275-64bf-4d3c-bfd1-019e76374e7c,0,Comfort & Space,Cabin Space,Positive,0.9,Cao m8 thì seltos,"If tall, choose Seltos",Kia Seltos,False,OK
13e6cbbc-3bd5-4d6e-8999-3a875c14ec2e,0,Comfort & Space,Ride Quality,Positive,0.9,lái êm,drives smoothly,Creta,False,OK
7ff6c69a-c1f4-4e66-a014-247bcaec1473,0,Brand Perception,Brand Trust,Positive,0.85,v?n l?n ?? b?n c?a xe Hàn,still trust the durability of Korean cars,Creta,False,OK
7ff6c69a-c1f4-4e66-a014-247bcaec1473,1,Value Perception,Long-term Reliability,Positive,0.8,?i lâu dài v?n l?n ?? b?n,long-term use still trust durability,Creta,False,OK
c8b0c2ce-85b6-4cf2-8015-2c59636c7ef0,0,Value Perception,Competitor Comparison,Neutral,0.6,Con này v?i hrv thì con nào c?m giác tót h?n h? anh?,"This one versus HRV, which one feels better?",Honda HRV,False,LOW_CONFIDENCE
8786052e-f7ed-435d-879e-1e28d221e4f2,0,Comfort & Space,Cabin Space,Negative,0.9,ng?i xforce ch?nh gh? h?p lý v?n r?ng h?n h?n con yaris này,sitting in Xforce with proper seat adjustment is still more spacious than this Yaris,Toyota Yaris Cross,False,OK
32e1bb43-af92-4c23-a350-41325acea863,0,Value Perception,Competitor Comparison,Positive,0.7,N?u ngang giá thì em s? ch?n Hrv rs còn chênh nh? này thì ...,"If price is equal, I would choose HRV RS, but with this difference...",Creta,False,OK
b72754ca-30ea-4c1b-a83d-81c00aec2e55,0,Powertrain / Performance,Engine Power,Negative,0.9,động cơ tăng thêm tí nữa thì quá tuyệt,"if the engine were a bit more powerful, then it would be great",Creta,False,OK
f311eedb-18c1-4d9d-b5a3-2061e8ab07c1,0,Comfort & Space,Power Driver Seat Adjustment,Negative,1.0,bản cao cấp không có ghế lái chỉnh điện,high-end version does not have electric driver seat,Creta,False,OK
8335c170-8937-4a1c-9dc2-432de448f9d9,0,Styling / Design,Exterior Design,Negative,0.9,th?y seltos h?i màu mè,finds Seltos a bit flashy,Kia Seltos,False,OK
999555e5-ef64-4e55-bc4d-44d08c22269d,0,Brand Perception,Competitor Comparison,Positive,0.95,"Doanh s? hrv t?i m? 2024 là h?n 151.000 xe ,huyndai tu?i gì","HRV sales in US 2024 are over 151,000 cars, what is Hyundai compared to that?",Honda HRV,False,OK
6a27dee9-aeb1-40ce-8faf-cd1b4e6a7765,0,Other,General,Neutral,0.0,,,Toyota Yaris Cross,False,OK
a2885faf-5265-4450-98db-74bd942ac983,0,Value Perception,Competitor Comparison,Positive,0.95,XF thua xa YC v? l??ng bán hàng,XF loses far to YC in sales volume,Toyota Yaris Cross,False,OK
e0430155-be3a-4559-90e4-f54cf6508e2a,0,Brand Perception,Brand Image,Positive,0.9,TAM DIEM CUOC CHOI,highlight of the game,Creta,False,OK
32e1bb43-af92-4c23-a350-41325acea863,0,Styling / Design,Exterior Design,Positive,0.8,ch?n Hrv rs,choose HRV RS,Honda HRV,False,MIXED_SENTIMENT
32e1bb43-af92-4c23-a350-41325acea863,1,Value Perception,Price,Negative,0.7,chênh nh? này thì ...,with this difference...,Honda HRV,False,MIXED_SENTIMENT
2e2a2b41-eef4-4bf1-b54d-81aeb4286dae,0,Value Perception,Competitor Comparison,Positive,0.9,Tính ra Yaris ngon hơn,So the Yaris is better,Toyota Yaris Cross,False,OK
97f9b1b8-2fd6-4804-9f82-85409896bd91,0,Comfort & Space,Ride Quality,Positive,0.95,xe đi êm,car rides smoothly,Toyota Yaris Cross,False,OK
97f9b1b8-2fd6-4804-9f82-85409896bd91,1,Comfort & Space,Cabin Space,Positive,0.9,rộng rãi,spacious,Toyota Yaris Cross,False,OK
97f9b1b8-2fd6-4804-9f82-85409896bd91,2,Safety & ADAS,Safety Features,Positive,0.95,nhiều trang bị an toàn,many safety features,Toyota Yaris Cross,False,OK
97f9b1b8-2fd6-4804-9f82-85409896bd91,3,Safety & ADAS,Driving Confidence,Positive,0.9,cảm giác lái rất an toàn,driving feel is very safe,Toyota Yaris Cross,False,OK
97f9b1b8-2fd6-4804-9f82-85409896bd91,4,Brand Perception,Brand Trust,Positive,0.95,vì xe Toyota nên yên tâm,"because it's Toyota, so peace of mind",Toyota Yaris Cross,False,OK
32bf50e3-7590-4e02-8f35-4459a6f64db7,0,Powertrain / Performance,Driving Dynamics,Positive,0.9,ch?a t?ng c?m lái yaris cross,never driven the Yaris Cross,Toyota Yaris Cross,False,OK
999555e5-ef64-4e55-bc4d-44d08c22269d,0,Brand Perception,Competitor Comparison,Negative,0.9,"Doanh s? hrv t?i m? 2024 là h?n 151.000 xe ,huyndai tu?i gì","HRV sales in the US 2024 are over 151,000 cars, Hyundai what age?",Creta,False,OK
169a466f-3ca0-4f68-bec4-d94cc061a97c,0,Other,Ownership Experience,Positive,0.9,chúc mừng bác đã tậu được em yêu ưng ý,congratulations on getting your beloved satisfactory one,Toyota Yaris Cross,True,OK
ef05b25d-7cfd-42ee-ba9d-6c65f5290533,0,Brand Perception,Brand Preference,Negative,0.6,thích ko mà hon da t?t,don't like but Honda good,Kia Seltos,False,LOW_CONFIDENCE
f9ec4ac1-33b4-421f-add8-4eaa2412dab4,0,Brand Perception,Fault Record,Negative,0.9,"huyndai là ít lỗi nhất trong các dòng xe hiện nay ,trên cả fo và mec","Hyundai is the least faulty among current car lines, even more than Ford and Mercedes",Kia Seltos,False,OK
6aaa2f9f-9f73-4bde-bd47-3a46f4567baa,0,Value Perception,Competitor Comparison,Positive,0.9,vượt xf,surpass Xforce,Toyota Yaris Cross,False,OK
fa2bd95d-c103-4c48-bd93-2cf3066c8154,0,Comfort & Space,Seat Comfort,Positive,0.95,ng??i ng?i tr??c ??u r?t tho?i mái,front passengers are very comfortable,Toyota Yaris Cross,False,OK
43307660-d5a3-47cf-b454-6b4309b7a484,0,Other,General Impression,Neutral,0.2,Ti?u Túc s?n ??y ?ó h? =)),Is this the small Tuc product? =)),Creta,False,LOW_CONFIDENCE
ce5818e6-5d4c-4572-a0bc-a942031fdf4c,0,Brand Perception,Long-term Reliability,Positive,0.85,"t?m nhìn 5 n?m thì kh?i l?n t?n anh ?i, th?m chí c? xe tàu 5 n?m v?n còn t?t chán","Looking at a 5-year horizon, don't worry, even Chinese cars after 5 years are still fine.",Creta,False,OK
17218630-49e5-4fd3-80dd-c07935290ce9,0,Value Perception,Competitor Comparison,Positive,0.9,ngon nh? Tucson,good like Tucson,Tucson,False,OK
a5bc2859-ae13-40c7-9b61-fc898a9a8b87,0,Powertrain / Performance,Engine Power,Negative,0.8,máy 1.5 cvt 114 mã,1.5 CVT engine with only 114 horsepower,Creta,False,OK
a5bc2859-ae13-40c7-9b61-fc898a9a8b87,1,Value Perception,Price,Negative,0.8,gi? c?y à,"The price is high, isn't it?",Creta,False,OK
ae090aaf-6c49-48ea-ae76-3bedf39352e4,0,Other,General,Neutral,0.0,,,Kia Seltos,False,OK
96ae4710-aca7-48a6-b306-8df7073ce939,0,Other,General Impression,Positive,0.6,?i trong ph? thì ch? c?n th? thôi,"In the city, that's all you need",Creta,False,LOW_CONFIDENCE
17218630-49e5-4fd3-80dd-c07935290ce9,0,Value Perception,Competitor Comparison,Positive,0.95,Con này ngon nh? Tucson nh?ng ? phân khúc th?p h?n thôi,This car is good like Tucson but in a lower segment,Creta,False,OK
c8590c31-6db2-4278-bf94-909cc089a201,0,Powertrain / Performance,Engine Power,Negative,0.95,Máy 1.5 thì ch?c ch?n là y?u,The 1.5 engine is certainly weak,Kia Seltos,False,OK
0440248e-4656-4a6e-b7ac-c643ecc696ec,0,Other,General Impression,Positive,0.95,chúc m?ng bác nhé,Congratulations,Kia Seltos,False,OK
d54385c9-1385-4d64-9822-31816853ebdc,0,Other,General Impression,Positive,0.9,i really like this hyundai compact suv,I really like this Hyundai compact SUV,Creta,False,OK
77d77f6b-6f32-4ef9-b380-16256649eb97,0,Other,General Impression,Positive,0.9,?ã ??t seltos,ordered Seltos,Kia Seltos,False,OK
b33bc13f-acb3-4ce1-8737-390944d3757d,0,Other,General Impression,Positive,0.9,?? h??ng th? thì con này h?n h?n,"When test driving, this car is far better.",Honda HRV,False,OK
93b3c389-1b76-48ea-971d-1a9a79d991ee,0,Value Perception,Competitor Comparison,Neutral,0.6,"thì phải gặp Omoda C5, Lynk06, Jaecoo J7 1.6T, geely Coolray","must meet Omoda C5, Lynk&Co 06, Jaecoo J7 1.6T, Geely Coolray",Omoda C5,False,LOW_CONFIDENCE
25bb4b5d-afc3-4405-b7a1-d7ae8d55f2ba,0,Other,General,Neutral,0.0,,,Creta,False,OK
2ecc2641-1fc9-47b8-8b91-9a23bc80194b,0,Other,General Impression,Neutral,0.3,b?n m? nó khác vi?t nhi?u l?m b?n ?i,"You buy it, it's very different from Vietnam, my friend.",Creta,False,LOW_CONFIDENCE
6ab1e6d7-bbe2-4e91-ba27-3ac2641714ba,0,Powertrain / Performance,Engine Reliability,Negative,0.9,??ng c? và h?p s? m?i c?a huyndai nhanh h?ng,New Hyundai engine and gearbox break quickly,Creta,False,OK
6ab1e6d7-bbe2-4e91-ba27-3ac2641714ba,1,Powertrain / Performance,Transmission Reliability,Negative,0.9,??ng c? và h?p s? m?i c?a huyndai nhanh h?ng,New Hyundai engine and gearbox break quickly,Creta,False,OK
c62eeb8f-f9ea-4c0f-81b6-0d270c442031,0,Brand Perception,Reliability,Positive,0.95,Xe rất bền ít khi phải thay sửa gì,"The car is very durable, rarely needs repair",Toyota Yaris Cross,False,OK
c62eeb8f-f9ea-4c0f-81b6-0d270c442031,1,Value Perception,Maintenance Cost,Positive,0.9,dù có phải bảo dưỡng thì cũng rẻ,"even if maintenance is needed, it is cheap",Toyota Yaris Cross,False,OK
c62eeb8f-f9ea-4c0f-81b6-0d270c442031,2,Brand Perception,Brand Trust,Positive,0.85,mua xong càng đi về sau càng ưng,"after buying, the more you drive, the more you like it",Toyota Yaris Cross,False,OK
b6422b12-5ce9-49e8-9de4-64556a2feaac,0,Comfort & Space,Chassis Structure,Neutral,0.3,Khung g?m 2 xe th? nào,How about the chassis of the two cars?,Toyota Yaris Cross,False,LOW_CONFIDENCE
a22bd142-b25b-4f96-b290-6f0222d2976b,0,Other,General,Neutral,0.0,,,Toyota Yaris Cross,False,OK
62469cd9-2e27-419d-8026-bdf8dcba465a,0,Other,General,Neutral,0.0,,,Toyota Yaris Cross,False,OK
f9931fda-5e28-4979-b0ea-2b8432a2ffd0,0,Powertrain / Performance,Torque,Neutral,0.8,xe x?ng thông th??ng ch? 140-200-250Nm,regular gasoline cars only 140-200-250Nm,Kia Seltos,False,OK
ec0f66ee-9577-4f8f-97cc-8a4ea1b6c3af,0,Other,General,Neutral,0.0,,,Toyota Yaris Cross,False,OK
87a679be-9cd2-49c5-9736-36674d2e54f3,0,Styling / Design,Exterior Design,Negative,0.95,Ngoại hình xấu hơn bản thường,Exterior is uglier than the normal version,Creta,False,OK
539bee13-3996-4758-9815-edb20fac489f,0,Other,General,Neutral,0.0,,,Toyota Yaris Cross,False,OK
f210afcb-f32c-496a-a38a-70df6274a58f,0,Value Perception,Competitor Comparison,Neutral,0.8,V? ch?t xe thì bác ?ánh giá con này v?i con Skoda ntn ??,How do you rate this car versus Skoda?,Creta,False,OK
ee2ecd81-a276-49d8-912e-880435330ac5,0,Styling / Design,Youthful Design,Positive,0.7,Thanh niên thích tr? trung bóng b?y chút,Young people who like a youthful shiny style,Creta,False,LOW_CONFIDENCE|MIXED_SENTIMENT
ee2ecd81-a276-49d8-912e-880435330ac5,1,Comfort & Space,Cabin Space,Negative,0.6,ng??i quá cân ?o ?ong ??m,overweight people who measure carefully,Creta,False,LOW_CONFIDENCE|MIXED_SENTIMENT
c7a76d26-9bd9-44e4-bde9-a4ad238f6609,0,Other,General,Neutral,0.0,,,Kia Seltos,False,OK
93b3c389-1b76-48ea-971d-1a9a79d991ee,0,Value Perception,Competitor Comparison,Neutral,0.7,"th? thì ph?i g?p Omoda C5, Lynk06, Jaecoo J7 1.6T, geely Coolray","must compare with Omoda C5, Lynk06, Jaecoo J7 1.6T, Geely Coolray",Creta,False,OK
733d4fea-467c-4421-bd21-d83166344b55,0,Brand Perception,Competitor Comparison,Positive,0.8,dìm TOY tân b?c MITSU,downgrades Toyota and praises Mitsubishi,Toyota Yaris Cross,False,OK
071dadc0-8538-4e21-9c10-f8b13e3b6e65,0,Other,Build Quality,Positive,0.95,chất lượng hoàn thiện... ở trên 1 bậc,finishing quality is a step above,Honda HRV,False,OK
071dadc0-8538-4e21-9c10-f8b13e3b6e65,1,Other,Body Frame Quality,Positive,0.9,khung v?,body frame,Honda HRV,False,OK
071dadc0-8538-4e21-9c10-f8b13e3b6e65,2,Other,Material Quality,Positive,0.9,vật liệu...? trên 1 b?c,materials are a step above,Honda HRV,False,OK
6a12af5b-7745-4522-a4b4-0dd0cf92913e,0,Comfort & Space,Cabin Space,Negative,0.95,mitsu r?ng thoáng h?n,Mitsubishi is more spacious,Toyota Yaris Cross,False,MIXED_SENTIMENT
6a12af5b-7745-4522-a4b4-0dd0cf92913e,1,Safety & ADAS,Active Safety,Positive,0.95,toy thì an toàn ch? ??ng t?t h?n,Toyota has better active safety,Toyota Yaris Cross,False,MIXED_SENTIMENT
672ded58-956f-4e49-9803-4c098ff65aaf,0,Value Perception,Competitor Comparison,Negative,0.95,Có ai vote Xforce gi?ng tôi không,Is there anyone who votes for Xforce like me?,Toyota Yaris Cross,False,OK
862c681d-b43d-438e-b13c-08e5a4233a00,0,Brand Perception,After Sales Service,Positive,0.7,đặt lợi ích của khách hàng lên cao nhất,put customer interests first,Kia Seltos,False,OK
8c5dd6d9-ce33-4ff2-83b0-a1e9598adfc5,0,New Tech,Technology Features,Positive,0.9,xe nhi?u options công ngh?,customers like cars with many tech options,Creta,False,OK
8c5dd6d9-ce33-4ff2-83b0-a1e9598adfc5,1,Brand Perception,Competitor Brand Image,Positive,0.8,CX5 v?i Ford Tàu làm gì có ?,what do CX5 and Ford Chinese have? (lack tech options),Creta,False,OK
abf2dbbc-fa1c-4e9b-bc85-f8dc358bdad8,0,Other,Ownership Experience,Positive,0.95,Tôi ?ã ch?n yaris cross th?t hài lòng,I chose Yaris Cross and am really satisfied,Toyota Yaris Cross,False,OK
47838241-3c3a-4311-8afe-3f5156cca246,0,Comfort & Space,Leg Room,Negative,0.95,khoảng cách hàng ghế trước và sau... xforce rộng hơn không nhỏ,front and rear row space... Xforce is significantly wider,Toyota Yaris Cross,False,OK
47838241-3c3a-4311-8afe-3f5156cca246,1,Other,Steering Feel,Negative,0.9,Vô lăng yaris phải dùng từ lạng cứng mới diễn đạt đúng nghĩa,Yaris steering must be described as stiff to be accurate,Toyota Yaris Cross,False,OK
47838241-3c3a-4311-8afe-3f5156cca246,2,Comfort & Space,Seat Comfort,Negative,0.85,Hàng ghế sau xforce ngả nhiều nác rất dễ chịu,"Xforce rear seat reclines many levels, very comfortable",Toyota Yaris Cross,False,OK
47838241-3c3a-4311-8afe-3f5156cca246,3,Comfort & Space,Center Armrest,Negative,0.8,bệ tì tay anh bảo yaris thông dụng hơn thì đúng nhưng tiện dụng hơn là không chuẩn,"You said Yaris armrest is more common, that's true, but more convenient is not accurate",Toyota Yaris Cross,False,OK
c8abb138-2400-4d21-a6f9-f0f0699c3229,0,Value Perception,Competitor Comparison,Positive,0.6,Liên quan gì ??n Vin,What does it have to do with Vin?,Toyota Yaris Cross,False,LOW_CONFIDENCE
cfe03ffb-439e-4c11-9fff-9792dc692191,0,Value Perception,Price,Negative,0.9,chu?n l?n bánh c?ng g?n 800tr thì thôi,"standard large wheels nearly 800 million, then forget it",Creta,False,OK
edd04d0c-b258-4427-b399-45b15b4e1ec0,0,Other,General Impression,Positive,0.95,wow wow wow wow wow wow wow wow wow wow,wow wow wow wow wow wow wow wow wow wow,Kia Seltos,True,OK
becf15d6-88fc-411d-aae6-760bb7f69074,0,Brand Perception,Brand Image,Positive,0.8,mua xe Hàn dù cha chú cản,bought Korean car despite family opposition,Creta,False,MIXED_SENTIMENT
becf15d6-88fc-411d-aae6-760bb7f69074,1,Value Perception,Competitor Comparison,Negative,0.9,nếu xe Hàn cứ option với giá như vậy,if Korean cars keep options and price like that,Creta,False,MIXED_SENTIMENT
35b10ebd-dffd-4759-843d-8b663b287df1,0,Value Perception,Price,Negative,0.9,giá này so nhìu model hãng khác quá cao,this price compared to many other brand models is too high,Creta,False,OK
02006d3d-75ea-48b8-b420-47a2a0ca6411,0,Styling / Design,Second Row Seat Design,Positive,0.95,thi?t k? hàng gh? th? 2 ch?t th?t,design of the second row seats is really quality,Kia Seltos,False,OK
85afdafc-f8e7-44c5-8fc7-cf75bdef4a0f,0,Other,Information Availability,Neutral,0.8,h?n hoài không th?y video chi ti?t,always asking but not seeing detailed video,Creta,False,OK
902c0af8-06ea-4217-ac0f-9d8f5d8bacbb,0,Brand Perception,Brand Image,Positive,0.9,HRV th?c s? ch? có b?n RS là x?ng ?áng ch?t HONDA,HRV really only the RS version is worthy of the HONDA brand,Honda HRV,False,MIXED_SENTIMENT
902c0af8-06ea-4217-ac0f-9d8f5d8bacbb,1,Value Perception,Feature Content,Negative,0.95,"còn b?n G thì ?? h??ng th? ? m?c t?i thi?u, ch? ??n gi?n dùng ?? ch?y t? A ??n B","the G version has minimal equipment, just used to run from A to B",Honda HRV,False,MIXED_SENTIMENT
8dcee1b6-dbb1-484b-b02e-2ec336f9b795,0,Powertrain / Performance,Turbo Engine,Positive,0.9,Máy turbo,turbo engine,Creta,True,OK
8dcee1b6-dbb1-484b-b02e-2ec336f9b795,1,Styling / Design,Glass Roof,Positive,0.9,tr?n kính,glass roof,Creta,True,OK
8dcee1b6-dbb1-484b-b02e-2ec336f9b795,2,Value Perception,Price,Positive,0.85,giá l?i b?ng bên thái,price same as Thailand,Creta,True,OK
2635c6c4-3fc6-4085-bfe9-bf87b43fd494,0,Other,General,Neutral,0.0,,,Kia Seltos,False,OK
86c28111-0e16-4748-b2e4-922aec248867,0,Other,General,Neutral,0.0,,,Creta,False,OK
dade571b-9046-4df7-a678-4d109b7991f3,0,Brand Perception,Brand Trust,Positive,0.9,Xe Hàn ?i 10 n?m v?n ko xi nhê,Korean cars still have no problem after 10 years,Creta,False,OK
dade571b-9046-4df7-a678-4d109b7991f3,1,Brand Perception,Country of Origin Image,Positive,0.85,Xe Hàn ?i 10 n?m v?n ko xi nhê,Korean cars after 10 years still no problem,Creta,False,OK
dade571b-9046-4df7-a678-4d109b7991f3,2,Value Perception,Durability,Positive,0.9,"T ?ang ?i Tuc 15 v?n r?i, xe v?n ngon","I am driving Tucson 150k km, car still good",Creta,False,OK
dade571b-9046-4df7-a678-4d109b7991f3,3,Value Perception,Maintenance Cost,Positive,0.8,"thay ?c quy, l?p và c?m bi?n abs thôi","Just replace battery, tires and ABS sensor",Creta,False,OK
cc526b09-e702-43ed-91f5-010a25d0834b,0,Comfort & Space,Cabin Space,Positive,0.8,r?ng thoáng h?n,more spacious,Toyota Yaris Cross,False,OK
ebe137f5-be41-483a-ab32-e5c25d60cd08,0,Styling / Design,Design Harmony,Positive,0.9,nó hài hòa nhất,it is the most harmonious,Creta,False,OK
ebe137f5-be41-483a-ab32-e5c25d60cd08,1,Value Perception,Competitor Comparison,Positive,0.95,2 đối thủ chính Xforce với Yaris Cross là chất lượng k bằng con này,the two main rivals Xforce and Yaris Cross are not as good quality as this car,Creta,False,OK
ebe137f5-be41-483a-ab32-e5c25d60cd08,2,Brand Perception,Country of Origin Image,Positive,0.85,Tàu thì còn thương hiệu mới kiểu gì cũng có những thiệt thòi,Chinese cars are still new brands and always have some disadvantages,Creta,False,OK
9792571a-2298-4a47-9ad5-780ef891d3e2,0,Comfort & Space,Ride Quality,Neutral,0.9,Xe g?m cao thì các hãng s? ph?i x? lý g?m treo ch?c ch?n h?n ?? gi?m rung l?c b?ng b?nh,"High ground clearance cars, manufacturers have to handle the suspension more firmly to reduce rocking vibration",Toyota Yaris Cross,False,OK
9792571a-2298-4a47-9ad5-780ef891d3e2,1,Comfort & Space,Cornering Stability,Neutral,0.9,g?m th?p nh? sedan thì th??ng s? ôm cua ch?c g?n h?n,Low ground clearance like sedans usually corner more firmly,Toyota Yaris Cross,False,OK
a7679a84-b245-479a-9370-509313ac16f0,0,Value Perception,Price,Negative,0.7,rất nhiều ae chê là ngáo giá,many people criticize it as overpriced,Creta,False,OK
8f248f75-744d-4079-93b6-c552d03ce546,0,Styling / Design,Exterior Design,Neutral,0.8,ai thích dáng thì l?y thôi,"whoever likes the look, just take it",Kia Seltos,False,OK
8f248f75-744d-4079-93b6-c552d03ce546,1,Other,Availability,Negative,0.9,ra t?t m?i ?c g?p seltos,only after Tet will I get to see Seltos,Kia Seltos,False,OK
665ece6e-2dd8-4239-94ad-2ec77838b522,0,Comfort & Space,Rear Seat Space,Negative,0.9,v? trí gh? sau ?i .... ?o b?ng áp su?t l?p ?i,measure rear seat position with tire pressure,Kia Seltos,False,OK
966a8739-d808-4cb3-b201-0fea44f974ad,0,Comfort & Space,Ride Quality,Neutral,0.6,qtam khung g?m,care about chassis,Toyota Yaris Cross,False,LOW_CONFIDENCE
966a8739-d808-4cb3-b201-0fea44f974ad,1,Powertrain / Performance,Engine Power,Neutral,0.6,??ng c?,engine,Toyota Yaris Cross,False,LOW_CONFIDENCE
966a8739-d808-4cb3-b201-0fea44f974ad,2,Powertrain / Performance,Handling,Neutral,0.6,lái t?t h?n ?,drives better,Toyota Yaris Cross,False,LOW_CONFIDENCE
c4d142f0-af1f-4b32-8356-5b60fdb62a34,0,Powertrain / Performance,Transmission,Negative,0.9,quay l?i AT 6 c?p nh? Kona s? ?n ??nh h?n DCT,go back to 6-speed AT like Kona is more stable than DCT,Kia Seltos,False,MIXED_SENTIMENT
c4d142f0-af1f-4b32-8356-5b60fdb62a34,1,Powertrain / Performance,Engine Power,Positive,0.85,c? thì 1.6 ho?c 1.4 turbo ??u ?n c?,engine 1.6 or 1.4 turbo both are good,Kia Seltos,False,MIXED_SENTIMENT
699a3ec5-e43d-4e91-b646-8d5ba4d839ce,0,Other,General,Neutral,0.0,,,Kia Seltos,False,OK
362697b8-4780-487b-9da4-3fdf6e1d095c,0,Comfort & Space,Cabin Space,Negative,0.9,nó bé quá bác nh,"It's too small, isn't it?",Toyota Yaris Cross,False,OK
b33bc13f-acb3-4ce1-8737-390944d3757d,0,Brand Perception,Brand Image,Negative,0.8,C?m xúc ch?c hrv h?n,"Emotionally, probably HRV is better.",Creta,False,MIXED_SENTIMENT
b33bc13f-acb3-4ce1-8737-390944d3757d,1,Styling / Design,Overall Design Direction,Positive,0.7,?? h??ng th? thì con này h?n h?n,"In terms of design orientation, this car is much better.",Creta,False,MIXED_SENTIMENT
4753b7a4-6f20-4aef-af12-35f0fb827a45,0,Value Perception,Competitor Comparison,Positive,0.7,"YC, Xforce b?n Pre không b? c?t option ?ó","Yaris Cross, Xforce Pre variant doesn't cut options",Toyota Yaris Cross,False,OK
93b3c389-1b76-48ea-971d-1a9a79d991ee,0,Value Perception,Competitor Comparison,Neutral,0.6,Jaecoo J7 1.6T,Jaecoo J7 1.6T,Jaecoo J7,False,LOW_CONFIDENCE
