record_id,content_original,focus_model,category,parameter,sentiment,confidence,is_wow_factor,review_flag
bc3844e2-c880-4588-b94e-ecdec9a23e82,"Tôi th?y kênh review khá ?úng và ??y ?? r?i ?ó, tôi ?ang ?i yaris cross và th?y ?úng l?m",Toyota Yaris Cross,Other,Ownership Experience,Positive,0.9,False,OK
68471589-a1ac-4d67-933f-487b72f52e33,Kênh làm thêm review k? v? Yaris Cross ?c ko ???,Toyota Yaris Cross,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
8ef747d4-a8f5-40d7-8ab2-84ca4867e02f,@VietnamRoadTrip  V?y t?i sao nó ko bán ch?y ? VN ?ó bác. ng??i VN tin Toy nhi?u h?n Mit.,Toyota Yaris Cross,Brand Perception,Brand Trust,Positive,0.95,False,OK
92dfa341-5cfe-494d-b888-fadc481b109b,Tôi ch?n Kona vì thích nh?ng cái truy?n th?ng,Kia Seltos,Brand Perception,Brand Image,Negative,0.9,False,OK
476de7fa-e156-4e75-a0b5-ddbd2998707d,"H?i ti?c ko có b?n 1.5 Turbo 

Kenz",Creta,Powertrain / Performance,Engine Options,Negative,0.9,False,OK
ba9d7413-78a5-4bb3-abeb-0cf3d8d510f8,Hyundai Creta ada di Vietnam ????,Creta,Other,Market Availability,Neutral,0.6,False,LOW_CONFIDENCE
1b7c9fdc-8728-48ed-91de-20875727f50d,Tôi râ?t thi?ch ti?m hiê?u xe và xem râ?t nhiê?u kênh Review xe trên youtube nh?ng thâ?y ?ây la? kênh ?a?nh gia? kha?ch ,Kia Seltos,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
8c5dd6d9-ce33-4ff2-83b0-a1e9598adfc5,Quan tr?ng là ng??i ta c?n gì ! Bây gi? khách hàng ng??i ta thích xe nhi?u options công ngh? thì CX5 v?i Ford Tàu làm gì,Mazda CX 5,New Tech,Tech Features,Negative,0.95,False,OK
c8b0c2ce-85b6-4cf2-8015-2c59636c7ef0,Con này v?i hrv thì con nào c?m giác tót h?n h? anh?,Creta,Value Perception,Competitor Comparison,Neutral,1.0,False,OK
d6281a3f-14fd-4cc2-88cb-fc982549df02,Anh làm clip so sánh Avanza2022 và XL7 ?i ?,Creta,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
31f4f2fb-a48b-4b97-ada7-2a4f2a8a5ae7,@ em ?ã ?i c? 2 con r,Toyota Yaris Cross,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
7480fac1-c909-4f88-981c-59d9c36d878d,"M?i cái có hay d? riêng bác ?, có cái h?n cái thua, bác thích m?u nào h?n thì mua m?u ?ó ?. Creta thì em không thích ki?",Creta,Styling / Design,Exterior Design,Negative,0.95,False,OK
d0311a45-e9db-453e-bd61-f9d9a611085e,"Mình l?i thích ?uôi, nhìn l? m?t",Creta,Styling / Design,Rear Design,Positive,0.8,False,OK
3b73dcc3-7359-437a-9d58-4308a59ef90b,Ngáo giá. Giá Nline thì Nên mua xe h?nh C là CX5 và ford teri,Creta,Value Perception; Value Perception,Price; Competitor Comparison,Negative,0.875,False,OK
82e35275-64bf-4d3c-bfd1-019e76374e7c,Cao m8 thì seltos d??i m8 thì kona th? cho kh?e ng??i,Kia Seltos,Comfort & Space,Cabin Space,Positive,0.9,False,OK
13e6cbbc-3bd5-4d6e-8999-3a875c14ec2e,"Chi?c này lái ?n, nhà mình ?ang s? h?u m?t chi?c",Creta,Comfort & Space,Ride Quality,Positive,0.9,False,OK
7ff6c69a-c1f4-4e66-a014-247bcaec1473,"Anh Kenz ?i
Xe hàn vs xe nh?t cùng 1 ?i?u ki?n s? d?ng, b?o d??ng... Thì v?n ?? ch?t l??ng sau kho?ng 5 n?m s? d?ng có c",Creta,Brand Perception; Value Perception,Brand Trust; Long-term Reliability,Positive,0.825,False,OK
c8b0c2ce-85b6-4cf2-8015-2c59636c7ef0,Con này v?i hrv thì con nào c?m giác tót h?n h? anh?,Honda HRV,Value Perception,Competitor Comparison,Neutral,0.6,False,LOW_CONFIDENCE
8786052e-f7ed-435d-879e-1e28d221e4f2,@ em ko bi?t anh so ntn. Nh?ng sure vs anh em cao m8 n?ng 95 cân ng?i xforce ch?nh gh? h?p lý v?n r?ng h?n h?n con yaris,Toyota Yaris Cross,Comfort & Space,Cabin Space,Negative,0.9,False,OK
32e1bb43-af92-4c23-a350-41325acea863,N?u ngang giá thì em s? ch?n Hrv rs còn chênh nh? này thì ...,Creta,Value Perception,Competitor Comparison,Positive,0.7,False,OK
b72754ca-30ea-4c1b-a83d-81c00aec2e55,xe này ??ng c? t?ng thêm tí n?a thì quá tuy?t,Creta,Powertrain / Performance,Engine Power,Negative,0.9,False,OK
f311eedb-18c1-4d9d-b5a3-2061e8ab07c1,Sao b?n cao c?p không có gh? lái ch?nh ?i?n ti?c quá v?y HTC ?i?! Có b? sung trang b? này trong t??ng lai ko v?y nè?,Creta,Comfort & Space,Power Driver Seat Adjustment,Negative,1.0,False,OK
8335c170-8937-4a1c-9dc2-432de448f9d9,"kh?u v? c?a mình th?y seltos h?i màu mè, thích kona h?n",Kia Seltos,Styling / Design,Exterior Design,Negative,0.9,False,OK
999555e5-ef64-4e55-bc4d-44d08c22269d,"Doanh s? hrv t?i m? 2024 là h?n 151.000 xe ,huyndai tu?i gì",Honda HRV,Brand Perception,Competitor Comparison,Positive,0.95,False,OK
6a27dee9-aeb1-40ce-8faf-cd1b4e6a7765,"Hì, em làm gì h? hàng nhà bác mà bác g?i t?i em là b?n v?y bác? N?u em nói sai gì v? XF hay YC thì m?i bác góp ý ?, ng??",Toyota Yaris Cross,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
a2885faf-5265-4450-98db-74bd942ac983,"Nó tu? th? hi?u c?a t?ng th? tr??ng bác ?, ? Thái, Indo, ?ài Loan thì XF thua xa YC v? l??ng bán hàng ?.",Toyota Yaris Cross,Value Perception,Competitor Comparison,Positive,0.95,False,OK
e0430155-be3a-4559-90e4-f54cf6508e2a,HYUNDAI CRETA 2022 - TAM DIEM CUOC CHOI,Creta,Brand Perception,Brand Image,Positive,0.9,False,OK
32e1bb43-af92-4c23-a350-41325acea863,N?u ngang giá thì em s? ch?n Hrv rs còn chênh nh? này thì ...,Honda HRV,Styling / Design; Value Perception,Exterior Design; Price,Neutral,0.75,False,MIXED_SENTIMENT
2e2a2b41-eef4-4bf1-b54d-81aeb4286dae,"Tính ra Yaris ngon h?n ch? nh?, sao l?i không bán ch?y b?ng XForce?",Toyota Yaris Cross,Value Perception,Competitor Comparison,Positive,0.9,False,OK
97f9b1b8-2fd6-4804-9f82-85409896bd91,"Nhà mình m?i c?c em ng?c trai tr?ng xong. ?i th? lái mà không thoát n?i, xe ?i êm r?ng rãi mà c?m giác lái r?t an toàn. ",Toyota Yaris Cross,Comfort & Space; Comfort & Space; Safety & ADAS; Safety & ADAS; Brand Perception,Ride Quality; Cabin Space; Safety Features; Driving Confidence; Brand Trust,Positive,0.93,False,OK
32bf50e3-7590-4e02-8f35-4459a6f64db7,Dùng t? l?ng c?ng bi?t là b?n ch?a t?ng c?m lái yaris cross r?i,Toyota Yaris Cross,Powertrain / Performance,Driving Dynamics,Positive,0.9,False,OK
999555e5-ef64-4e55-bc4d-44d08c22269d,"Doanh s? hrv t?i m? 2024 là h?n 151.000 xe ,huyndai tu?i gì",Creta,Brand Perception,Competitor Comparison,Negative,0.9,False,OK
169a466f-3ca0-4f68-bec4-d94cc061a97c,"D?, chúc m?ng bác ?ã t?u ???c em yêu ?ng ý nha.",Toyota Yaris Cross,Other,Ownership Experience,Positive,0.9,True,OK
ef05b25d-7cfd-42ee-ba9d-6c65f5290533,Theo tôi thì thích ko mà hon da t?t,Kia Seltos,Brand Perception,Brand Preference,Negative,0.6,False,LOW_CONFIDENCE
f9ec4ac1-33b4-421f-add8-4eaa2412dab4,Theo ?a?nh gia? cu?a chuyên gia chuyên vê? lô?i ca?c ha?ng xe h?i thi? huyndai la? i?t lô?i nhâ?t trong ca?c do?ng xe hi,Kia Seltos,Brand Perception,Fault Record,Negative,0.9,False,OK
6aaa2f9f-9f73-4bde-bd47-3a46f4567baa,Chúc yaris cross n?m m?i bán thêm dc xe v??t xf ch? nghe kênh dìm xfore k tr??t phát nào th? này c?ng t?i. N?m m?i c? g?,Toyota Yaris Cross,Value Perception,Competitor Comparison,Positive,0.9,False,OK
fa2bd95d-c103-4c48-bd93-2cf3066c8154,"D?, c? hai xe khi ?? th? thì ng??i ng?i tr??c ??u r?t tho?i mái r?i ?ó bác ?. Bác c? ra th? ng?i mà xem ?.",Toyota Yaris Cross,Comfort & Space,Seat Comfort,Positive,0.95,False,OK
43307660-d5a3-47cf-b454-6b4309b7a484,Ti?u Túc s?n ?ây ?ó h? =)),Creta,Other,General Impression,Neutral,0.2,False,LOW_CONFIDENCE
ce5818e6-5d4c-4572-a0bc-a942031fdf4c,"t?m nhìn 5 n?m thì kh?i l?n t?n anh ?i, th?m chí c? xe tàu 5 n?m v?n còn t?t chán",Creta,Brand Perception,Long-term Reliability,Positive,0.85,False,OK
17218630-49e5-4fd3-80dd-c07935290ce9,Chu?n r?i bác. Con này ngon nh? Tucson nh?ng ? phân khúc th?p h?n thôi,Tucson,Value Perception,Competitor Comparison,Positive,0.9,False,OK
a5bc2859-ae13-40c7-9b61-fc898a9a8b87,mang ti?ng nline mà máy 1.5 cvt 114 mã . gi? c?y à,Creta,Powertrain / Performance; Value Perception,Engine Power; Price,Negative,0.8,False,OK
ae090aaf-6c49-48ea-ae76-3bedf39352e4,"M?t kênh ?ánh giá xe r?t chi ti?t, chuyên môn r?t  chuyên sâu, t? ?ó nhìn nh?n ?ánh giá r?t khách quan, ch?a th?y kênh n",Kia Seltos,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
96ae4710-aca7-48a6-b306-8df7073ce939,?i trong ph? thì ch? c?n th? thôi,Creta,Other,General Impression,Positive,0.6,False,LOW_CONFIDENCE
17218630-49e5-4fd3-80dd-c07935290ce9,Chu?n r?i bác. Con này ngon nh? Tucson nh?ng ? phân khúc th?p h?n thôi,Creta,Value Perception,Competitor Comparison,Positive,0.95,False,OK
c8590c31-6db2-4278-bf94-909cc089a201,Máy 1.5 thì ch?c ch?n là y?u 1.8 thì OK,Kia Seltos,Powertrain / Performance,Engine Power,Negative,0.95,False,OK
0440248e-4656-4a6e-b7ac-c643ecc696ec,"Vâng bác, bác ??t Seltos r?i ?, chúc m?ng bác nhé.",Kia Seltos,Other,General Impression,Positive,0.95,False,OK
d54385c9-1385-4d64-9822-31816853ebdc,im a taiwanese but i really like this hyundai compact suv,Creta,Other,General Impression,Positive,0.9,False,OK
77d77f6b-6f32-4ef9-b380-16256649eb97,E ?ã ??t seltos sau khi xem clip này,Kia Seltos,Other,General Impression,Positive,0.9,False,OK
b33bc13f-acb3-4ce1-8737-390944d3757d,C?m xúc ch?c hrv h?n. ?? h??ng th? thì con này h?n h?n,Honda HRV,Other,General Impression,Positive,0.9,False,OK
93b3c389-1b76-48ea-971d-1a9a79d991ee,"? @NguyenNguyen-rk1qx  th? thì ph?i g?p Omoda C5, Lynk06, Jaecoo J7 1.6T, geely Coolray",Omoda C5,Value Perception,Competitor Comparison,Neutral,0.6,False,LOW_CONFIDENCE
25bb4b5d-afc3-4405-b7a1-d7ae8d55f2ba,@VietnamRoadTrip  b?n 2023 ?ó bác. E th?y ít video vew xe sedan ph??t ?èo núi hành trình quá,Creta,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
2ecc2641-1fc9-47b8-8b91-9a23bc80194b,? @Hi?pNguy?n-q3h  b?n m? nó khác vi?t nhi?u l?m b?n ?i,Creta,Other,General Impression,Neutral,0.3,False,LOW_CONFIDENCE
6ab1e6d7-bbe2-4e91-ba27-3ac2641714ba,??ng c? và h?p s? m?i c?a huyndai nhanh h?ng,Creta,Powertrain / Performance; Powertrain / Performance,Engine Reliability; Transmission Reliability,Negative,0.9,False,OK
c62eeb8f-f9ea-4c0f-81b6-0d270c442031,"Xe Toyota thì mua xong càng ?i v? sau càng ?ng. Xe r?t b?n ít khi ph?i thay s?a gì, mà dù có ph?i b?o d??ng thì c?ng r?.",Toyota Yaris Cross,Brand Perception; Value Perception; Brand Perception,Reliability; Maintenance Cost; Brand Trust,Positive,0.9,False,OK
b6422b12-5ce9-49e8-9de4-64556a2feaac,Khung g?m 2 xe th? nào,Toyota Yaris Cross,Comfort & Space,Chassis Structure,Neutral,0.3,False,LOW_CONFIDENCE
a22bd142-b25b-4f96-b290-6f0222d2976b,@LUANProducerAI  c?ng ?úng  ph?n ?a là nh? th? c? mà l?i v?t thì ko ph?i ch? có xe nào b? ?âu :)),Toyota Yaris Cross,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
62469cd9-2e27-419d-8026-bdf8dcba465a,"D?, c?m ?n bác ?ã chia s? tr?i nghi?m th?c t? c?a mình, r?t h?u ích cho nh?ng ai ?ang phân vân l?a ch?n ?.",Toyota Yaris Cross,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
f9931fda-5e28-4979-b0ea-2b8432a2ffd0,"Vâng ?, nh?ng v?i các xe x?ng thông th??ng thì mô-men xo?n c?ng g?n nh? t??ng ???ng nhau khi cùng dung tích xy lanh bác ",Kia Seltos,Powertrain / Performance,Torque,Neutral,0.8,False,OK
ec0f66ee-9577-4f8f-97cc-8a4ea1b6c3af,"Có nhi?u ch? bác, m?i ng??i m?i l?a ch?n khác nhau ?.",Toyota Yaris Cross,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
87a679be-9cd2-49c5-9736-36674d2e54f3,Ngo?i hình x?u h?n b?n th??ng,Creta,Styling / Design,Exterior Design,Negative,0.95,False,OK
539bee13-3996-4758-9815-edb20fac489f,"Giáp ?i cho h?i QL6 c? ?i ntn, ?i?m k?t ? ?o?n nào. Trc xem m?y ph?n v? hành trình Tây Ti?n hay quá. Và n?u hành trình ?",Toyota Yaris Cross,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
f210afcb-f32c-496a-a38a-70df6274a58f,V? ch?t xe thì bác ?ánh giá con này v?i con Skoda ntn ??,Creta,Value Perception,Competitor Comparison,Neutral,0.8,False,OK
ee2ecd81-a276-49d8-912e-880435330ac5,"tu? nhu c?u bác ?i. Thanh niên thích tr? trung bóng b?y chút s? h?p h?n ng??i quá cân ?o ?ong ??m, ch?ng h?n.

Kenz",Creta,Styling / Design; Comfort & Space,Youthful Design; Cabin Space,Neutral,0.65,False,LOW_CONFIDENCE|MIXED_SENTIMENT
c7a76d26-9bd9-44e4-bde9-a4ad238f6609,N?u có th? VRT làm 1 clip v? ford escape ?i,Kia Seltos,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
93b3c389-1b76-48ea-971d-1a9a79d991ee,"? @NguyenNguyen-rk1qx  th? thì ph?i g?p Omoda C5, Lynk06, Jaecoo J7 1.6T, geely Coolray",Creta,Value Perception,Competitor Comparison,Neutral,0.7,False,OK
733d4fea-467c-4421-bd21-d83166344b55,Kênh car passion thì dìm TOY tân b?c MITSU      https://www.youtube.com/watch?v=H-Kh1GN1_C0,Toyota Yaris Cross,Brand Perception,Competitor Comparison,Positive,0.8,False,OK
071dadc0-8538-4e21-9c10-f8b13e3b6e65,"HRV b?n L h?n h?n con này. NH?ng giá tr? quan tr?ng c?a 1 chi?c xe nó ??u t?t h?n. ??c bi?t là ch?t l??ng hoàn thi?n, kh",Honda HRV,Other; Other; Other,Build Quality; Body Frame Quality; Material Quality,Positive,0.917,False,OK
6a12af5b-7745-4522-a4b4-0dd0cf92913e,"T?i th?y th? này, c? 2 ??u m?ng v?, mitsu r?ng thoáng h?n, toy thì an toàn ch? ??ng t?t h?n. Tôi ch?n mitsu",Toyota Yaris Cross,Comfort & Space; Safety & ADAS,Cabin Space; Active Safety,Neutral,0.95,False,MIXED_SENTIMENT
672ded58-956f-4e49-9803-4c098ff65aaf,Có ai vote Xforce gi?ng tôi không,Toyota Yaris Cross,Value Perception,Competitor Comparison,Negative,0.95,False,OK
862c681d-b43d-438e-b13c-08e5a4233a00,Chúng em r?t trân tr?ng nh?ng l?i ??ng viên c?a bác. Chúng em ?ã và s? ti?p t?c ??t l?i ích c?a khách hàng và khán gi? l,Kia Seltos,Brand Perception,After Sales Service,Positive,0.7,False,OK
8c5dd6d9-ce33-4ff2-83b0-a1e9598adfc5,Quan tr?ng là ng??i ta c?n gì ! Bây gi? khách hàng ng??i ta thích xe nhi?u options công ngh? thì CX5 v?i Ford Tàu làm gì,Creta,New Tech; Brand Perception,Technology Features; Competitor Brand Image,Positive,0.85,False,OK
abf2dbbc-fa1c-4e9b-bc85-f8dc358bdad8,Tôi ?ã ch?n yaris cross th?t hài lòng,Toyota Yaris Cross,Other,Ownership Experience,Positive,0.95,False,OK
47838241-3c3a-4311-8afe-3f5156cca246,Tôi th?y hình nh? trong c?m xúc anh thiên v? toyota nên có m?t s? ?i?m hay c?a xforce anh ?ánh giá l??t nhanh ho?c nói c,Toyota Yaris Cross,Comfort & Space; Other; Comfort & Space; Comfort & Space,Leg Room; Steering Feel; Seat Comfort; Center Armrest,Negative,0.875,False,OK
c8abb138-2400-4d21-a6f9-f0f0699c3229,? @thich100  Liên quan gì ??n Vin ? ?ây b?n.,Toyota Yaris Cross,Value Perception,Competitor Comparison,Positive,0.6,False,LOW_CONFIDENCE
cfe03ffb-439e-4c11-9fff-9792dc692191,chu?n l?n bánh c?ng g?n 800tr thì thôi,Creta,Value Perception,Price,Negative,0.9,False,OK
edd04d0c-b258-4427-b399-45b15b4e1ec0,wow wow wow wow wow wow wow wow wow wow,Kia Seltos,Other,General Impression,Positive,0.95,True,OK
becf15d6-88fc-411d-aae6-760bb7f69074,@GearUpVN HD th?ng do theo h??ng thi?t k? na ná xe ??c ?ánh vào gi?i tr? thích ti?n ít th?t nhi?u dám ch?i dám ch?u nên ,Creta,Brand Perception; Value Perception,Brand Image; Competitor Comparison,Neutral,0.85,False,MIXED_SENTIMENT
35b10ebd-dffd-4759-843d-8b663b287df1,Xe x?ng nên gi?m giá c?nh tranh xe ?i?n kìa..giá này so nhìu model hãng khác quá cao,Creta,Value Perception,Price,Negative,0.9,False,OK
02006d3d-75ea-48b8-b420-47a2a0ca6411,"D?, thi?t k? hàng gh? th? 2 ch?t th?t bác ?.",Kia Seltos,Styling / Design,Second Row Seat Design,Positive,0.95,False,OK
85afdafc-f8e7-44c5-8fc7-cf75bdef4a0f,h?n hoài không th?y video chi ti?t,Creta,Other,Information Availability,Neutral,0.8,False,OK
902c0af8-06ea-4217-ac0f-9d8f5d8bacbb,"@huyduongkhang4166  HRV th?c s? ch? có b?n RS là x?ng ?áng ch?t HONDA. còn b?n G thì ?? h??ng th? ? m?c t?i thi?u, ch? ?",Honda HRV,Brand Perception; Value Perception,Brand Image; Feature Content,Neutral,0.925,False,MIXED_SENTIMENT
8dcee1b6-dbb1-484b-b02e-2ec336f9b795,Máy turbo + tr?n kính thì giá l?i b?ng bên thái. ? ch?t,Creta,Powertrain / Performance; Styling / Design; Value Perception,Turbo Engine; Glass Roof; Price,Positive,0.883,True,OK
2635c6c4-3fc6-4085-bfe9-bf87b43fd494,?ánh giá kia rondo ?i anh,Kia Seltos,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
86c28111-0e16-4748-b2e4-922aec248867,hóng clip m?i anh Kenz ?iii,Creta,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
dade571b-9046-4df7-a678-4d109b7991f3,"ko c?n l?n t?n, ?i xe ch? c?n quan tâm ??n k? b?o d??ng thì cho vào hãng là ?i tho?i mái. T ?ang ?i Tuc 15 v?n r?i, xe v",Creta,Brand Perception; Brand Perception; Value Perception; Value Perception,Brand Trust; Country of Origin Image; Durability; Maintenance Cost,Positive,0.863,False,OK
cc526b09-e702-43ed-91f5-010a25d0834b,?o b?ng th??c h?n hoi mà ông kêu xf r?ng thoáng h?n ch? nào v?y.,Toyota Yaris Cross,Comfort & Space,Cabin Space,Positive,0.8,False,OK
ebe137f5-be41-483a-ab32-e5c25d60cd08,Tôi l?i th?y nó hài hòa nh?t. Tàu thì còn th??ng hi?u m?i ki?u gì c?ng có nh?ng thi?t thòi. Nh?t thì nói th?ng ra ? phân,Creta,Styling / Design; Value Perception; Brand Perception,Design Harmony; Competitor Comparison; Country of Origin Image,Positive,0.9,False,OK
9792571a-2298-4a47-9ad5-780ef891d3e2,"D?, c?ng không hoàn toàn là v?y nh?ng th??ng th??ng th? bác ?. Xe g?m cao thì các hãng s? ph?i x? lý g?m treo ch?c ch?n ",Toyota Yaris Cross,Comfort & Space; Comfort & Space,Ride Quality; Cornering Stability,Neutral,0.9,False,OK
a7679a84-b245-479a-9370-509313ac16f0,Tôi ch? uy tín m?i ông và ??i ?? rv con này. ?ang cân nh?c e này. Ý ki?n ae th? nào khi r?t nhi?u ae chê là ngáo giá?,Creta,Value Perception,Price,Negative,0.7,False,OK
8f248f75-744d-4079-93b6-c552d03ce546,2 em  g?n nh? nhau. ai thích dáng thì l?y thôi. ra t?t m?i ?c g?p seltos,Kia Seltos,Styling / Design; Other,Exterior Design; Availability,Neutral,0.85,False,OK
665ece6e-2dd8-4239-94ad-2ec77838b522,Bác ?o ? v? trí gh? sau ?i .... ?o b?ng áp su?t l?p ?i ? :) th?y ngay,Kia Seltos,Comfort & Space,Rear Seat Space,Negative,0.9,False,OK
966a8739-d808-4cb3-b201-0fea44f974ad,"@VietnamRoadTrip  e ko quan tâm x?ng l?m, ch? qtam khung g?m và ??ng c? con nào lái t?t h?n ?, e tính mua xe cho v? ?i l",Toyota Yaris Cross,Comfort & Space; Powertrain / Performance; Powertrain / Performance,Ride Quality; Engine Power; Handling,Neutral,0.6,False,LOW_CONFIDENCE
c4d142f0-af1f-4b32-8356-5b60fdb62a34,@VietnamRoadTrip  em ?ang ?i Pre Seltos nên th?y Seltos nên quay l?i AT 6 c?p nh? Kona s? ?n ??nh h?n DCT .. ??ng c? thì,Kia Seltos,Powertrain / Performance; Powertrain / Performance,Transmission; Engine Power,Neutral,0.875,False,MIXED_SENTIMENT
699a3ec5-e43d-4e91-b646-8d5ba4d839ce,VRT có bài ?ánh giá Almera ch?a nh?? Tìm ch?a th?y.,Kia Seltos,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
362697b8-4780-487b-9da4-3fdf6e1d095c,"Hì hì, nó bé quá bác nh?.",Toyota Yaris Cross,Comfort & Space,Cabin Space,Negative,0.9,False,OK
b33bc13f-acb3-4ce1-8737-390944d3757d,C?m xúc ch?c hrv h?n. ?? h??ng th? thì con này h?n h?n,Creta,Brand Perception; Styling / Design,Brand Image; Overall Design Direction,Neutral,0.75,False,MIXED_SENTIMENT
4753b7a4-6f20-4aef-af12-35f0fb827a45,"@quanchu7717  YC, Xforce b?n Pre không b? c?t option ?ó",Toyota Yaris Cross,Value Perception,Competitor Comparison,Positive,0.7,False,OK
93b3c389-1b76-48ea-971d-1a9a79d991ee,"? @NguyenNguyen-rk1qx  th? thì ph?i g?p Omoda C5, Lynk06, Jaecoo J7 1.6T, geely Coolray",Jaecoo J7,Value Perception; Powertrain / Performance,Competitor Comparison; Engine Specification,Neutral,0.65,False,LOW_CONFIDENCE
47feef85-19b3-4270-b8a5-b041226e1f78,"Kona ?i m?t mình thôi, xe ch?t và sóc, ng?i sau là m?t c?c hình",Kia Seltos,Powertrain / Performance; Comfort & Space; Comfort & Space,Acceleration; Ride Quality; Rear Seat Comfort,Positive,0.883,False,OK
2a502186-a998-44b3-b9b8-883d187f6fd6,"Mình ?ã s? h?u m?t chi?c creta b?n ??c bi?t. V?n hành êm, không gian r?ng rãi, g?m cao, quan sát thoáng",Creta,Comfort & Space; Comfort & Space; Other; Other,Ride Quality; Cabin Space; Ground Clearance; Visibility,Positive,0.9,False,OK
6f53fe10-d77d-4a24-9806-ee4ffc405ee4,"@YzzphungMinhTue  v?i bác ch?t l??ng không b?ng nh?ng con yaris v?i ng khác b? m? trông uy tín h?n, r? h?n g?n 100 c? bù",Creta,Value Perception; Brand Perception; Brand Perception,Price; Quality Perception; Country of Origin Image,Negative,0.8,False,MIXED_SENTIMENT
54ebda5c-2ef5-4d01-a905-419c82adfa56,"Cho e h?i 2 con này, hrv so vs nissan kicks thì ntn ?, v? khung g?m và c?m giác lái thôi ?. E ?ang tính mua kicks cho v?",Honda HRV,Powertrain / Performance; Powertrain / Performance; Value Perception,Chassis; Driving Feel; Competitor Comparison,Negative,0.733,False,OK
5b3a119b-3178-410c-9959-9bb1615f8672,"D?, bác ?ang quan tâm Rondo ?, ?? t?i em s?p x?p làm bác nhá.",Kia Seltos,Other,General,Neutral,0.0,False,NO ASPECT | NONSUBSTANTIAL
8654f1fe-d7bb-49a2-96cc-e752d61fd9bc,"Thì ?úng mà, nên n?u lái thì sedan vào cua bám ???ng thích h?n nhi?u, nó ko có c?m giác chòng chành, nh?ng nh??c ?i?m vs",Toyota Yaris Cross,Powertrain / Performance; Comfort & Space; Value Perception,Cornering Grip; Body Roll; Competitor Comparison,Negative,0.667,False,LOW_CONFIDENCE|MIXED_SENTIMENT
