record_id,scraped_at,country,platform,platform_type,page_number,source_url,thread_id,thread_or_video_title,post_id,parent_post_id,author_id,author_username,post_date,post_date_normalized,content_original,Initial_Translation,car_brand,car_model,car_segment,Initial_parameter,Initial_sentiment,has_media,media_urls,like_count,reply_count,share_count,view_count,is_thread_opener,star_rating,star_rating_max,star_rating_available,scraper_version,raw_html_hash,enriched_content,has_context,is_semantic_duplicate,duplicate_of_id,similarity_score,content_quality_flag,wow_signal_hits,category,parameter,sentiment,confidence,is_wow_factor,review_flag,focus_model,content_english,translation_status,translation_source,is_substantial,engagement_raw,engagement_score,sentiment_weight,wow_factor_score,wow_score_tier
9011285c-aabd-4883-bf44-1cf07f4322a6,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=4YB-nsxzQ5s&pp=ygURQllEIE02IFZp4buHdCBOYW0%3D,4YB-nsxzQ5s,"""Innova ?i?n"" BYD M6 chính th?c ra m?t - Phân khúc mà VN có th? thi?u | TIPCAR TV",,4YB-nsxzQ5s,https://www.youtube.com/@TipcarTV,@TipcarTV,1 tahun yang lalu,01/07/2025,"Bác xem ?o?n 5:30 nhé, hình ?nh nét h?n nhi?u. ?ó là ??ng h? chuy?n hóa n?ng l??ng ?. ? bên ngoài v?ch xanh theo chi?u kim ??ng h? là n?ng l??ng tiêu hao khi v?n hành. Còn khi gi?m ga ho?c phanh, ??ng h? d?ch chuy?n vào vùng v?ch xanh thì là ?ang ???c tái t?o, ngh?a là s?c l?i.",,BYD,BYD M6,C-MPV,,Neutral,FALSE,,1,,0,0,FALSE,,,FALSE,youtube_scraper_v2,,"Bác xem ?o?n 5:30 nhé, hình ?nh nét h?n nhi?u. ?ó là ??ng h? chuy?n hóa n?ng l??ng ?. ? bên ngoài v?ch xanh theo chi?u kim ??ng h? là n?ng l??ng tiêu hao khi v?n hành. Còn khi gi?m ga ho?c phanh, ??ng h? d?ch chuy?n vào vùng v?ch xanh thì là ?ang ???c tái t?o, ngh?a là s?c l?i.",FALSE,FALSE,,,KEEP,,New Tech,Energy Flow Display,Positive,1,FALSE,OK,BYD M6,"Please watch the segment at 5:30, the image is much clearer. That's the energy conversion gauge. The outer part of the green arc clockwise shows energy consumption during operation. When you release the accelerator or brake, the gauge moves into the green arc area, meaning it's being regenerated, i.e., recharging.",ok,auto,TRUE,0.693147181,5.57,1,52.79,MEDIUM
f3c6b7a6-890f-428d-ac9c-82ad27d0b48c,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=5bFwkye1Hy8&pp=ygURQllEIE02IFZp4buHdCBOYW0%3D,5bFwkye1Hy8,"Xe ?i?n 7 ch? BYD M6: Chi ti?t ?u nh??c ?i?m. Có gì v??t tr?i h?n Xpander, Veloz...",,5bFwkye1Hy8,https://www.youtube.com/@trungcanhnguyen7781,@trungcanhnguyen7781,1 tahun yang lalu,01/07/2025,Cháy n? ch?y không k?p luôn.,,BYD,BYD M6,C-MPV,,Neutral,FALSE,,0,,0,0,TRUE,,,FALSE,youtube_scraper_v2,,Cháy n? ch?y không k?p luôn.,FALSE,FALSE,,,KEEP,,Safety & ADAS,Fire Safety,Negative,1,FALSE,OK,BYD M6,"It's burning, you can't even run away in time.",ok,auto,TRUE,0,0,0,0,LOW
71034647-d853-416d-8a75-97aadf87e2fa,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=5bFwkye1Hy8&pp=ygURQllEIE02IFZp4buHdCBOYW0%3D,5bFwkye1Hy8,"Xe ?i?n 7 ch? BYD M6: Chi ti?t ?u nh??c ?i?m. Có gì v??t tr?i h?n Xpander, Veloz...",,5bFwkye1Hy8,https://www.youtube.com/@VietnamRoadTrip,@VietnamRoadTrip,10 bulan yang lalu,01/09/2025,"C?c k? khó bác ?, pin Blade c?a BYD khó cháy l?m bác ?, bác c? xem các th? nghi?m c?a hãng s? bi?t ?.",,BYD,BYD M6,C-MPV,,Neutral,FALSE,,0,,0,0,FALSE,,,FALSE,youtube_scraper_v2,,"C?c k? khó bác ?, pin Blade c?a BYD khó cháy l?m bác ?, bác c? xem các th? nghi?m c?a hãng s? bi?t ?.",FALSE,FALSE,,,KEEP,,Safety & ADAS,Battery Fire Safety,Positive,1,TRUE,OK,BYD M6,"Extremely difficult, sir. BYD's Blade battery is very hard to catch fire, sir. Just watch the company's tests and you'll know.",ok,auto,TRUE,0,0,1,50,MEDIUM
21bc62ec-1ec6-408c-8073-f985c95d86f9,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=0SAtax-H4UM&pp=ygURQllEIE02IFZp4buHdCBOYW3SBwkJTgsBhyohjO8%3D,0SAtax-H4UM,Lái xe d?ch v? ?ánh giá BYD M6 - toát m? hôi gi?a mùa ?ông | TIPCAR TV,,0SAtax-H4UM,https://www.youtube.com/@luonghoang3202,@luonghoang3202,2 bulan yang lalu,01/05/2026,mua r?i l? khen haha,,BYD,BYD M6,C-MPV,,Neutral,FALSE,,0,,0,0,TRUE,,,FALSE,youtube_scraper_v2,,mua r?i l? khen haha,FALSE,FALSE,,,LOW_SIGNAL,,,,,,,,,,,,,,,,,
68fbfee0-21cb-40d1-af46-dbb9a5007ca0,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=0SAtax-H4UM&pp=ygURQllEIE02IFZp4buHdCBOYW3SBwkJTgsBhyohjO8%3D,0SAtax-H4UM,Lái xe d?ch v? ?ánh giá BYD M6 - toát m? hôi gi?a mùa ?ông | TIPCAR TV,,0SAtax-H4UM,https://www.youtube.com/@BaoDang-p5r,@BaoDang-p5r,2 bulan yang lalu,01/05/2026,Ch? l? mình c?ng mua xe này sao ta?,,BYD,BYD M6,C-MPV,,Neutral,FALSE,,1,,0,0,TRUE,,,FALSE,youtube_scraper_v2,,Ch? l? mình c?ng mua xe này sao ta?,FALSE,FALSE,,,KEEP,,Other,General Impression,Positive,0.7,FALSE,OK,BYD M6,,skipped_not_substantial,,FALSE,,,,,
382917c6-b5ad-49fd-b6ec-3faf0fc56bfe,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=0SAtax-H4UM&pp=ygURQllEIE02IFZp4buHdCBOYW3SBwkJTgsBhyohjO8%3D,0SAtax-H4UM,Lái xe d?ch v? ?ánh giá BYD M6 - toát m? hôi gi?a mùa ?ông | TIPCAR TV,,0SAtax-H4UM,https://www.youtube.com/@luonghoang3202,@luonghoang3202,2 bulan yang lalu,01/05/2026,ch?y vùng cao k có tr?m s?c ??n l?y thông thái gì kb,,BYD,BYD M6,C-MPV,,Neutral,FALSE,,0,,0,0,TRUE,,,FALSE,youtube_scraper_v2,,ch?y vùng cao k có tr?m s?c ??n l?y thông thái gì kb,FALSE,FALSE,,,KEEP,,Other,Charging Infrastructure,Negative,0.8,FALSE,OK,BYD M6,,skipped_not_substantial,,FALSE,,,,,
2cdccd9e-e1ab-46d6-ab8b-b45492da2316,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=p8vo0FdiHEE&pp=ygURQllEIE02IFZp4buHdCBOYW0%3D,p8vo0FdiHEE,"Trên tay BYD M6 : L?a ch?n xe d?ch v? 7 ch? thu?n ?i?n m?i, ch? y?u là ti?t ki?m chi phí và ?n ??nh",,p8vo0FdiHEE,https://www.youtube.com/@coledangcap7535,@coledangcap7535,1 tahun yang lalu,01/07/2025,luôn ?ng h? BYD . nói ko v?i V F,,BYD,BYD M6,C-MPV,,Neutral,FALSE,,5,,0,0,TRUE,,,FALSE,youtube_scraper_v2,,luôn ?ng h? BYD . nói ko v?i V F,FALSE,FALSE,,,KEEP,,Brand Perception; Value Perception,Brand Support; Competitor Comparison,Positive,1,FALSE,OK,BYD M6,Always support BYD. Say no to VF.,ok,auto,TRUE,1.252762968,10.06,1,55.03,MEDIUM
b7dc9c1f-5e29-4912-8fbd-eb5b2f1f7a5a,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=4YB-nsxzQ5s&pp=ygURQllEIE02IFZp4buHdCBOYW0%3D,4YB-nsxzQ5s,"""Innova ?i?n"" BYD M6 chính th?c ra m?t - Phân khúc mà VN có th? thi?u | TIPCAR TV",,4YB-nsxzQ5s,https://www.youtube.com/@NguyenNguyen-w9m6e,@NguyenNguyen-w9m6e,1 tahun yang lalu,01/07/2025,Xe ??p ??ng c?p.??ng dùng vf là ng? su?n.tôi yêu byd,,BYD,BYD M6,C-MPV,,Neutral,FALSE,,1,,0,0,TRUE,,,FALSE,youtube_scraper_v2,,Xe ??p ??ng c?p.??ng dùng vf là ng? su?n.tôi yêu byd,FALSE,FALSE,,,KEEP,,Styling / Design; Value Perception; Brand Perception,Exterior Design; Competitor Comparison; Brand Image,Positive,0.967,FALSE,OK,BYD M6,"Beautiful car, premium class. Currently using VF, it's smooth. I love BYD.",ok,auto,TRUE,0.287682072,2.31,0.967,49.5,MEDIUM
7e5346c4-8042-4ed3-9cfd-e06c3fb7d57e,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=0SAtax-H4UM&pp=ygURQllEIE02IFZp4buHdCBOYW3SBwkJTgsBhyohjO8%3D,0SAtax-H4UM,Lái xe d?ch v? ?ánh giá BYD M6 - toát m? hôi gi?a mùa ?ông | TIPCAR TV,,0SAtax-H4UM,https://www.youtube.com/@fomatsung,@fomatsung,2 bulan yang lalu (diedit),01/05/2026,Xe ch?y trong ngày 50 - 60kmh không ?? qua ?êm mà 100% pin ?i ?c 342km thì th?t quá.  Có b?t ?i?u hoà nh?ng nhi?t ?? ngoài tr?i th?p thì nó c?ng ko ho?t ??ng quá nhi?u. T??ng ???c 390 km nh? anh này kh?ng ??nh ch?c n?ch ch?. V? quãng ???ng này  nói th?t thua VF5 2023 ch?y tr?i n?ng n?a.,,BYD,BYD M6,C-MPV,,Neutral,FALSE,,0,,0,0,TRUE,,,FALSE,youtube_scraper_v2,,Xe ch?y trong ngày 50 - 60kmh không ?? qua ?êm mà 100% pin ?i ?c 342km thì th?t quá.  Có b?t ?i?u hoà nh?ng nhi?t ?? ngoài tr?i th?p thì nó c?ng ko ho?t ??ng quá nhi?u. T??ng ???c 390 km nh? anh này kh?ng ??nh ch?c n?ch ch?. V? quãng ???ng này  nói th?t thua VF5 2023 ch?y tr?i n?ng n?a.,FALSE,FALSE,,,KEEP,,Powertrain / Performance,Battery Range,Negative,0.95,FALSE,OK,BYD M6,"The car runs at 50-60 km/h during the day without an overnight stop, and with 100% battery it only does 342 km – that's really disappointing. The AC was on, but since the outside temperature was low, it didn't work that much. I expected 390 km as this guy firmly claimed. Frankly, in terms of range, it even loses to the VF5 2023 when driving in hot weather.",ok,auto,TRUE,0,0,0,0,LOW
78dbff9d-3dde-4584-a222-695104888cbd,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=0SAtax-H4UM&pp=ygURQllEIE02IFZp4buHdCBOYW3SBwkJTgsBhyohjO8%3D,0SAtax-H4UM,Lái xe d?ch v? ?ánh giá BYD M6 - toát m? hôi gi?a mùa ?ông | TIPCAR TV,,0SAtax-H4UM,https://www.youtube.com/@binhle1947,@binhle1947,3 bulan yang lalu,01/04/2026,Anh ?ã r?t sáng su?t khi ch?n BYD,,BYD,BYD M6,C-MPV,,Neutral,FALSE,,1,,0,0,TRUE,,,FALSE,youtube_scraper_v2,,Anh ?ã r?t sáng su?t khi ch?n BYD,FALSE,FALSE,,,KEEP,,Brand Perception,Brand Trust,Positive,0.95,FALSE,OK,BYD M6,You were very wise to choose BYD.,ok,auto,TRUE,0.693147181,5.57,0.95,50.29,MEDIUM
b849af19-aae0-4228-97c0-e98c93f63a35,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=0SAtax-H4UM&pp=ygURQllEIE02IFZp4buHdCBOYW3SBwkJTgsBhyohjO8%3D,0SAtax-H4UM,Lái xe d?ch v? ?ánh giá BYD M6 - toát m? hôi gi?a mùa ?ông | TIPCAR TV,,0SAtax-H4UM,https://www.youtube.com/@Phong-qe5zy,@Phong-qe5zy,3 bulan yang lalu,01/04/2026,"Ch?c ch?n là ngon h?n Vinfast zòi , nó là công ngh? h?ng 1 , VinFast l?i là công ngh? h?ng 2",,BYD,BYD M6,C-MPV,,Neutral,FALSE,,2,,0,0,TRUE,,,FALSE,youtube_scraper_v2,,"Ch?c ch?n là ngon h?n Vinfast zòi , nó là công ngh? h?ng 1 , VinFast l?i là công ngh? h?ng 2",FALSE,FALSE,,,KEEP,ngon(100.0%),Brand Perception,Brand Image,Positive,0.95,FALSE,OK,BYD M6,"Definitely better than Vinfast, it's tier 1 technology, VinFast is tier 2 technology.",ok,auto,TRUE,1.098612289,8.83,0.95,51.91,MEDIUM
6b0cb8e6-927d-4fca-ac3a-e5e9efebbd01,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=0SAtax-H4UM&pp=ygURQllEIE02IFZp4buHdCBOYW3SBwkJTgsBhyohjO8%3D,0SAtax-H4UM,Lái xe d?ch v? ?ánh giá BYD M6 - toát m? hôi gi?a mùa ?ông | TIPCAR TV,,0SAtax-H4UM,https://www.youtube.com/@mocnhienhoang8473,@mocnhienhoang8473,3 bulan yang lalu,01/04/2026,"BYD h? set ph?n pin an toàn  cao h?n h?n nh?ng xe ?i?n khác, ?? b?o v? tu?i th? c?a Pin cao h?n, nên m?c dù xe ?ã bao h?t pin nh?ng th?c ch?t v?n còn ít nh?t 5-10% pin d? phòng.",,BYD,BYD M6,C-MPV,,Neutral,FALSE,,0,,0,0,TRUE,,,FALSE,youtube_scraper_v2,,"BYD h? set ph?n pin an toàn  cao h?n h?n nh?ng xe ?i?n khác, ?? b?o v? tu?i th? c?a Pin cao h?n, nên m?c dù xe ?ã bao h?t pin nh?ng th?c ch?t v?n còn ít nh?t 5-10% pin d? phòng.",FALSE,FALSE,,,KEEP,,Powertrain / Performance,Battery Safety,Positive,0.95,FALSE,OK,BYD M6,"BYD has a safer battery design than other electric cars, to better protect battery life, so even when the car shows 0% battery, there is actually at least 5-10% reserve battery left.",ok,auto,TRUE,0,0,0.95,47.5,MEDIUM
9ac3cdcd-a1db-449a-a12f-eb000539dd8c,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=0SAtax-H4UM&pp=ygURQllEIE02IFZp4buHdCBOYW3SBwkJTgsBhyohjO8%3D,0SAtax-H4UM,Lái xe d?ch v? ?ánh giá BYD M6 - toát m? hôi gi?a mùa ?ông | TIPCAR TV,,0SAtax-H4UM,https://www.youtube.com/@Tr%C6%B0%E1%BB%9DngNguy%E1%BB%85nv%C4%83nTr%C6%B0%E1%BB%9Dng-h7i,@Tr??ngNguy?nv?nTr??ng-h7i,3 minggu yang lalu,10/06/2026,Mu?n BYd làm thêm câc tr?m s?c trên tr?m d?ng nghi các dg cao t?c,,BYD,BYD M6,C-MPV,,Neutral,FALSE,,0,,0,0,TRUE,,,FALSE,youtube_scraper_v2,,Mu?n BYd làm thêm câc tr?m s?c trên tr?m d?ng nghi các dg cao t?c,FALSE,FALSE,,,KEEP,,New Tech,Charging Network,Negative,0.95,FALSE,OK,BYD M6,I want BYD to add more charging stations at rest stops along highways.,ok,auto,TRUE,0,0,0,0,LOW
460a4d50-2a80-46e6-ade2-2d612e911c9a,46203.72052,Vietnam,YouTube,video_comment,,https://www.youtube.com/watch?v=0SAtax-H4UM&pp=ygURQllEIE02IFZp4buHdCBOYW3SBwkJTgsBhyohjO8%3D,0SAtax-H4UM,Lái xe d?ch v? ?ánh giá BYD M6 - toát m? hôi gi?a mùa ?ông | TIPCAR TV,,0SAtax-H4UM,https://www.youtube.com/@inhhungnguyen-bg3qw,@inhhungnguyen-bg3qw,4 bulan yang lalu,01/03/2026,Ngu ch? thông j ông ? Lúc còn ít pin mà khách g?i cu?c ?i xa thì ?n lol.  Ko nh?n thì ti?c .,,BYD,BYD M6,C-MPV,,Neutral,FALSE,,0,,0,0,FALSE,,,FALSE,youtube_scraper_v2,,Ngu ch? thông j ông ? Lúc còn ít pin mà khách g?i cu?c ?i xa thì ?n lol.  Ko nh?n thì ti?c .,FALSE,FALSE,,,KEEP,,Powertrain / Performance,Battery Range,Negative,0.95,FALSE,OK,BYD M6,"Stupid, what do you know, man? When the battery is low and a customer calls for a long trip, you're screwed. If you don't take it, you'll regret it.",ok,auto,TRUE,0,0,0,0,LOW
