record_id,content_original,focus_model,category,parameter,sentiment,confidence,is_wow_factor,review_flag
abfa1b1c-9593-448a-a062-cfc6df2430f7,"Sớm
Muộn vf5 cũng
Có bản giá mềm. Lấh bớt khách của vf3. Vẫn còn nh ng mua vf3 vì chỉ thích xe nhỏ đi cá nhân luồn lách ",Vinfast VF5,Value Perception; Value Perception,Price; Competitor Comparison,Positive,0.75,False,OK
07400822-032f-4ae5-a5a6-8a0cded9e658,"xe này tính là 2 hàng hay 1 hàng ạ, nếu bé nhỏ 6 tháng muốn ngồi hàng ghế trước được không ạ?",VinFast VF3,Comfort & Space; Comfort & Space,Seat Configuration; Cabin Space,Neutral,0.85,False,OK
06efe5fd-69e3-400b-b929-537413b78b07,Sau 1/7 k đc b nhé,VinFast VF3,Other,General,Neutral,0.0,False,API_FAILED
8dfd1003-41cc-4315-a947-69a09327a10b,"@XẾCỘNG vậy thì hơi bất tiện cho mẹ rồi ạ, hàng sau có lắp được ghế an toàn không ạ",VinFast VF3,Comfort & Space,Rear Seat Child Seat Compatibility,Negative,0.9,False,OK
2cbf2e18-76ea-4d23-9001-2da6ed37d026,Điều hòa có chỉnh dc ko😅,VinFast VF3,Comfort & Space,Air Conditioning,Neutral,0.9,False,OK
bd6934d1-0976-44a2-8532-6eda83d8a798,"Nhóm cập nhật và tư vấn mua xe của Xế Cộng

https://zalo.me/g/b2kqtocrf9akbwpd4wsx",VinFast VF3,Other,General,Neutral,0.0,False,API_FAILED
db833a97-7523-4d1a-8013-5e94d944e8ca,Mún đặt xe o2o thì nhắn cho anh hay sao ạ,VinFast VF3,Other,General,Neutral,0.0,False,API_FAILED
e36daf9a-8b36-4dad-b8b7-081216b94527,Vào nhóm rồi cần gì báo anh em hỗ trợ b nhé,VinFast VF3,Other,General,Neutral,0.0,False,API_FAILED
f9251f24-44da-45a1-b324-2bc3d64dbe49,VF5 cần thay đèn hậu có sáng đèn đỏ mà ko cần phanh khi đi buổi tối. Sẽ hữu ích cho xe sau bám đuôi hoặc tránh xe khi đi,VinFast VF3,Safety & ADAS,Tail Light Design,Negative,0.9,False,OK
f9251f24-44da-45a1-b324-2bc3d64dbe49,VF5 cần thay đèn hậu có sáng đèn đỏ mà ko cần phanh khi đi buổi tối. Sẽ hữu ích cho xe sau bám đuôi hoặc tránh xe khi đi,Vinfast VF5,Safety & ADAS,Tail Light Design,Negative,0.9,False,OK
2e7f5102-4db7-4355-9263-d2f992873e77,mua để được tiếng yêu nước,VinFast VF3,Brand Perception,Country of Origin Image,Positive,0.9,False,OK
1463816f-02bf-4afe-b26e-379fc2510c8b,Chả ai nói thế ngoài mấy thằng anti.,VinFast VF3,Other,General Impression,Neutral,0.6,False,LOW_CONFIDENCE
ecb63289-5a37-43f8-ae67-107dbc22295e,Nhà máy làm thêm cốp trước thì tốt hơn,VinFast VF3,Comfort & Space,Frunk Space,Neutral,0.8,False,OK
cda20596-c574-4ed8-a94f-2e5ec7a1bfc7,"VF5 hơn hẳn vf3 vì khung gầm, động cơ, pin và kích thước. Option có thể cắt bớt nhưng cốt lõi vẫn hơn nhiều vf3. Phù hợp",VinFast VF3,Powertrain / Performance; Powertrain / Performance; Comfort & Space; Value Perception,Engine Power; Battery Range; Cabin Space; Competitor Comparison,Negative,0.9,False,WOW_NOT_POSITIVE
cda20596-c574-4ed8-a94f-2e5ec7a1bfc7,"VF5 hơn hẳn vf3 vì khung gầm, động cơ, pin và kích thước. Option có thể cắt bớt nhưng cốt lõi vẫn hơn nhiều vf3. Phù hợp",Vinfast VF5,Powertrain / Performance; Powertrain / Performance; Comfort & Space; Value Perception; Other,Engine Power; Battery Range; Cabin Space; Competitor Comparison; General Impression,Positive,0.88,False,OK
a4b9456a-9bc1-4d86-a489-8a2d4feb5be8,"Cảm ơn b nói điều ai cũng biết , vì nó đắt hơn gần 200 chai thì chả vậy",VinFast VF3,Value Perception,Price,Negative,0.9,False,OK
4b0f8286-9f6f-426b-852f-23d7e9990b78,Nói gì mà điều ai cũng biết vậy bác,VinFast VF3,Other,General Impression,Neutral,0.9,False,OK
624cffec-88f0-4efd-a24e-11120a46feae,Xem từ những ngày đầu nhưng vẫn chưa biết công việc chính của Xế Cộng là gì .,VinFast VF3,Other,General Impression,Neutral,0.6,False,LOW_CONFIDENCE|LONG_NONSUBSTANTIAL
5d3d28cc-45a8-4cdf-88ee-2da42b764caa,Cay view kiếm tiền youtube bro,VinFast VF3,Other,General Impression,Neutral,0.6,False,LOW_CONFIDENCE
604f575d-c778-4d44-8c3c-7b4ba28e0300,"O2O ở tỉnh nào cũng được hả bạn, hay chỉ HN thôi",VinFast VF3,Other,General Impression,Neutral,0.9,False,WOW_NOT_POSITIVE
e260c235-554c-4db0-b650-0293950a0608,Chương trình áp dụng trên toàn quốc bác nhé!,VinFast VF3,Other,General Impression,Neutral,0.9,False,OK
8fcb855f-1192-491e-97b5-54d30afadc30,Vin bán cái xe này nên mở thêm 1 lớp hướng dẫn dùng xe cho khách hàng trước khi xuống tiền. Kiểu như đi mưa trượt bánh t,VinFast VF3,Other,Ownership Experience,Negative,0.9,False,LONG_NONSUBSTANTIAL
a2d53772-a865-4d3d-9cb3-8e84816a43eb,toyota nên dạy khách nên lái xe thế nào để tránh đâm đụng vì xe của hãng toàn thùng tôn di động đụng là nghẻo luôn,VinFast VF3,Safety & ADAS; Brand Perception,Crash Safety; Brand Trust,Positive,0.85,False,OK
6a5de4c9-6605-4931-89e2-2a5ed7164cd6,@HoSoDen-u6g toàn daihatsu nhái toy thôi,VinFast VF3,Brand Perception,Brand Image,Positive,0.8,False,OK
ace93367-6247-4b80-8cf8-d17eb7bb1829,nhiều anh em tài xế trong nước đăng FB tiktok khuyên đừng mua VF để khỏi mât tiền oan mà vẫn có người đâm đầu vô... hài ,VinFast VF3,Brand Perception; Value Perception,Brand Trust; Value for Money,Negative,0.875,False,OK
c0ce3715-036b-4e27-b2e3-592e0a723806,Ui. Ở nước ngoài thì k hiểu ở trong nước như nào đâu😅,VinFast VF3,Other,General Impression,Neutral,0.6,False,LOW_CONFIDENCE
7c78c343-51fb-4879-a34a-483c72bb3e63,"Chắc mấy ông đó bị tâm thần hay bị tính ghen ghét, đố kỵ !",VinFast VF3,Other,General Impression,Neutral,0.6,False,LOW_CONFIDENCE
93d32c8c-b13b-4490-b89b-54e248ad293c,"Dân mua vì đi lời lãi thì dân mua, tiền ai nấy tiêu, bạn cứ đi thử và tính toán thực tế đi mới thấy. Đọc mạng câu view t",VinFast VF3,Value Perception,Competitor Comparison,Neutral,0.7,False,OK
fd534a85-a8a1-4529-9db1-a3f9a4b3c835,"Nhảm vậy bác, tôi đã đi VF3 nếu có lên đời mua xe khác tôi cũng sẽ mua xe VinFast đây nè.",VinFast VF3,Brand Perception,Brand Loyalty,Positive,0.9,False,OK
a4bad41d-965a-4c09-afb1-060b107620b6,Mình làm nghề xe ở Mỹ.Mình không biết tại sao Vinfast không đem VF3 sang Mỹ nhất là Cali vì mẫu xe này sẽ phù hợp thị hi,VinFast VF3,Styling / Design; Value Perception,Body Shape; Competitor Comparison,Positive,0.85,False,OK
c82fca46-6255-4e11-aab4-e83aaae60328,ko đủ an toàn để bán âu mỹ. Ở Âu Mỹ thì khó có xe giá rẻ,VinFast VF3,Safety & ADAS; Value Perception,Safety Standards; Price,Neutral,0.85,False,OK
18dec2e3-823c-4824-ad95-7bb04b4ba2eb,"vf3 đi đô thị ngon rồi , ko tốn xăng nuôi xe nhàn ko",VinFast VF3,Powertrain / Performance; Value Perception; Other,Energy Consumption; Maintenance Cost; Ownership Experience,Positive,0.8,False,OK
c8022d03-d197-4700-8345-1dfc545ee972,"Đúng rồi bác, đi phố con này cực tiện và tiết kiệm ạ!",VinFast VF3,Value Perception; Comfort & Space,Energy Consumption; City Driving,Positive,0.85,False,OK
02cd81d7-3640-4a58-9421-9328d2ef1349,mấy ae tiên phong vỡ mòm =)))))))))))))) vừa bị chém vừa lỗi,VinFast VF3,Other,Ownership Experience,Negative,0.9,False,OK
d378e125-2325-4ff4-a40a-2a3a95e7e862,"Hãng xe nào cũng vậy thôi, cũng có tệp khách hàng tiên phong. Không có số 1 thì làm sao có số 2....",VinFast VF3,Other,General Impression,Neutral,0.9,False,LONG_NONSUBSTANTIAL
de1d8ed3-2947-4717-92a6-40e1ed6d6d2b,Đi 3 năm sướng bao lâu rồi,VinFast VF3,Other,Ownership Experience,Positive,0.7,False,OK
8213f40b-0dc5-4ef9-abb9-690775a34002,cho e hỏi như xe màu vàng kia thì lưu thông bình thường có bị CA thổi vì dán decal đổi màu như vậy ko ạ,VinFast VF3,Other,Legal Compliance,Neutral,0.9,False,LONG_NONSUBSTANTIAL
afe2c801-e781-4183-a3ca-dc3815c1318d,Trên 50% diện tích vẫn là màu trong đăng ký là oki,VinFast VF3,Other,Registration Color,Neutral,0.9,False,OK
01c723f4-5b64-4224-8434-539d31db4b5f,có xe sẵn giao liền k ạ?,VinFast VF3,Other,Availability,Neutral,0.9,False,OK
17e9b300-c5bd-496a-a0b5-359e0ca01583,Bạn liên hệ zalo 0888484892 xem cần xe gì. Khu vực nào để mình check nhé,VinFast VF3,Other,General,Neutral,0.0,False,API_FAILED
78da1406-daee-4faa-a8e3-6c352c4783ef,Macaron 260 triệu có làm khó được VF3?,VinFast VF3,Value Perception,Competitor Comparison,Positive,0.8,False,OK
d2069c19-2b0d-4dfd-a6df-ec532260096f,Ko. 2 tệp khách khác xa nhau lắm b,VinFast VF3,Other,General Impression,Neutral,0.6,False,LOW_CONFIDENCE
