record_id,content_original,focus_model,category,parameter,sentiment,confidence,is_wow_factor,review_flag
6327e20d-737e-4be4-98a5-a839c047320d,"oli gardan sama transmisi manual umur nya lebih lama om, bisa 40-60rb km tergantung trip juga, semakin jauh trip om nya ",Toyota Avanza,Powertrain / Performance; Value Perception,Transmission; Maintenance Cost,Positive,0.85,FALSE,OK
91a488b0-9932-4b1e-bd47-c28ccf5392f8,Mana yang duluan 6 bulan/km 5000,Toyota Avanza,Other,Ownership Experience,Neutral,0.7,FALSE,OK
9b5a6f97-8181-4061-95c4-b2e65247a86f,"2thn ato40rb km, mana yg tercapai lbh dulu",Toyota Avanza,Other,Ownership Experience,Neutral,0.8,FALSE,OK
1a3eb99a-3be2-4bb6-a43f-b5d67ed97b49,Maaf kalau mau di bantu Monggo kebetulan saya tukang bikin barcode,Toyota Avanza,Other,General Impression,Neutral,0.6,FALSE,LOW_CONFIDENCE
de6ce9a9-4b94-4cde-9c03-7001c41b57e1,Bisa om asal ada BPKB STNK bukti kepemilikan sekarang bisa om,Toyota Avanza,Other,Ownership Experience,Neutral,0.9,FALSE,OK
a5e0b6f4-7296-4351-a711-81dc879fc257,Saya bisa bang namq PT 2019 juga,Toyota Avanza,Other,General Impression,Neutral,0.6,FALSE,LOW_CONFIDENCE
b8dca97b-54ab-461d-803b-b7612a2cdaf8,"Bisa dibantu pembuatan barcode pertalite resmi, bayar seikhlasnya setelah jadi, wa 081991105005",Toyota Avanza,Other,Accessories,Neutral,0.9,FALSE,OK
da2e4ada-c77c-442a-bab7-90d3a796ed7b,bisa kok. punya sy nama PT,Toyota Avanza,Other,Ownership Experience,Positive,0.6,FALSE,LOW_CONFIDENCE
57ede3c3-e6c6-4175-9812-5551f162d3f9,Avz sy 2021 type E beli second yg pemilik sebelumnya a/n PT bsa bikin barcode Pertalite tuh,Toyota Avanza,Value Perception; Other,Resale Value; Fuel Type,Neutral,0.75,FALSE,OK
0abd9f79-754b-49c4-a492-d1d1c41e0ede,"Cek no tangka d stnk sama bpkb,, kasus sama, daftar pake stnk, tau2 ad perbedaan satu huruf bpkb dan stnk,,",Toyota Avanza,Other,Documentation Accuracy,Negative,0.9,FALSE,OK
5abb66b8-adc0-47b1-a08a-5105894f585b,Harus balik nama dulu baru bisa,Toyota Avanza,Other,Ownership Experience,Neutral,0.9,FALSE,OK
148f1109-f4cb-44d8-a008-ce094463136a,"Saya pakai, sejauh ini tidak ada keluhan",Toyota Avanza,Other,Ownership Experience,Positive,0.8,FALSE,OK
b3187aff-a9e6-4c22-86aa-74d8f18922c6,"Merek bendix tp awas barang kW om ,ini yg ORI",Toyota Avanza,Other,Genuine Parts,Negative,0.8,FALSE,OK
480345ed-a243-4ab3-bd1d-ec88e8c50ba7,Saya pakai om alhamdulillah aman malah udah beli lagi buat cadangan,Toyota Avanza,Brand Perception; Value Perception,Brand Trust; Competitor Comparison,Positive,0.85,FALSE,OK
6d2edf7a-f5a5-4029-a458-6a491fa2b480,Kang upami budiman pangandaran bandung anu jb5 eta jadwal ti pangandaran na jam sabaraha?,Toyota Avanza,Other,General Impression,Neutral,0.9,FALSE,OK
57cdb6f1-3929-4ec0-a0e0-80889d26fe7a,Keren???????????,BYD Atto 3,Styling / Design,Exterior Design,Positive,0.9,TRUE,OK
081eb53c-30da-4800-8764-e804fb238641,Masya allah tabarakallah mantap2,BYD Atto 3,Other,General Impression,Positive,0.9,TRUE,OK
7c980aaa-2faa-4334-ade7-78e4b4eec40d,"Nonton full, keren review nya ??????",BYD Atto 3,Other,General Impression,Positive,0.7,FALSE,OK
18bf7008-145a-41d1-8c6f-ecbda8b95782,Semoga viewers disini yg nonton tp belum punya mobil (saya juga) segera diberikan rezki berlimpah sehingga bisa kebeli. ,BYD Atto 3,Other,General Impression,Neutral,0.9,FALSE,OK
cf98022c-7cfa-4b53-a7e0-b60e18bbe1a3,"Setuju banget sama om Fitra harga sekarang mah kemahalan, dilihat dengan sudah banyaknya kompetitor.
https://youtu.be/b5",BYD Atto 3,Value Perception; Value Perception,Price; Competitor Comparison,Negative,0.85,FALSE,OK
d48eb2ed-e65e-4b1b-9760-c439adac1a68,@exoprasta  bilamana perlu korupsi agar up date,BYD Atto 3,Other,General Impression,Neutral,0.6,FALSE,LOW_CONFIDENCE
5f4e4bee-35f5-475f-9d16-16edc616e3d8,Wah stir nya mantabb pak,BYD Atto 3,Styling / Design,Steering Wheel Design,Positive,0.9,TRUE,OK
07e14997-f2e8-4c35-b057-c5c7771241b4,Pengukuran speed dari GPS juga ada keterbatasan kepresisiannya bang Fitra. Bila yang akses satelite GPS saat itu banyak/,BYD Atto 3,New Tech; New Tech; Safety & ADAS,GPS Navigation; Dashboard Display; Braking System,Neutral,0.8,FALSE,OK
7bd46da1-23cb-4f11-96e9-15bebf033f13,"betul, akurasi GPS, biasanya antara 1,5 s/d 3 meter, bahkan bisa sampai 10 meter, tergantung pada solid/tidaknya sinyal ",BYD Atto 3,New Tech,GPS Navigation,Neutral,0.9,FALSE,OK
94db834c-1e0d-4192-b373-a6cc0bb49b69,"Sya jg berpikir demikian, tpi untuk test berbagai mcm mobil perlu alat ukur yg konsisten, jika gps maka semua mobil yg d",BYD Atto 3,Other,Testing Methodology,Neutral,0.9,FALSE,OK
c6f27b81-e4b9-47ab-b1bf-7f20f0a799d0,"@muhammadadiyatwahyudi1502  paling akurat, ya menggunakan komputer pada balapan mobil F1 itu mas.",BYD Atto 3,Other,General Impression,Neutral,0.6,FALSE,LOW_CONFIDENCE
b6e3efc3-500e-43e8-bc61-5ee72b478347,"Kata kunci baru, klakson persahabatan ??????",BYD Atto 3,Other,Horn,Neutral,0.8,FALSE,OK
1e00de64-4f41-4655-abd5-f88f384cbb93,"Wah, waktu jln2 ke Singapore bnyak bgt mobil ini",BYD Atto 3,Brand Perception,Brand Popularity,Positive,0.8,FALSE,OK
75e96719-238e-41f0-803f-b5afed1130a7,"Akhirnya yg di tunggu, keluar juga??.",BYD Atto 3,Other,General Impression,Neutral,0.8,FALSE,OK
a2305e6e-e662-456d-aba6-44faa13f39aa,Mobil yang sempat diketawain om Elon karena Warren Buffett mau nginvest akhirnya siap mengaspal di Indonesia.,BYD Atto 3,Brand Perception; Other,Brand Image; General Impression,Positive,0.875,FALSE,OK
5d28bb61-9dc2-44f4-b1f0-093740ff6b57,"One pedal driving sangat tidak dianjurkan di China, karena muscle memory kaki untuk letak rem bisa hilang karena jarang ",BYD Atto 3,Powertrain / Performance; Safety & ADAS,One Pedal Driving; Braking System,Negative,0.85,FALSE,OK
d90ad65a-5b91-41e6-84ad-6d47ff571f0e,HRV jd terlihat sgt kuno jika disandingkan dgn atto3 ini,BYD Atto 3,Styling / Design,Exterior Design,Positive,0.95,FALSE,OK
d90ad65a-5b91-41e6-84ad-6d47ff571f0e,HRV jd terlihat sgt kuno jika disandingkan dgn atto3 ini,BYD Atto 1,Styling / Design,Exterior Design,Positive,0.95,FALSE,OK
c217aa01-2b22-4fca-9bcd-fce5b37b2e29,??????batul apalagi alat keselamtannya  bisa jd gk atif ????,BYD Atto 3,Safety & ADAS,Safety Features,Negative,0.8,FALSE,OK
e8a3d663-b3c4-4c23-8f97-ee82c0e039f3,"Bismillah... semoga bisa ganti mobil bensin saya, ke mobil BYD Atto 3... Aamiin Ya Robbal Aalamiin... cape beli bensin y",BYD Atto 3,Value Perception; Powertrain / Performance; Brand Perception,Fuel Cost Savings; Electric Vehicle; Brand Desire,Positive,0.867,TRUE,OK
e8a3d663-b3c4-4c23-8f97-ee82c0e039f3,"Bismillah... semoga bisa ganti mobil bensin saya, ke mobil BYD Atto 3... Aamiin Ya Robbal Aalamiin... cape beli bensin y",BYD Atto 1,Powertrain / Performance; Value Perception; Brand Perception,Energy Consumption; Fuel Cost Savings; Brand Trust,Positive,0.867,FALSE,OK
3b644b69-cf90-453f-b477-77490db9f383,Cakep banget interior nya....,BYD Atto 3,Styling / Design,Interior Design,Positive,0.9,FALSE,OK
b580cfdb-f8b0-4a45-85f6-d701c5df4227,"BYD Atto designnya emang ga striking tapi cantikkkk, dr semua angle enak diliatnya. Jujur setelah lihat langsung antara ",BYD Atto 3,Styling / Design; Value Perception,Exterior Design; Competitor Comparison,Positive,0.925,FALSE,OK
b580cfdb-f8b0-4a45-85f6-d701c5df4227,"BYD Atto designnya emang ga striking tapi cantikkkk, dr semua angle enak diliatnya. Jujur setelah lihat langsung antara ",BYD Atto 1,Styling / Design; Value Perception,Exterior Design; Competitor Comparison,Positive,0.925,FALSE,OK
9ddd7c7f-d7b7-4e84-8e81-7f55fa180eef,Dikulitin abis2an ama bang fitra ??,BYD Atto 3,Other,General Impression,Neutral,0.6,FALSE,LOW_CONFIDENCE
a2349c38-22ed-4f74-b8cc-a65c60cb9f47,"Sekilas memang atto lebih menarik, tapi setelah test drive, sy dealnya ke omoda e5. Kalo prioritas lebih ke kenyamanan p",BYD Atto 3,Styling / Design; Comfort & Space; Comfort & Space,Exterior Design; Passenger Comfort; Driving Comfort,Positive,0.867,FALSE,MIXED_SENTIMENT
a2349c38-22ed-4f74-b8cc-a65c60cb9f47,"Sekilas memang atto lebih menarik, tapi setelah test drive, sy dealnya ke omoda e5. Kalo prioritas lebih ke kenyamanan p",BYD Atto 1,Styling / Design; Comfort & Space; Comfort & Space,Exterior Design; Passenger Comfort; Driving Comfort,Positive,0.833,FALSE,MIXED_SENTIMENT
a2349c38-22ed-4f74-b8cc-a65c60cb9f47,"Sekilas memang atto lebih menarik, tapi setelah test drive, sy dealnya ke omoda e5. Kalo prioritas lebih ke kenyamanan p",Chery Omoda E5,Styling / Design; Comfort & Space; Comfort & Space; Value Perception,Exterior Design; Ride Quality; Passenger Comfort; Competitor Comparison,Neutral,0.85,FALSE,MIXED_SENTIMENT
1ada3ebe-64b4-4f1d-961a-a4284455b35f,"Aku malah mikir soal design :
 Atto 3 =  7 (biasa aja,) 
Omoda E5 = 9
??????",BYD Atto 3,Styling / Design; Styling / Design,Exterior Design; Competitor Comparison,Negative,0.9,FALSE,OK
1ada3ebe-64b4-4f1d-961a-a4284455b35f,"Aku malah mikir soal design :
 Atto 3 =  7 (biasa aja,) 
Omoda E5 = 9
??????",BYD Atto 1,Styling / Design; Styling / Design,Exterior Design; Exterior Design,Negative,0.85,FALSE,OK
1ada3ebe-64b4-4f1d-961a-a4284455b35f,"Aku malah mikir soal design :
 Atto 3 =  7 (biasa aja,) 
Omoda E5 = 9
??????",Chery Omoda E5,Styling / Design; Styling / Design,Exterior Design; Exterior Design,Positive,0.925,FALSE,OK
b1052ab5-5a1d-4217-8fe9-430ecd400dc8,? @LalaCu kayak lu bisa desain aja??,BYD Atto 3,Other,General Impression,Neutral,0.6,FALSE,LOW_CONFIDENCE
2d82cca5-e90c-423b-923a-1d373debf313,BYD akan merajai mobil listrik di Indonesia. Bukan maen ini brand,BYD Atto 3,Brand Perception; Brand Perception,Brand Image; Brand Trust,Positive,0.85,TRUE,OK
8b9584b7-11a4-4f38-abfe-2697ff766b8f,"dari china banyak orang belajar, dikibulin jepang itu sakitnya tuh disini. Ibarat telur, HPP 1000 dijual 3500. Bukannya ",BYD Atto 3,Brand Perception; Value Perception,Country of Origin Image; Competitor Comparison,Positive,0.85,FALSE,OK
4ac24764-8ab9-4b1b-a263-4a88c2cbea05,BYD It is the best EV car in the world,BYD Atto 3,Brand Perception,Brand Image,Positive,0.9,TRUE,OK
