record_id,scraped_at,country,platform,platform_type,source_url,thread_id,post_id,parent_post_id,author_id,author_username,post_date,post_date_normalized,content_original,English Translation,car_brand,car_model,parameter,sentiment,has_media,media_urls,like_count,reply_count,share_count,view_count,is_thread_opener,star_rating,star_rating_max,star_rating_available,scraper_version,raw_html_hash,enriched_content,has_context,is_semantic_duplicate,duplicate_of_id,similarity_score,content_quality_flag,wow_signal_hits
8dfd1003-41cc-4315-a947-69a09327a10b,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgwRIfhkVBSZ1GcDxz14AaABAg.AWqycnfsz5SAWrFFfhOI-D,UgwRIfhkVBSZ1GcDxz14AaABAg.AWqycnfsz5SAWrFFfhOI-D,,,@kt0128,2 minggu yang lalu,,"@XẾCỘNG vậy thì hơi bất tiện cho mẹ rồi ạ, hàng sau có lắp được ghế an toàn không ạ",,VinFast,VinFast VF3,Safety,Positive,False,,0,,0,0,False,,,False,youtube_vietnam_demo_v1,,"@XẾCỘNG vậy thì hơi bất tiện cho mẹ rồi ạ, hàng sau có lắp được ghế an toàn không ạ",False,False,,,KEEP,
2cbf2e18-76ea-4d23-9001-2da6ed37d026,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgwbPFMFQBNfA5FIvc14AaABAg,UgwbPFMFQBNfA5FIvc14AaABAg,,,@NguyenMinh-uy5gp,2 minggu yang lalu,,Điều hòa có chỉnh dc ko😅,,VinFast,VinFast VF3,Safety,Neutral,False,,0,1.0,0,0,False,,,False,youtube_vietnam_demo_v1,,Điều hòa có chỉnh dc ko😅,False,False,,,KEEP,
db5828b0-5313-4e7d-9659-f71ba5f37eaa,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgwbPFMFQBNfA5FIvc14AaABAg.AWzls91Lcb2AX0Eb5MzhCw,UgwbPFMFQBNfA5FIvc14AaABAg.AWzls91Lcb2AX0Eb5MzhCw,,,@XẾCỘNG,2 minggu yang lalu,,Đc chứ b,,VinFast,VinFast VF3,Styling / Design,Neutral,False,,0,,0,0,False,,,False,youtube_vietnam_demo_v1,,Đc chứ b,False,False,,,LOW_SIGNAL,
bd6934d1-0976-44a2-8532-6eda83d8a798,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgwgQmqXzloXKXQqAvJ4AaABAg,UgwgQmqXzloXKXQqAvJ4AaABAg,,,@XẾCỘNG,2 minggu yang lalu,,"Nhóm cập nhật và tư vấn mua xe của Xế Cộng

https://zalo.me/g/b2kqtocrf9akbwpd4wsx",,VinFast,VinFast VF3,Safety,Neutral,False,,0,,0,0,False,,,False,youtube_vietnam_demo_v1,,"Nhóm cập nhật và tư vấn mua xe của Xế Cộng

https://zalo.me/g/b2kqtocrf9akbwpd4wsx",False,False,,,KEEP,
db833a97-7523-4d1a-8013-5e94d944e8ca,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgwoGKW_WFtJKT2jz314AaABAg,UgwoGKW_WFtJKT2jz314AaABAg,,,@cuongnguyenvu4845,2 minggu yang lalu,,Mún đặt xe o2o thì nhắn cho anh hay sao ạ,,VinFast,VinFast VF3,Value Perception,Positive,False,,0,1.0,0,0,False,,,False,youtube_vietnam_demo_v1,,Mún đặt xe o2o thì nhắn cho anh hay sao ạ,False,False,,,KEEP,
e36daf9a-8b36-4dad-b8b7-081216b94527,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgwoGKW_WFtJKT2jz314AaABAg.AWpvlAN00v9AWqnrr986TA,UgwoGKW_WFtJKT2jz314AaABAg.AWpvlAN00v9AWqnrr986TA,,,@XẾCỘNG,2 minggu yang lalu,,Vào nhóm rồi cần gì báo anh em hỗ trợ b nhé,,VinFast,VinFast VF3,Styling / Design,Neutral,False,,0,,0,0,False,,,False,youtube_vietnam_demo_v1,,Vào nhóm rồi cần gì báo anh em hỗ trợ b nhé,False,False,,,KEEP,
f9251f24-44da-45a1-b324-2bc3d64dbe49,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgxMRPUEGLonjLc7ldt4AaABAg,UgxMRPUEGLonjLc7ldt4AaABAg,,,@babaali9607,2 minggu yang lalu,,VF5 cần thay đèn hậu có sáng đèn đỏ mà ko cần phanh khi đi buổi tối. Sẽ hữu ích cho xe sau bám đuôi hoặc tránh xe khi đi cao tốc.,,VinFast,VinFast VF3,Styling / Design,Positive,False,,0,,0,0,False,,,False,youtube_vietnam_demo_v1,,VF5 cần thay đèn hậu có sáng đèn đỏ mà ko cần phanh khi đi buổi tối. Sẽ hữu ích cho xe sau bám đuôi hoặc tránh xe khi đi cao tốc.,False,False,,,KEEP,
2e7f5102-4db7-4355-9263-d2f992873e77,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgxQjgqNCn5oc4D-2gh4AaABAg,UgxQjgqNCn5oc4D-2gh4AaABAg,,,@inhhainguyen8310,2 minggu yang lalu,,mua để được tiếng yêu nước,,VinFast,VinFast VF3,Safety,Neutral,False,,0,1.0,0,0,False,,,False,youtube_vietnam_demo_v1,,mua để được tiếng yêu nước,False,False,,,KEEP,
1463816f-02bf-4afe-b26e-379fc2510c8b,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgxQjgqNCn5oc4D-2gh4AaABAg.AWuYaAkYxdXAWzgOqd0hOf,UgxQjgqNCn5oc4D-2gh4AaABAg.AWuYaAkYxdXAWzgOqd0hOf,,,@LinhLinh-s5m,2 minggu yang lalu,,Chả ai nói thế ngoài mấy thằng anti.,,VinFast,VinFast VF3,Styling / Design,Neutral,False,,0,,0,0,False,,,False,youtube_vietnam_demo_v1,,Chả ai nói thế ngoài mấy thằng anti.,False,False,,,KEEP,
ecb63289-5a37-43f8-ae67-107dbc22295e,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,Ugx_v5ZdQJIPHPCU5Yp4AaABAg,Ugx_v5ZdQJIPHPCU5Yp4AaABAg,,,@CuongPhamuc-lh8ns,2 minggu yang lalu,,Nhà máy làm thêm cốp trước thì tốt hơn,,VinFast,VinFast VF3,Powertrain / Performance,Positive,False,,3,,0,0,False,,,False,youtube_vietnam_demo_v1,,Nhà máy làm thêm cốp trước thì tốt hơn,False,False,,,KEEP,
81c8000c-cebc-43a1-9fe9-078c6313f1a3,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgxlXyuNuplLW1Jpt_B4AaABAg,UgxlXyuNuplLW1Jpt_B4AaABAg,,,@chungtinhhoangtu7161,2 minggu yang lalu,,good,,VinFast,VinFast VF3,Value Perception,Positive,False,,1,,0,0,False,,,False,youtube_vietnam_demo_v1,,good,False,False,,,LOW_SIGNAL,
cda20596-c574-4ed8-a94f-2e5ec7a1bfc7,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgxzFtvRg7E97i2rs6h4AaABAg,UgxzFtvRg7E97i2rs6h4AaABAg,,,@babaali9607,2 minggu yang lalu,,"VF5 hơn hẳn vf3 vì khung gầm, động cơ, pin và kích thước. Option có thể cắt bớt nhưng cốt lõi vẫn hơn nhiều vf3. Phù hợp chạy dịch vụ và đi cá nhân, gia đình ít ng. Rất ok 👍",,VinFast,VinFast VF3,Powertrain / Performance,Positive,False,,0,2.0,0,0,False,,,False,youtube_vietnam_demo_v1,,"VF5 hơn hẳn vf3 vì khung gầm, động cơ, pin và kích thước. Option có thể cắt bớt nhưng cốt lõi vẫn hơn nhiều vf3. Phù hợp chạy dịch vụ và đi cá nhân, gia đình ít ng. Rất ok 👍",False,False,,,KEEP,"đỉnh(75.0%), 👍(100%)"
a4b9456a-9bc1-4d86-a489-8a2d4feb5be8,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgxzFtvRg7E97i2rs6h4AaABAg.AWtYx7D4CBqAWtxKMjxt4o,UgxzFtvRg7E97i2rs6h4AaABAg.AWtYx7D4CBqAWtxKMjxt4o,,,@coolkhanh265,2 minggu yang lalu,,"Cảm ơn b nói điều ai cũng biết , vì nó đắt hơn gần 200 chai thì chả vậy",,VinFast,VinFast VF3,Value Perception,Negative,False,,0,,0,0,False,,,False,youtube_vietnam_demo_v1,,"Cảm ơn b nói điều ai cũng biết , vì nó đắt hơn gần 200 chai thì chả vậy",False,False,,,KEEP,
4b0f8286-9f6f-426b-852f-23d7e9990b78,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgxzFtvRg7E97i2rs6h4AaABAg.AWtYx7D4CBqAWwPAZByf1M,UgxzFtvRg7E97i2rs6h4AaABAg.AWtYx7D4CBqAWwPAZByf1M,,,@quannguyenminh1058,2 minggu yang lalu,,Nói gì mà điều ai cũng biết vậy bác,,VinFast,VinFast VF3,Value Perception,Neutral,False,,0,,0,0,False,,,False,youtube_vietnam_demo_v1,,Nói gì mà điều ai cũng biết vậy bác,False,False,,,KEEP,
624cffec-88f0-4efd-a24e-11120a46feae,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,Ugy0ALQxcWDlE2zURyB4AaABAg,Ugy0ALQxcWDlE2zURyB4AaABAg,,,@joonnguyen3310,2 minggu yang lalu,,Xem từ những ngày đầu nhưng vẫn chưa biết công việc chính của Xế Cộng là gì .,,VinFast,VinFast VF3,New Tech,Neutral,False,,0,1.0,0,0,False,,,False,youtube_vietnam_demo_v1,,Xem từ những ngày đầu nhưng vẫn chưa biết công việc chính của Xế Cộng là gì .,False,False,,,KEEP,
5d3d28cc-45a8-4cdf-88ee-2da42b764caa,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,Ugy0ALQxcWDlE2zURyB4AaABAg.AWpjyM_NWonAWplDhGugfF,Ugy0ALQxcWDlE2zURyB4AaABAg.AWpjyM_NWonAWplDhGugfF,,,@XẾCỘNG,2 minggu yang lalu,,Cay view kiếm tiền youtube bro,,VinFast,VinFast VF3,Powertrain / Performance,Neutral,False,,0,,0,0,False,,,False,youtube_vietnam_demo_v1,,Cay view kiếm tiền youtube bro,False,False,,,KEEP,
604f575d-c778-4d44-8c3c-7b4ba28e0300,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,Ugy7s5Zcf3bF5G8chUV4AaABAg,Ugy7s5Zcf3bF5G8chUV4AaABAg,,,@MocDau,2 minggu yang lalu,,"O2O ở tỉnh nào cũng được hả bạn, hay chỉ HN thôi",,VinFast,VinFast VF3,Powertrain / Performance,Positive,False,,0,1.0,0,0,False,,,False,youtube_vietnam_demo_v1,,"O2O ở tỉnh nào cũng được hả bạn, hay chỉ HN thôi",False,False,,,KEEP,đỉnh(75.0%)
e260c235-554c-4db0-b650-0293950a0608,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,Ugy7s5Zcf3bF5G8chUV4AaABAg.AWqyxFFW9ekAWrDJS0dHdI,Ugy7s5Zcf3bF5G8chUV4AaABAg.AWqyxFFW9ekAWrDJS0dHdI,,,@XẾCỘNG,2 minggu yang lalu,,Chương trình áp dụng trên toàn quốc bác nhé!,,VinFast,VinFast VF3,Styling / Design,Neutral,False,,0,,0,0,False,,,False,youtube_vietnam_demo_v1,,Chương trình áp dụng trên toàn quốc bác nhé!,False,False,,,KEEP,
8fcb855f-1192-491e-97b5-54d30afadc30,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgyKNLgLIKRKZ3Xu5vR4AaABAg,UgyKNLgLIKRKZ3Xu5vR4AaABAg,,,@KhanhTCL-bh4th,2 minggu yang lalu,,"Vin bán cái xe này nên mở thêm 1 lớp hướng dẫn dùng xe cho khách hàng trước khi xuống tiền. Kiểu như đi mưa trượt bánh thì phải làm sao, khi đạp thắng mà xe nó quay vòng thì phải làm sao. Lật xe thì phải làm sao...",,VinFast,VinFast VF3,Styling / Design,Positive,False,,1,2.0,0,0,False,,,False,youtube_vietnam_demo_v1,,"Vin bán cái xe này nên mở thêm 1 lớp hướng dẫn dùng xe cho khách hàng trước khi xuống tiền. Kiểu như đi mưa trượt bánh thì phải làm sao, khi đạp thắng mà xe nó quay vòng thì phải làm sao. Lật xe thì phải làm sao...",False,False,,,KEEP,
a2d53772-a865-4d3d-9cb3-8e84816a43eb,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgyKNLgLIKRKZ3Xu5vR4AaABAg.AWts3ytsKlPAWvONFtcrfT,UgyKNLgLIKRKZ3Xu5vR4AaABAg.AWts3ytsKlPAWvONFtcrfT,,,@HoSoDen-u6g,2 minggu yang lalu,,toyota nên dạy khách nên lái xe thế nào để tránh đâm đụng vì xe của hãng toàn thùng tôn di động đụng là nghẻo luôn,,VinFast,VinFast VF3,Safety,Neutral,False,,1,,0,0,False,,,False,youtube_vietnam_demo_v1,,toyota nên dạy khách nên lái xe thế nào để tránh đâm đụng vì xe của hãng toàn thùng tôn di động đụng là nghẻo luôn,False,False,,,KEEP,
6a5de4c9-6605-4931-89e2-2a5ed7164cd6,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgyKNLgLIKRKZ3Xu5vR4AaABAg.AWts3ytsKlPAWxTlt-3OeC,UgyKNLgLIKRKZ3Xu5vR4AaABAg.AWts3ytsKlPAWxTlt-3OeC,,,@TNDucvinh,2 minggu yang lalu,,@HoSoDen-u6g toàn daihatsu nhái toy thôi,,VinFast,VinFast VF3,Powertrain / Performance,Neutral,False,,0,,0,0,False,,,False,youtube_vietnam_demo_v1,,@HoSoDen-u6g toàn daihatsu nhái toy thôi,False,False,,,KEEP,
ace93367-6247-4b80-8cf8-d17eb7bb1829,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgyR-0SjkGJCHHaY2UZ4AaABAg,UgyR-0SjkGJCHHaY2UZ4AaABAg,,,@ThuyBi-q1r,2 minggu yang lalu,,nhiều anh em tài xế trong nước đăng FB tiktok khuyên đừng mua VF để khỏi mât tiền oan mà vẫn có người đâm đầu vô... hài vãi,,VinFast,VinFast VF3,Powertrain / Performance,Neutral,False,,1,4.0,0,0,False,,,False,youtube_vietnam_demo_v1,,nhiều anh em tài xế trong nước đăng FB tiktok khuyên đừng mua VF để khỏi mât tiền oan mà vẫn có người đâm đầu vô... hài vãi,False,False,,,KEEP,
c0ce3715-036b-4e27-b2e3-592e0a723806,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgyR-0SjkGJCHHaY2UZ4AaABAg.AWq61WF0-8wAWqnopmBGfP,UgyR-0SjkGJCHHaY2UZ4AaABAg.AWq61WF0-8wAWqnopmBGfP,,,@XẾCỘNG,2 minggu yang lalu,,Ui. Ở nước ngoài thì k hiểu ở trong nước như nào đâu😅,,VinFast,VinFast VF3,Styling / Design,Neutral,False,,1,,0,0,False,,,False,youtube_vietnam_demo_v1,,Ui. Ở nước ngoài thì k hiểu ở trong nước như nào đâu😅,False,False,,,KEEP,
7c78c343-51fb-4879-a34a-483c72bb3e63,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgyR-0SjkGJCHHaY2UZ4AaABAg.AWq61WF0-8wAWqplmZAmCU,UgyR-0SjkGJCHHaY2UZ4AaABAg.AWq61WF0-8wAWqplmZAmCU,,,@vietngoc7041,2 minggu yang lalu,,"Chắc mấy ông đó bị tâm thần hay bị tính ghen ghét, đố kỵ !",,VinFast,VinFast VF3,Value Perception,Positive,False,,1,,0,0,False,,,False,youtube_vietnam_demo_v1,,"Chắc mấy ông đó bị tâm thần hay bị tính ghen ghét, đố kỵ !",False,False,,,KEEP,
93d32c8c-b13b-4490-b89b-54e248ad293c,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgyR-0SjkGJCHHaY2UZ4AaABAg.AWq61WF0-8wAWtZdzG5umx,UgyR-0SjkGJCHHaY2UZ4AaABAg.AWq61WF0-8wAWtZdzG5umx,,,@babaali9607,2 minggu yang lalu,,"Dân mua vì đi lời lãi thì dân mua, tiền ai nấy tiêu, bạn cứ đi thử và tính toán thực tế đi mới thấy. Đọc mạng câu view thì toàn bị lừa và đầu độc.",,VinFast,VinFast VF3,New Tech,Neutral,False,,1,,0,0,False,,,False,youtube_vietnam_demo_v1,,"Dân mua vì đi lời lãi thì dân mua, tiền ai nấy tiêu, bạn cứ đi thử và tính toán thực tế đi mới thấy. Đọc mạng câu view thì toàn bị lừa và đầu độc.",False,False,,,KEEP,
fd534a85-a8a1-4529-9db1-a3f9a4b3c835,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgyR-0SjkGJCHHaY2UZ4AaABAg.AWq61WF0-8wAWwPXDgp7lE,UgyR-0SjkGJCHHaY2UZ4AaABAg.AWq61WF0-8wAWwPXDgp7lE,,,@quannguyenminh1058,2 minggu yang lalu (diedit),,"Nhảm vậy bác, tôi đã đi VF3 nếu có lên đời mua xe khác tôi cũng sẽ mua xe VinFast đây nè.",,VinFast,VinFast VF3,Value Perception,Neutral,False,,1,,0,0,False,,,False,youtube_vietnam_demo_v1,,"Nhảm vậy bác, tôi đã đi VF3 nếu có lên đời mua xe khác tôi cũng sẽ mua xe VinFast đây nè.",False,False,,,KEEP,
a4bad41d-965a-4c09-afb1-060b107620b6,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgyWTxTnmHbMRhP32d14AaABAg,UgyWTxTnmHbMRhP32d14AaABAg,,,@THANHDOAN-g9m,2 minggu yang lalu,,Mình làm nghề xe ở Mỹ.Mình không biết tại sao Vinfast không đem VF3 sang Mỹ nhất là Cali vì mẫu xe này sẽ phù hợp thị hiếu dân Mỹ vì họ cũng thích chế độ xe.Nó giống xe Jeep Mỹ,,VinFast,VinFast VF3,Styling / Design,Positive,False,,0,1.0,0,0,False,,,False,youtube_vietnam_demo_v1,,Mình làm nghề xe ở Mỹ.Mình không biết tại sao Vinfast không đem VF3 sang Mỹ nhất là Cali vì mẫu xe này sẽ phù hợp thị hiếu dân Mỹ vì họ cũng thích chế độ xe.Nó giống xe Jeep Mỹ,False,False,,,KEEP,
c82fca46-6255-4e11-aab4-e83aaae60328,04/06/2026 23:30,Vietnam,YouTube,video_comment,https://www.youtube.com/watch?v=xzVrqva0KOM,UgyWTxTnmHbMRhP32d14AaABAg.AX-AHH_EYXmAX5WfA_udPF,UgyWTxTnmHbMRhP32d14AaABAg.AX-AHH_EYXmAX5WfA_udPF,,,@lehiep3137,13 hari yang lalu,,ko đủ an toàn để bán âu mỹ. Ở Âu Mỹ thì khó có xe giá rẻ,,VinFast,VinFast VF3,Safety,Positive,False,,0,,0,0,False,,,False,youtube_vietnam_demo_v1,,ko đủ an toàn để bán âu mỹ. Ở Âu Mỹ thì khó có xe giá rẻ,False,False,,,KEEP,
