record_id,content_original,focus_model,category,parameter,sentiment,confidence,is_wow_factor,review_flag,is_substantial,content_english,translation_status,translation_source,like_count,reply_count,engagement_raw,engagement_score,sentiment_weight,wow_factor_score,wow_score_tier
1463816f-02bf-4afe-b26e-379fc2510c8b,Chả ai nói thế ngoài mấy thằng anti.,VinFast VF3,Brand Perception,Brand Image,Positive,0.7,False,OK,True,No one says that except the antis.,ok,auto,0,0.0,0.0,0.0,0.7,35.0,LOW
93d32c8c-b13b-4490-b89b-54e248ad293c,"Dân mua vì đi lời lãi thì dân mua, tiền ai nấy tiêu, bạn cứ đi thử và tính toán thực tế đi mới thấy. Đọc mạng câu view t",VinFast VF3,Value Perception; Other,Cost of Ownership; Online Reviews,Positive,0.65,False,LOW_CONFIDENCE,True,"People buy because it makes a profit, so people buy, everyone spends money, just try and calculate the reality to see. If you read online for views, you will be deceived and poisoned.",ok,auto,1,0.0,0.4054651081081644,3.62,0.65,34.31,LOW
07400822-032f-4ae5-a5a6-8a0cded9e658,"xe này tính là 2 hàng hay 1 hàng ạ, nếu bé nhỏ 6 tháng muốn ngồi hàng ghế trước được không ạ?",VinFast VF3,Comfort & Space; Comfort & Space,Seat Configuration; Cabin Space,Neutral,0.85,False,OK,True,"Is this car considered 2 rows or 1 row? If my baby is 6 months old, can he sit in the front row?",ok,auto,0,3.0,1.3744360978112327,12.27,0.255,18.88,LOW
2cbf2e18-76ea-4d23-9001-2da6ed37d026,Điều hòa có chỉnh dc ko😅,VinFast VF3,Comfort & Space,Air Conditioning,Neutral,0.7,False,OK,True,Can the air conditioner be adjusted?,ok,auto,0,1.0,1.0397207708399179,9.28,0.21,15.14,LOW
ace93367-6247-4b80-8cf8-d17eb7bb1829,nhiều anh em tài xế trong nước đăng FB tiktok khuyên đừng mua VF để khỏi mât tiền oan mà vẫn có người đâm đầu vô... hài ,VinFast VF3,Brand Perception,Brand Trust,Negative,0.9,False,OK,True,"Many drivers in the country posted on Facebook tiktok advising them not to buy VF to avoid losing money unjustly, but there are still people crashing... it's so funny.",ok,auto,1,4.0,3.1073040492110957,27.74,0.0,13.87,LOW
c82fca46-6255-4e11-aab4-e83aaae60328,ko đủ an toàn để bán âu mỹ. Ở Âu Mỹ thì khó có xe giá rẻ,VinFast VF3,Safety & ADAS; Value Perception,Safety Standards; Price,Neutral,0.85,False,OK,True,"Not safe enough to sell to Europe and America. In Europe and America, it is difficult to find cheap cars",ok,auto,0,0.0,0.0,0.0,0.255,12.75,LOW
f9251f24-44da-45a1-b324-2bc3d64dbe49,VF5 cần thay đèn hậu có sáng đèn đỏ mà ko cần phanh khi đi buổi tối. Sẽ hữu ích cho xe sau bám đuôi hoặc tránh xe khi đi,VinFast VF3,Styling / Design; Safety & ADAS,Tail Light Design; Visibility,Neutral,0.85,False,MIXED_SENTIMENT,True,VF5 needs to change the tail light to have a red light without needing to brake when driving at night. It will be useful for following vehicles to follow or avoid vehicles on the highway.,ok,auto,0,0.0,0.0,0.0,0.255,12.75,LOW
d378e125-2325-4ff4-a40a-2a3a95e7e862,"Hãng xe nào cũng vậy thôi, cũng có tệp khách hàng tiên phong. Không có số 1 thì làm sao có số 2....",VinFast VF3,Brand Perception,Brand Image,Neutral,0.8,False,OK,True,"Just like any car company, it also has a pioneering customer base. Without number 1, how can there be number 2?...",ok,auto,0,0.0,0.0,0.0,0.24,12.0,LOW
e66498ea-eda5-4a5d-a208-c4c774b41ba6,"Vừa coi kênh a7 tv phân tích xong Vf5 tc2 bản cởi chuồng 400tr thì ông nào chọn vf3 thì đến nể, trừ ae thật sự dư giả về",VinFast VF3,Value Perception; Value Perception,Price; Competitor Comparison,Negative,0.875,False,OK,True,"Just watched channel a7 tv and finished analyzing the Vf5 tc2 version with the price of 400 million, whoever chooses vf3 will be respected, unless you really have enough money to buy tc😂",ok,auto,1,7.0,2.6615812032725756,23.76,0.0,11.88,LOW
c46f8464-052d-489e-87e2-13dc6c6f41ed,Chuẩn luôn 😂😢😅 nhà có xe rồi mua thêm chiếc chở bồ nhí đi chơi giữa đường hết pin vào nhà nghĩ mà sạc thì đc 😅😅😅,VinFast VF3,Other; Powertrain / Performance,Ownership Experience; Battery Range,Neutral,0.75,False,MIXED_SENTIMENT,True,That's right 😂😢😅 we have a car so we bought another one to take our girlfriend out on the road and the battery ran out when we thought we could charge it at home 😅😅😅,ok,auto,0,0.0,0.0,0.0,0.225,11.25,LOW
8dfd1003-41cc-4315-a947-69a09327a10b,"@XẾCỘNG vậy thì hơi bất tiện cho mẹ rồi ạ, hàng sau có lắp được ghế an toàn không ạ",VinFast VF3,Comfort & Space; Comfort & Space,Cabin Space; Child Seat Compatibility,Neutral,0.75,False,OK,True,"@XECONG that's a bit inconvenient for mom, can the back row install safety seats?",ok,auto,0,0.0,0.0,0.0,0.225,11.25,LOW
abfa1b1c-9593-448a-a062-cfc6df2430f7,"Sớm
Muộn vf5 cũng
Có bản giá mềm. Lấh bớt khách của vf3. Vẫn còn nh ng mua vf3 vì chỉ thích xe nhỏ đi cá nhân luồn lách ",VinFast VF3,Value Perception; Styling / Design,Price; Body Shape,Neutral,0.75,False,MIXED_SENTIMENT,True,"Soon
Late vf5 also
There is a cheap version. Take away vf3's customers. There are still people who buy VF3 because they only like small cars for personal use and getting around, so they still buy it.",ok,auto,0,0.0,0.0,0.0,0.225,11.25,LOW
ecb63289-5a37-43f8-ae67-107dbc22295e,Nhà máy làm thêm cốp trước thì tốt hơn,VinFast VF3,Comfort & Space,Frunk Space,Negative,0.9,False,OK,True,The factory made it better to add a front trunk,ok,auto,3,0.0,1.3862943611198906,12.38,0.0,6.19,LOW
00749b2b-da47-4059-a14f-3bad92e3f069,cách nhau cả 130 140 triệu đấykhông ít đâu ông ạ,VinFast VF3,Value Perception,Price,Negative,0.9,False,OK,True,"The difference is 130 to 140 million, not much, sir",ok,auto,2,0.0,1.0986122886681098,9.81,0.0,4.91,LOW
8fcb855f-1192-491e-97b5-54d30afadc30,Vin bán cái xe này nên mở thêm 1 lớp hướng dẫn dùng xe cho khách hàng trước khi xuống tiền. Kiểu như đi mưa trượt bánh t,VinFast VF3,Other; Safety & ADAS; Safety & ADAS; Safety & ADAS,Ownership Experience; Braking System; Vehicle Stability; Rollover Protection,Negative,0.8,False,OK,True,Vin sells this car so he should open another class to teach customers how to use the car before paying. Like what should you do when you skid in the rain? What should you do when you step on the brake and the car spins? What should I do if my car flips over...,ok,auto,1,2.0,0.8313412134764564,7.42,0.0,3.71,LOW
1caec4a5-fd0e-4de2-be65-717209390adc,"Cởi chuồng thì dành cho anh em mua xe đầu thôi. Xe thứ 2,3 ngta lại k mặn mà vs con vf5 đó đâu",VinFast VF3,Value Perception,Target Market,Negative,0.9,False,OK,True,Taking off the barn is only for those who buy the first car. The 2nd and 3rd car is not interested in that vf5,ok,auto,1,0.0,0.6931471805599453,6.19,0.0,3.1,LOW
cda20596-c574-4ed8-a94f-2e5ec7a1bfc7,"VF5 hơn hẳn vf3 vì khung gầm, động cơ, pin và kích thước. Option có thể cắt bớt nhưng cốt lõi vẫn hơn nhiều vf3. Phù hợp",VinFast VF3,Powertrain / Performance; Powertrain / Performance; Comfort & Space; Value Perception; Value Perception,Engine Power; Battery Range; Cabin Space; Competitor Comparison; Value for Money,Negative,0.88,False,MIXED_SENTIMENT,True,"The VF5 is superior to the VF3 because of its chassis, motor, battery and size. Option can be cut down but the core is still much better than vf3. Suitable for service and personal travel, small families. Very ok 👍",ok,auto,0,2.0,0.5047083549318194,4.51,0.0,2.25,LOW
a4b9456a-9bc1-4d86-a489-8a2d4feb5be8,"Cảm ơn b nói điều ai cũng biết , vì nó đắt hơn gần 200 chai thì chả vậy",VinFast VF3,Value Perception,Price,Negative,0.9,False,OK,True,"Thank you for saying what everyone knows, because it's almost 200 bottles more expensive than that",ok,auto,0,0.0,0.0,0.0,0.0,0.0,LOW
06c1eaaf-9aca-4582-8c85-e47a9ab63632,nguời ko dư giả thì ngta cũng chọn 400 hơn là 300 à mà ông nói vậy,VinFast VF3,Value Perception,Competitor Comparison,Negative,0.8,False,OK,True,"People who don't have enough money still choose 400 rather than 300, you said",ok,auto,0,0.0,0.0,0.0,0.0,0.0,LOW
