record_id,content_original,focus_model,category,parameter,sentiment,confidence,is_wow_factor,review_flag,is_substantial,content_english,translation_status,translation_source,like_count,reply_count,engagement_raw,engagement_score,sentiment_weight,wow_factor_score,wow_score_tier
a2349c38-22ed-4f74-b8cc-a65c60cb9f47,"Sekilas memang atto lebih menarik, tapi setelah test drive, sy dealnya ke omoda e5. Kalo prioritas lebih ke kenyamanan p",BYD Atto 3,Styling / Design; Comfort & Space; Comfort & Space,Exterior Design; Ride Quality; Driver Comfort,Positive,0.867,False,MIXED_SENTIMENT,True,"At first glance, the Atto is more attractive, but after the test drive, I decided to go to the Omoda E5. If the priority is more on passenger comfort, that's clear, if the priority is comfort while driving, Omoda is definitely the best in its class.",ok,auto,5,0.0,0.9808292530117262,8.76,0.867,47.73,MEDIUM
b17b0869-0c7a-42a4-9143-8f63c1fecdf9,"Seal kruk as belakang bocor, kalau KM <100.000. Atau belum 3 tahun. +service rutin di beres /10rb km, bisa claim warrant",Toyota Avanza,Value Perception; Brand Perception,Warranty; After Sales Service,Positive,0.875,False,OK,True,"The rear crankshaft seal is leaking, if KM < 100,000. Or not yet 3 years. + routine service completed / 10k km, can claim warranty. I just finished claiming warranty at Toyota for the same problem, uncle.",ok,auto,1,0.0,0.4054651081081644,3.62,0.875,45.56,MEDIUM
57cdb6f1-3929-4ec0-a0e0-80889d26fe7a,Keren???????????,BYD Atto 3,Styling / Design,Exterior Design,Positive,0.9,True,OK,True,Keren???????????,ok,auto,0,0.0,0.0,0.0,0.9,45.0,MEDIUM
5f4e4bee-35f5-475f-9d16-16edc616e3d8,Wah stir nya mantabb pak,BYD Atto 3,Styling / Design,Steering Wheel Design,Positive,0.9,True,OK,True,"Wow, the steering wheel is great sir",ok,auto,0,0.0,0.0,0.0,0.9,45.0,MEDIUM
3b644b69-cf90-453f-b477-77490db9f383,Cakep banget interior nya....,BYD Atto 3,Styling / Design,Interior Design,Positive,0.9,True,OK,True,The interior is really cute....,ok,auto,0,0.0,0.0,0.0,0.9,45.0,MEDIUM
2f23ce5f-8792-4667-8af9-d7f99e5b188e,Saya pakai Avanza sudah 5 th lebih tidak pernah ganti oil gardan,Toyota Avanza,Powertrain / Performance; Value Perception; Other,Transmission; Maintenance Cost; Ownership Experience,Positive,0.867,False,OK,True,I have used Avanza for more than 5 years and never changed the axle oil,ok,auto,1,0.0,0.2876820724517809,2.57,0.867,44.63,MEDIUM
06cfb527-350a-40b6-a5ec-f9cfc2b39076,KM berapa om? Punya saya Q CVT 2022 belum ada rembes/netes oli KM 240rb. Service rutin di BeRes,Toyota Avanza,Powertrain / Performance; Value Perception,Durability; Maintenance Cost,Positive,0.85,False,OK,True,"How many km? I have a 2022 Q CVT, no oil seeps/drops at KM 240 thousand. Routine service at BeRes",ok,auto,0,0.0,0.0,0.0,0.85,42.5,MEDIUM
4993af4c-6ac4-4ad4-b75f-280f1e3539e5,"R 17 OEM altis, barang Kali minat bang WA 087785377536",Toyota Avanza,Styling / Design,Wheel Design,Positive,0.7,False,OK,True,"R 17 OEM Altis, if you are interested, WA 087785377536",ok,auto,0,0.0,0.0,0.0,0.7,35.0,LOW
07e14997-f2e8-4c35-b057-c5c7771241b4,Pengukuran speed dari GPS juga ada keterbatasan kepresisiannya bang Fitra. Bila yang akses satelite GPS saat itu banyak/,BYD Atto 3,New Tech; Safety & ADAS,GPS Navigation; Braking System,Neutral,0.75,False,OK,True,"Measuring speed from GPS also has limited precision, Fitra. If there are a lot of GPS satellites accessing at the time or at the same time or the weather is overcast and cloudy while the number of satellites available is limited (3-4 satellites, ideally at least 12 satellites) then the precision is reduced, it could be that what is shown on the dashboard is more precise by noting that the tires are relatively new because the speed indication on the dashboard is one of the variables is the tire diameter. That's why if the tires are changed from the manufacturer's standards, there must be a designation adjustment. This also affects the calculation of the effectiveness of the ABS function from the dislatation distance (because ABS uses variable rotation)",ok,auto,29,3.0,4.115276121736434,36.74,0.225,29.62,LOW
7bd46da1-23cb-4f11-96e9-15bebf033f13,"betul, akurasi GPS, biasanya antara 1,5 s/d 3 meter, bahkan bisa sampai 10 meter, tergantung pada solid/tidaknya sinyal ",BYD Atto 3,New Tech,GPS Navigation,Neutral,0.9,False,OK,True,"That's right, GPS accuracy is usually between 1.5 to 3 meters, and can even be up to 10 meters, depending on whether the satellite signal is solid or not.",ok,auto,6,0.0,1.9459101490553132,17.37,0.27,22.19,LOW
a2349c38-22ed-4f74-b8cc-a65c60cb9f47,"Sekilas memang atto lebih menarik, tapi setelah test drive, sy dealnya ke omoda e5. Kalo prioritas lebih ke kenyamanan p",Chery Omoda E5,Styling / Design; Comfort & Space; Comfort & Space; Value Perception,Exterior Design; Passenger Comfort; Driving Comfort; Competitor Comparison,Neutral,0.863,False,MIXED_SENTIMENT,True,"At first glance, the Atto is more attractive, but after the test drive, I decided to go to the Omoda E5. If the priority is more on passenger comfort, that's clear, if the priority is comfort while driving, Omoda is definitely the best in its class.",ok,auto,5,0.0,0.8109302162163288,7.24,0.2589,16.57,LOW
5d28bb61-9dc2-44f4-b1f0-093740ff6b57,"One pedal driving sangat tidak dianjurkan di China, karena muscle memory kaki untuk letak rem bisa hilang karena jarang ",BYD Atto 3,Powertrain / Performance; Safety & ADAS,One Pedal Driving; Braking System,Negative,0.85,False,OK,True,"One pedal driving is not recommended in China, because the foot muscle memory for brake location can be lost due to rarely pressing the brake",ok,auto,37,0.0,2.970414465569701,26.52,0.0,13.26,LOW
57ede3c3-e6c6-4175-9812-5551f162d3f9,Avz sy 2021 type E beli second yg pemilik sebelumnya a/n PT bsa bikin barcode Pertalite tuh,Toyota Avanza,Value Perception; Other,Resale Value; Fuel Type,Neutral,0.75,False,OK,True,"Avz sy 2021 type E bought second hand, the previous owner a/n PT can make Pertalite barcodes",ok,auto,0,0.0,0.0,0.0,0.225,11.25,LOW
f0405718-acc3-4551-9dfc-7f0f71cff96b,Pake lebih bagus klu ada uangnya.,Toyota Avanza,Value Perception,Price,Neutral,0.7,False,OK,True,It's better if you have the money.,ok,auto,0,0.0,0.0,0.0,0.21,10.5,LOW
f345c124-3ccc-4379-8060-fd8d7cf970c6,Contoh paling sering seal kruk as udah rusak jadi oli keluar.  Lihat selengkapnya,Toyota Avanza,Powertrain / Performance,Engine Reliability,Negative,0.9,False,OK,True,The most common example is that the crankshaft seal has been damaged so oil comes out.  See more,ok,auto,8,0.0,2.1972245773362196,19.62,0.0,9.81,LOW
3a8cc679-538f-4723-983a-d39c95c126a1,skrg orang lebih suka mobil tua karna sukacangnya tdk sulit di cari,Toyota Avanza,Value Perception,Competitor Comparison,Negative,0.8,False,OK,True,Nowadays people prefer old cars because they are not difficult to find,ok,auto,2,0.0,1.0986122886681098,9.81,0.0,4.91,LOW
c217aa01-2b22-4fca-9bcd-fce5b37b2e29,??????batul apalagi alat keselamtannya  bisa jd gk atif ????,BYD Atto 3,Safety & ADAS,Safety Features,Negative,0.8,False,OK,True,"??????what's more, the safety equipment can become inactive????",ok,auto,1,0.0,0.6931471805599453,6.19,0.0,3.1,LOW
1ada3ebe-64b4-4f1d-961a-a4284455b35f,"Aku malah mikir soal design :
 Atto 3 =  7 (biasa aja,) 
Omoda E5 = 9
??????",BYD Atto 3,Styling / Design; Styling / Design,Exterior Design; Exterior Design,Negative,0.9,False,OK,True,"I'm even thinking about design:
 Atto 3 = 7 (just normal,) 
E5 mode = 9
??????",ok,auto,1,0.0,0.4054651081081644,3.62,0.0,1.81,LOW
cf98022c-7cfa-4b53-a7e0-b60e18bbe1a3,"Setuju banget sama om Fitra harga sekarang mah kemahalan, dilihat dengan sudah banyaknya kompetitor.
https://youtu.be/b5",BYD Atto 3,Value Perception; Value Perception,Price; Competitor Comparison,Negative,0.85,False,OK,True,"Totally agree with Uncle Fitra. Current prices are expensive, considering the large number of competitors.
https://youtu.be/b5sDEM7GgNs?t=2310",ok,auto,1,0.0,0.4054651081081644,3.62,0.0,1.81,LOW
